team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2018,21,10,11,20,26,10,1,0,0,1,0,4,2,4,True,Wolves
Wolves,20,2018,26,10,10,3,21,11,0,0,1,0,1,4,3,3,False,Brighton
Burnley,4,2018,3,10,15,6,4,3,0,0,1,0,4,2,2,6,True,Chelsea
Chelsea,6,2018,4,10,3,4,3,15,1,0,0,4,0,7,3,0,False,Burnley
Crystal Palace,7,2018,5,10,14,1,1,4,0,1,0,2,2,2,2,6,True,Arsenal
Arsenal,1,2018,1,10,4,7,5,14,0,1,0,2,2,7,1,2,False,Crystal Palace
Fulham,9,2018,25,10,18,2,2,6,0,0,1,0,3,1,2,7,True,Bournemouth
Bournemouth,2,2018,2,10,6,9,25,18,1,0,0,3,0,6,2,2,False,Fulham
Leicester,11,2018,8,10,12,19,20,13,0,1,0,1,1,4,1,5,True,West Ham
West Ham,19,2018,20,10,13,11,8,12,0,1,0,1,1,2,2,6,False,Leicester
Liverpool,12,2018,9,10,2,5,24,17,1,0,0,4,1,8,2,0,True,Cardiff City
Cardiff City,5,2018,24,10,17,12,9,2,0,0,1,1,4,1,2,7,False,Liverpool
Man Utd,14,2018,11,10,8,8,6,9,1,0,0,2,1,5,2,3,True,Everton
Everton,8,2018,6,10,9,14,11,8,0,0,1,1,2,4,3,3,False,Man Utd
Southampton,16,2018,13,10,16,15,23,19,0,1,0,0,0,1,4,5,True,Newcastle
Newcastle,15,2018,23,10,19,16,13,16,0,1,0,0,0,0,3,7,False,Southampton
Spurs,17,2018,17,10,5,13,10,1,0,0,1,0,1,7,0,3,True,Man City
Man City,13,2018,10,10,1,17,17,5,1,0,0,1,0,8,2,0,False,Spurs
Watford,18,2018,18,10,7,10,22,20,1,0,0,3,0,6,1,3,True,Huddersfield
Huddersfield,10,2018,22,10,20,18,18,7,0,0,1,0,3,0,3,7,False,Watford
