team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2018,21,25,13,18,18,8,0,1,0,0,0,7,6,12,True,Watford
Watford,18,2018,18,25,8,3,21,13,0,1,0,0,0,9,7,9,False,Brighton
Burnley,4,2018,3,25,17,16,13,16,0,1,0,1,1,6,6,13,True,Southampton
Southampton,16,2018,13,25,16,4,3,17,0,1,0,1,1,5,9,11,False,Burnley
Cardiff City,5,2018,24,25,18,2,2,10,1,0,0,2,0,6,4,15,True,Bournemouth
Bournemouth,2,2018,2,25,10,5,24,18,0,0,1,0,2,10,3,12,False,Cardiff City
Chelsea,6,2018,4,25,4,10,22,20,1,0,0,5,0,15,5,5,True,Huddersfield
Huddersfield,10,2018,22,25,20,6,4,4,0,0,1,0,5,2,5,18,False,Chelsea
Crystal Palace,7,2018,5,25,14,9,25,19,1,0,0,2,0,7,5,13,True,Fulham
Fulham,9,2018,25,25,19,7,5,14,0,0,1,0,2,4,5,16,False,Crystal Palace
Everton,8,2018,6,25,9,20,26,7,0,0,1,1,3,9,6,11,True,Wolves
Wolves,20,2018,26,25,7,8,6,9,1,0,0,3,1,11,5,9,False,Everton
Leicester,11,2018,8,25,11,14,11,5,0,0,1,0,1,9,5,11,True,Man Utd
Man Utd,14,2018,11,25,5,11,8,11,1,0,0,1,0,14,6,5,False,Leicester
Man City,13,2018,10,25,1,1,1,6,1,0,0,3,1,20,2,4,True,Arsenal
Arsenal,1,2018,1,25,6,13,10,1,0,0,1,1,3,14,5,6,False,Man City
Spurs,17,2018,17,25,3,15,23,15,1,0,0,1,0,19,0,6,True,Newcastle
Newcastle,15,2018,23,25,15,17,17,3,0,0,1,0,1,6,6,13,False,Spurs
West Ham,19,2018,20,25,12,12,9,2,0,1,0,1,1,9,5,11,True,Liverpool
Liverpool,12,2018,9,25,2,19,20,12,0,1,0,1,1,19,5,1,False,West Ham
Everton,8,2018,6,25,9,13,10,1,0,0,1,0,2,9,6,11,True,Man City
Man City,13,2018,10,25,1,8,6,9,1,0,0,2,0,20,2,4,False,Everton
