name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell_402,0,0,0,0,0,0,0,0,0,0.0,0,0,402,0,0,69,0,0,0,0.0,3597,0.0,0,2018-09-29T11:30:00Z,29 Sep 12:30,0,0,0,0,0,14,0,0,0,0,0,0,7,0,44774,0,0,0,1,3,0.0,0,-3226,169,3395,52,True,0,0,19.0,7,2,1,4,8,12,-4,7,20,0,14,2018,3,13,8,2,2,4,9,13,-4,8,18,0,Aaron,Cresswell,2
Aaron_Lennon_83,0,19,0,0,0,7,0,3,12,1.5,2,0,83,0,0,63,1,1,0,0.8,3278,6.8,0,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,90,0,0,5,0,0,0,0,5,0,7,0,81133,1,1,0,2,1,0.0,1,54553,59888,5335,50,False,0,1,4.0,7,2,1,4,9,11,-2,7,14,0,12,2018,10,18,3,0,3,5,4,17,-13,8,13,1,Aaron,Lennon,3
Aaron_Mooy_199,0,45,0,0,0,8,0,0,37,19.6,0,0,199,0,0,66,0,2,0,3.2,3394,7.4,1,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,1,17,0,0,0,0,3,0,7,0,107003,4,0,1,2,0,5.0,2,-8393,296,8689,53,True,0,0,10.0,2,0,2,5,3,16,-13,7,11,1,20,2018,4,12,8,2,2,4,10,12,-2,8,16,0,Aaron,Mooy,3
Aaron_Ramsey_14,0,19,0,0,0,2,1,0,16,2.9,0,0,14,0,0,61,0,0,0,1.1,3209,3.6,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,62,0,0,18,0,0,0,0,0,0,7,0,85332,4,0,0,0,2,4.0,3,15093,20969,5876,74,True,0,0,1.0,15,5,0,2,14,9,5,7,13,0,5,2018,9,17,5,1,2,5,9,21,-12,8,13,0,Aaron,Ramsey,3
Aaron_Wan-Bissaka_145,0,56,0,0,0,17,0,4,48,4.5,2,0,145,0,0,62,0,2,0,2.7,3340,22.0,0,2018-10-01T19:00:00Z,01 Oct 20:00,0,0,90,0,0,2,0,0,0,0,11,0,7,0,1704275,0,0,0,1,2,0.0,1,207809,216136,8327,43,False,0,0,7.0,7,2,1,4,5,8,-3,7,13,1,13,2018,20,7,15,4,3,1,9,6,3,8,13,0,Aaron,Wan-Bissaka,2
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,66,0,0,0,0.0,3400,0.0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,17,0,0,0,0,0,0,7,0,3419,0,0,0,2,0,0.0,0,-174,70,244,44,True,0,0,10.0,2,0,2,5,3,16,-13,7,11,1,20,2018,4,12,8,2,2,4,10,12,-2,8,16,0,Abdelhamid,Sabiri,3
Abdoulaye_Doucouré_390,0,41,0,1,0,10,0,2,33,12.2,1,0,390,0,0,61,1,2,0,3.4,3585,9.2,1,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,1,0,0,0,0,8,0,7,0,88651,0,2,2,0,2,13.0,1,-5346,2384,7730,59,False,0,1,18.0,13,4,1,2,11,8,3,7,15,0,6,2018,2,6,16,5,1,2,16,12,4,8,12,1,Abdoulaye,Doucouré,3
Aboubakar_Kamara_189,0,0,0,0,0,0,0,0,0,0.0,0,0,189,0,0,65,0,0,0,0.0,3384,0.0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,8,0,0,0,0,0,0,7,0,486015,0,0,0,0,3,0.0,0,-33147,11832,44979,44,False,0,0,9.0,5,1,2,4,8,16,-8,7,11,0,17,2018,1,4,18,6,0,2,19,10,9,8,13,0,Aboubakar,Kamara,4
Adama_Diakhaby_471,0,0,0,0,0,0,0,0,0,0.0,0,0,471,0,0,66,0,0,0,0.0,3666,0.0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,17,0,0,0,0,0,0,7,0,1493,0,0,0,2,0,0.0,0,-138,17,155,48,True,0,0,10.0,2,0,2,5,3,16,-13,7,11,1,20,2018,4,12,8,2,2,4,10,12,-2,8,16,0,Adama,Diakhaby,3
Adama_Traoré_500,0,13,0,0,0,-1,0,1,10,1.3,6,0,500,0,0,70,2,0,0,0.5,3695,1.8,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,37,0,0,16,0,0,0,0,4,0,7,0,35025,6,0,0,0,2,2.0,0,-3731,1987,5718,55,True,0,1,20.0,12,3,3,1,8,6,2,7,9,0,9,2018,7,14,7,2,1,5,5,9,-4,8,16,1,Adama,Traoré,3
Adam_Lallana_250,0,0,0,0,0,0,0,0,0,0.0,0,0,250,0,0,64,0,0,0,0.0,3445,0.0,0,2018-09-29T16:30:00Z,29 Sep 17:30,0,0,0,0,0,6,0,0,0,0,0,0,7,0,44062,0,0,0,1,1,0.0,0,-1967,40,2007,69,False,0,0,12.0,19,6,1,0,15,3,12,7,7,0,2,2018,13,1,20,6,2,0,21,3,18,8,8,0,Adam,Lallana,3
