team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Chelsea,6,2018,4,32,5,3,21,15,1,0,0,3,0,19,6,7,True,Brighton
Brighton,3,2018,21,32,15,6,4,5,0,0,1,0,3,9,6,16,False,Chelsea
Spurs,17,2018,17,32,3,7,5,13,1,0,0,2,0,21,1,10,True,Crystal Palace
Crystal Palace,7,2018,5,32,13,17,17,3,0,0,1,0,2,10,6,16,False,Spurs
Arsenal,1,2018,1,32,4,15,23,14,1,0,0,2,0,19,6,6,True,Newcastle
Newcastle,15,2018,23,32,14,1,1,4,0,0,1,0,2,9,8,15,False,Arsenal
Brighton,3,2018,21,32,15,16,13,16,0,0,1,0,1,9,6,16,True,Southampton
Southampton,16,2018,13,32,16,3,21,15,1,0,0,1,0,8,9,14,False,Brighton
Burnley,4,2018,3,32,17,20,26,7,1,0,0,2,0,9,6,17,True,Wolves
Wolves,20,2018,26,32,7,4,3,17,0,0,1,0,2,13,8,11,False,Burnley
Cardiff City,5,2018,24,32,18,6,4,5,0,0,1,1,2,8,4,20,True,Chelsea
Chelsea,6,2018,4,32,5,5,24,18,1,0,0,2,1,19,6,7,False,Cardiff City
Crystal Palace,7,2018,5,32,13,10,22,20,1,0,0,2,0,10,6,16,True,Huddersfield
Huddersfield,10,2018,22,32,20,7,5,13,0,0,1,0,2,3,5,24,False,Crystal Palace
Fulham,9,2018,25,32,19,13,10,1,0,0,1,0,2,4,5,24,True,Man City
Man City,13,2018,10,32,1,9,25,19,1,0,0,2,0,26,2,4,False,Fulham
Leicester,11,2018,8,32,9,2,2,12,1,0,0,2,0,13,5,14,True,Bournemouth
Bournemouth,2,2018,2,32,12,11,8,9,0,0,1,0,2,11,5,16,False,Leicester
Liverpool,12,2018,9,32,2,17,17,3,1,0,0,2,1,24,7,1,True,Spurs
Spurs,17,2018,17,32,3,12,9,2,0,0,1,1,2,21,1,10,False,Liverpool
Man Utd,14,2018,11,32,6,18,18,8,1,0,0,2,1,18,7,7,True,Watford
Watford,18,2018,18,32,8,14,11,6,0,0,1,1,2,13,7,12,False,Man Utd
West Ham,19,2018,20,32,11,8,6,10,0,0,1,0,2,12,6,14,True,Everton
Everton,8,2018,6,32,10,19,20,11,1,0,0,2,0,12,7,13,False,West Ham
Man City,13,2018,10,32,1,5,24,18,1,0,0,2,0,26,2,4,True,Cardiff City
Cardiff City,5,2018,24,32,18,13,10,1,0,0,1,0,2,8,4,20,False,Man City
Watford,18,2018,18,32,8,9,25,19,1,0,0,4,1,13,7,12,True,Fulham
Fulham,9,2018,25,32,19,18,18,8,0,0,1,1,4,4,5,24,False,Watford
Wolves,20,2018,26,32,7,14,11,6,1,0,0,2,1,13,8,11,True,Man Utd
Man Utd,14,2018,11,32,6,20,26,7,0,0,1,1,2,18,7,7,False,Wolves
