team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2018,1,9,4,11,8,11,1,0,0,3,1,7,0,2,True,Leicester
Leicester,11,2018,8,9,11,1,1,4,0,0,1,1,3,4,0,5,False,Arsenal
Bournemouth,2,2018,2,9,6,16,13,16,0,1,0,0,0,5,2,2,True,Southampton
Southampton,16,2018,13,9,16,2,2,6,0,1,0,0,0,1,3,5,False,Bournemouth
Cardiff City,5,2018,24,9,17,9,25,18,1,0,0,4,2,1,2,6,True,Fulham
Fulham,9,2018,25,9,18,5,24,17,0,0,1,2,4,1,2,6,False,Cardiff City
Chelsea,6,2018,4,9,3,14,11,10,0,1,0,2,2,6,3,0,True,Man Utd
Man Utd,14,2018,11,9,10,6,4,3,0,1,0,2,2,4,2,3,False,Chelsea
Everton,8,2018,6,9,8,7,5,15,1,0,0,2,0,4,3,2,True,Crystal Palace
Crystal Palace,7,2018,5,9,15,8,6,8,0,0,1,0,2,2,1,6,False,Everton
Huddersfield,10,2018,22,9,19,12,9,2,0,0,1,0,1,0,3,6,True,Liverpool
Liverpool,12,2018,9,9,2,10,22,19,1,0,0,1,0,7,2,0,False,Huddersfield
Man City,13,2018,10,9,1,4,3,13,1,0,0,5,0,7,2,0,True,Burnley
Burnley,4,2018,3,9,13,13,10,1,0,0,1,0,5,2,2,5,False,Man City
Newcastle,15,2018,23,9,20,3,21,12,0,0,1,0,1,0,2,7,True,Brighton
Brighton,3,2018,21,9,12,15,23,20,1,0,0,1,0,3,2,4,False,Newcastle
West Ham,19,2018,20,9,14,17,17,5,0,0,1,0,1,2,1,6,True,Spurs
Spurs,17,2018,17,9,5,19,20,14,1,0,0,1,0,7,0,2,False,West Ham
Wolves,20,2018,26,9,9,18,18,7,0,0,1,0,2,4,3,2,True,Watford
Watford,18,2018,18,9,7,20,26,9,1,0,0,2,0,5,1,3,False,Wolves
