team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Bournemouth,2,2018,2,13,8,1,1,5,0,0,1,1,2,6,2,5,True,Arsenal
Arsenal,1,2018,1,13,5,2,2,8,1,0,0,2,1,8,3,2,False,Bournemouth
Brighton,3,2018,21,13,12,11,8,10,0,1,0,1,1,4,3,6,True,Leicester
Leicester,11,2018,8,13,10,3,21,12,0,1,0,1,1,5,3,5,False,Brighton
Burnley,4,2018,3,13,17,15,23,13,0,0,1,1,2,2,3,8,True,Newcastle
Newcastle,15,2018,23,13,13,4,3,17,1,0,0,2,1,3,3,7,False,Burnley
Everton,8,2018,6,13,6,5,24,19,1,0,0,1,0,6,4,3,True,Cardiff City
Cardiff City,5,2018,24,13,19,8,6,6,0,0,1,0,1,2,2,9,False,Everton
Fulham,9,2018,25,13,20,16,13,18,1,0,0,3,2,2,2,9,True,Southampton
Southampton,16,2018,13,13,18,9,25,20,0,0,1,2,3,1,5,7,False,Fulham
Man Utd,14,2018,11,13,7,7,5,16,0,1,0,0,0,6,3,4,True,Crystal Palace
Crystal Palace,7,2018,5,13,16,14,11,7,0,1,0,0,0,2,3,8,False,Man Utd
Spurs,17,2018,17,13,3,6,4,4,1,0,0,3,1,10,0,3,True,Chelsea
Chelsea,6,2018,4,13,4,17,17,3,0,0,1,1,3,8,4,1,False,Spurs
Watford,18,2018,18,13,9,12,9,2,0,0,1,0,3,6,2,5,True,Liverpool
Liverpool,12,2018,9,13,2,18,18,9,1,0,0,3,0,10,3,0,False,Watford
West Ham,19,2018,20,13,14,13,10,1,0,0,1,0,4,3,3,7,True,Man City
Man City,13,2018,10,13,1,19,20,14,1,0,0,4,0,11,2,0,False,West Ham
Wolves,20,2018,26,13,11,10,22,15,0,0,1,0,2,4,4,5,True,Huddersfield
Huddersfield,10,2018,22,13,15,20,26,11,1,0,0,2,0,2,4,7,False,Wolves
