team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2018,21,34,17,5,24,18,0,0,1,0,2,9,6,18,True,Cardiff City
Cardiff City,5,2018,24,34,18,3,21,17,1,0,0,2,0,9,4,21,False,Brighton
Brighton,3,2018,21,34,17,2,2,12,0,0,1,0,5,9,6,18,True,Bournemouth
Bournemouth,2,2018,2,34,12,3,21,17,1,0,0,5,0,12,5,17,False,Brighton
Burnley,4,2018,3,34,14,5,24,18,1,0,0,2,0,11,6,17,True,Cardiff City
Cardiff City,5,2018,24,34,18,4,3,14,0,0,1,0,2,9,4,21,False,Burnley
Crystal Palace,7,2018,5,34,13,13,10,2,0,0,1,1,3,11,6,17,True,Man City
Man City,13,2018,10,34,2,7,5,13,1,0,0,3,1,27,2,4,False,Crystal Palace
Fulham,9,2018,25,34,19,8,6,9,1,0,0,2,0,5,5,24,True,Everton
Everton,8,2018,6,34,9,9,25,19,0,0,1,0,2,13,7,14,False,Fulham
Leicester,11,2018,8,34,7,15,23,15,0,0,1,0,1,14,5,15,True,Newcastle
Newcastle,15,2018,23,34,15,11,8,7,1,0,0,1,0,10,8,16,False,Leicester
Liverpool,12,2018,9,34,1,6,4,5,1,0,0,2,0,26,7,1,True,Chelsea
Chelsea,6,2018,4,34,5,12,9,1,0,0,1,0,2,20,6,8,False,Liverpool
Man Utd,14,2018,11,34,6,19,20,11,1,0,0,2,1,19,7,7,True,West Ham
West Ham,19,2018,20,34,11,14,11,6,0,0,1,1,2,12,6,16,False,Man Utd
Southampton,16,2018,13,34,16,20,26,8,1,0,0,3,1,9,9,15,True,Wolves
Wolves,20,2018,26,34,8,16,13,16,0,0,1,1,3,13,8,12,False,Southampton
Spurs,17,2018,17,34,3,10,22,20,1,0,0,4,0,22,1,10,True,Huddersfield
Huddersfield,10,2018,22,34,20,17,17,3,0,0,1,0,4,3,5,26,False,Spurs
Watford,18,2018,18,34,10,1,1,4,0,0,1,0,1,13,7,13,True,Arsenal
Arsenal,1,2018,1,34,4,18,18,10,1,0,0,1,0,20,6,7,False,Watford
