team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2018,1,24,4,5,24,18,1,0,0,2,1,14,5,5,True,Cardiff City
Cardiff City,5,2018,24,24,18,1,1,4,0,0,1,1,2,5,4,15,False,Arsenal
Bournemouth,2,2018,2,24,10,6,4,5,1,0,0,4,0,10,3,11,True,Chelsea
Chelsea,6,2018,4,24,5,2,2,10,0,0,1,0,4,14,5,5,False,Bournemouth
Fulham,9,2018,25,24,19,3,21,13,1,0,0,4,2,4,5,15,True,Brighton
Brighton,3,2018,21,24,13,9,25,19,0,0,1,2,4,7,5,12,False,Fulham
Huddersfield,10,2018,22,24,20,8,6,8,0,0,1,0,1,2,5,17,True,Everton
Everton,8,2018,6,24,8,10,22,20,1,0,0,1,0,9,6,9,False,Huddersfield
Man Utd,14,2018,11,24,6,4,3,17,0,1,0,2,2,13,6,5,True,Burnley
Burnley,4,2018,3,24,17,14,11,6,0,1,0,2,2,6,5,13,False,Man Utd
Wolves,20,2018,26,24,7,19,20,12,1,0,0,3,0,10,5,9,True,West Ham
West Ham,19,2018,20,24,12,20,26,7,0,0,1,0,3,9,4,11,False,Wolves
Liverpool,12,2018,9,24,1,11,8,11,0,1,0,1,1,19,4,1,True,Leicester
Leicester,11,2018,8,24,11,12,9,1,0,1,0,1,1,9,5,10,False,Liverpool
Newcastle,15,2018,23,24,14,13,10,2,1,0,0,2,1,6,6,12,True,Man City
Man City,13,2018,10,24,2,15,23,14,0,0,1,1,2,18,2,4,False,Newcastle
Southampton,16,2018,13,24,16,7,5,15,0,1,0,1,1,5,8,11,True,Crystal Palace
Crystal Palace,7,2018,5,24,15,16,13,16,0,1,0,1,1,6,5,13,False,Southampton
Spurs,17,2018,17,24,3,18,18,9,1,0,0,2,1,18,0,6,True,Watford
Watford,18,2018,18,24,9,17,17,3,0,0,1,1,2,9,6,9,False,Spurs
