name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell_402,0,0,0,0,0,0,0,0,0,0.0,0,0,402,0,0,160,0,0,0,0.0,8541,0.0,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,0,0,0,7,0,0,0,0,0,0,16,0,35162,0,0,0,2,3,0.0,0,-1385,29,1414,51,True,0,0,19.0,21,6,3,7,23,25,-2,16,33,1,11,2018,9,20,9,2,3,12,16,42,-26,17,27,2,Aaron,Cresswell,2
Aaron_Lennon_83,0,4,0,0,0,2,0,0,3,0.3,0,0,83,0,0,153,1,0,0,0.0,8222,0.0,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,18,0,0,3,0,0,0,0,1,0,16,0,48485,0,0,0,0,1,0.0,1,-3125,585,3710,50,True,0,0,4.0,12,3,3,10,15,32,-17,16,30,0,17,2018,17,3,39,13,0,4,31,16,15,17,21,1,Aaron,Lennon,3
Aaron_Mooy_199,0,31,0,0,0,6,0,4,21,16.6,0,0,199,0,0,151,2,1,0,3.2,8338,15.0,1,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,90,0,0,1,0,0,0,0,7,0,16,0,121106,3,0,0,0,1,0.0,2,-3703,5421,9124,51,False,0,0,10.0,10,2,4,10,10,27,-17,16,25,2,18,2018,15,14,16,4,4,9,14,22,-8,17,26,2,Aaron,Mooy,3
Aaron_Ramsey_14,0,0,0,0,0,0,0,0,0,0.0,0,0,14,0,0,151,0,0,0,0.0,8153,0.0,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,69020,0,0,0,0,1,0.0,0,-4331,3883,8214,73,True,0,0,1.0,34,10,4,2,35,20,15,16,32,0,5,2018,16,17,12,2,6,9,16,32,-16,17,36,1,Aaron,Ramsey,3
Aaron_Wan-Bissaka_145,0,43,0,0,0,24,0,6,36,7.0,3,0,145,0,0,160,0,3,0,5.7,8284,29.8,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,90,0,1,19,0,0,0,0,6,0,16,0,1717750,3,4,0,2,3,20.0,1,38588,56809,18221,43,False,0,0,7.0,12,3,3,10,13,23,-10,16,28,1,16,2018,11,12,22,6,4,7,21,21,0,17,27,4,Aaron,Wan-Bissaka,2
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,151,0,0,0,0.0,8344,0.0,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,0,0,0,1,0,0,0,0,0,0,16,0,3841,0,0,0,0,1,0.0,0,-218,35,253,43,False,0,0,10.0,10,2,4,10,10,27,-17,16,25,2,18,2018,15,14,16,4,4,9,14,22,-8,17,26,2,Abdelhamid,Sabiri,3
Abdoulaye_Doucouré_390,0,47,0,0,1,28,0,3,38,3.0,0,0,390,0,0,156,0,2,1,11.3,8529,51.2,0,2018-12-10T20:00:00Z,10 Dec 20:00,0,0,90,0,0,8,0,0,0,0,10,0,16,0,90295,4,0,0,2,2,59.0,8,6448,8995,2547,59,False,0,0,18.0,21,6,3,7,20,23,-3,16,29,2,12,2018,5,16,14,4,2,11,17,33,-16,17,25,1,Abdoulaye,Doucouré,3
Aboubakar_Kamara_189,0,17,0,0,0,24,0,0,13,3.3,1,0,189,0,0,158,0,1,1,6.0,8328,32.6,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,45,0,0,14,0,0,0,0,1,0,16,0,484582,3,0,1,1,4,24.0,5,13018,29874,16856,43,False,0,0,9.0,9,2,3,11,16,40,-24,16,25,2,20,2018,19,9,24,7,3,7,25,25,0,17,34,1,Aboubakar,Kamara,4
Adalberto_Peñaranda_554,0,0,0,0,0,0,0,0,0,0.0,0,0,554,0,0,156,0,0,0,0.0,8693,0.0,0,2018-12-10T20:00:00Z,10 Dec 20:00,0,0,0,0,0,8,0,0,0,0,0,0,16,0,69,0,0,0,2,2,0.0,0,15,31,16,50,False,0,0,18.0,21,6,3,7,20,23,-3,16,29,2,12,2018,5,16,14,4,2,11,17,33,-16,17,25,1,Adalberto,Peñaranda,4
Adama_Diakhaby_471,0,0,0,0,0,0,0,0,0,0.0,0,0,471,0,0,151,0,0,0,0.0,8610,0.0,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,0,0,0,1,0,0,0,0,0,0,16,0,1100,0,0,0,0,1,0.0,0,-38,10,48,46,False,0,0,10.0,10,2,4,10,10,27,-17,16,25,2,18,2018,15,14,16,4,4,9,14,22,-8,17,26,2,Adama,Diakhaby,3
Adama_Traoré_500,0,11,0,0,0,3,0,0,8,1.6,2,0,500,0,0,159,1,1,0,0.6,8639,0.2,0,2018-12-09T16:00:00Z,09 Dec 16:00,0,0,59,0,0,15,0,0,0,0,4,0,16,0,19327,2,0,0,2,1,4.0,1,-691,152,843,53,False,0,0,20.0,22,6,4,6,17,19,-2,16,31,0,10,2018,2,11,23,7,2,8,25,28,-3,17,29,1,Adama,Traoré,3
Adam_Lallana_250,1,18,0,0,0,12,0,0,13,6.8,0,0,250,0,0,152,0,0,0,1.3,8389,4.0,0,2018-12-08T12:30:00Z,08 Dec 12:30,0,0,25,0,0,2,0,0,0,0,1,0,16,0,41299,0,0,0,4,0,2.0,4,-202,36,238,69,False,0,0,12.0,42,13,3,0,34,6,28,16,16,1,1,2018,14,6,26,7,5,5,29,29,0,17,35,2,Adam,Lallana,3
Adam_Masina_386,0,0,0,0,0,0,0,0,0,0.0,0,0,386,0,0,156,0,0,0,0.0,8525,0.0,0,2018-12-10T20:00:00Z,10 Dec 20:00,0,0,0,0,0,8,0,0,0,0,0,0,16,0,5298,0,0,0,2,2,0.0,0,-220,33,253,43,False,0,0,18.0,21,6,3,7,20,23,-3,16,29,2,12,2018,5,16,14,4,2,11,17,33,-16,17,25,1,Adam,Masina,2
Adam_Smith_29,0,0,0,0,0,0,0,0,0,0.0,0,0,29,0,0,152,0,0,0,0.0,8168,0.0,0,2018-12-08T12:30:00Z,08 Dec 12:30,0,0,0,0,0,12,0,0,0,0,0,0,16,0,30683,0,0,0,4,0,0.0,0,-3198,23,3221,44,True,0,0,2.0,23,7,2,7,25,26,-1,16,27,1,8,2018,20,7,25,7,4,6,19,19,0,17,32,0,Adam,Smith,2
Ademola_Lookman_170,0,11,0,0,0,5,0,0,8,5.7,1,0,170,0,0,156,0,0,0,0.9,8309,3.6,0,2018-12-10T20:00:00Z,10 Dec 20:00,0,0,24,0,1,18,0,0,0,0,1,0,16,0,5949,0,0,0,2,2,0.0,1,46,222,176,51,True,0,0,8.0,24,6,6,4,23,19,4,16,20,2,7,2018,13,2,44,14,2,1,48,10,38,17,16,0,Ademola,Lookman,3
Adrian_Mariappa_382,0,2,0,0,0,3,0,0,1,0.0,0,0,382,0,0,156,0,1,0,0.0,8521,0.2,0,2018-12-10T20:00:00Z,10 Dec 20:00,0,0,1,0,0,8,0,0,0,0,1,0,16,0,15156,0,0,0,2,2,0.0,1,-615,201,816,42,False,0,0,18.0,21,6,3,7,20,23,-3,16,29,2,12,2018,5,16,14,4,2,11,17,33,-16,17,25,1,Adrian,Mariappa,2
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,0,0,0,0.0,0,0,231,0,0,157,0,0,0,0.0,8370,0.0,0,2018-12-08T19:45:00Z,08 Dec 19:45,0,0,0,0,0,17,0,0,0,0,0,0,16,0,10692,0,0,0,2,0,0.0,0,-104,39,143,48,True,0,0,11.0,22,6,4,6,21,20,1,16,26,4,9,2018,7,15,15,4,3,10,14,23,-9,17,30,1,Adrien Sebastian,Perruchet Silva,3
Adrián_San Miguel del Castillo_399,0,0,0,0,0,0,0,0,0,0.0,0,0,399,0,0,160,0,0,0,0.0,8538,0.0,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,0,0,0,7,0,0,0,0,0,0,16,0,20289,0,0,0,2,3,0.0,0,-114,157,271,43,True,0,0,19.0,21,6,3,7,23,25,-2,16,33,1,11,2018,9,20,9,2,3,12,16,42,-26,17,27,2,Adrián,San Miguel del Castillo,1
Ainsley_Maitland-Niles_20,0,0,0,0,0,0,0,0,0,0.0,0,0,20,0,0,151,0,0,0,0.0,8159,0.0,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,14280,0,0,0,0,1,0.0,0,-223,124,347,44,True,0,0,1.0,34,10,4,2,35,20,15,16,32,0,5,2018,16,17,12,2,6,9,16,32,-16,17,36,1,Ainsley,Maitland-Niles,3
Alberto_Moreno_240,0,0,0,0,0,0,0,0,0,0.0,0,0,240,0,0,152,0,0,0,0.0,8379,0.0,0,2018-12-08T12:30:00Z,08 Dec 12:30,0,0,0,0,0,2,0,0,0,0,0,0,16,0,16228,0,0,0,4,0,0.0,0,-197,263,460,42,False,0,0,12.0,42,13,3,0,34,6,28,16,16,1,1,2018,14,6,26,7,5,5,29,29,0,17,35,2,Alberto,Moreno,2
