team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2018,1,12,5,20,26,11,0,1,0,1,1,7,3,2,True,Wolves
Wolves,20,2018,26,12,11,1,1,5,0,1,0,1,1,4,4,4,False,Arsenal
Cardiff City,5,2018,24,12,18,3,21,12,1,0,0,2,1,2,2,8,True,Brighton
Brighton,3,2018,21,12,12,5,24,18,0,0,1,1,2,4,2,6,False,Cardiff City
Chelsea,6,2018,4,12,3,8,6,9,0,1,0,0,0,8,4,0,True,Everton
Everton,8,2018,6,12,9,6,4,3,0,1,0,0,0,5,4,3,False,Chelsea
Crystal Palace,7,2018,5,12,16,17,17,4,0,0,1,0,1,2,2,8,True,Spurs
Spurs,17,2018,17,12,4,7,5,16,1,0,0,1,0,9,0,3,False,Crystal Palace
Huddersfield,10,2018,22,12,19,19,20,13,0,1,0,1,1,1,4,7,True,West Ham
West Ham,19,2018,20,12,13,10,22,19,0,1,0,1,1,3,3,6,False,Huddersfield
Leicester,11,2018,8,12,10,4,3,15,0,1,0,0,0,5,2,5,True,Burnley
Burnley,4,2018,3,12,15,11,8,10,0,1,0,0,0,2,3,7,False,Leicester
Liverpool,12,2018,9,12,2,9,25,20,1,0,0,2,0,9,3,0,True,Fulham
Fulham,9,2018,25,12,20,12,9,2,0,0,1,0,2,1,2,9,False,Liverpool
Man City,13,2018,10,12,1,14,11,8,1,0,0,3,1,10,2,0,True,Man Utd
Man Utd,14,2018,11,12,8,13,10,1,0,0,1,1,3,6,2,4,False,Man City
Newcastle,15,2018,23,12,14,2,2,6,1,0,0,2,1,2,3,7,True,Bournemouth
Bournemouth,2,2018,2,12,6,15,23,14,0,0,1,1,2,6,2,4,False,Newcastle
Southampton,16,2018,13,12,17,18,18,7,0,1,0,1,1,1,5,6,True,Watford
Watford,18,2018,18,12,7,16,13,17,0,1,0,1,1,6,2,4,False,Southampton
