team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2018,1,1,15,13,10,5,0,0,1,0,2,0,0,1,True,Man City
Man City,13,2018,10,1,5,1,1,15,1,0,0,2,0,1,0,0,False,Arsenal
Bournemouth,2,2018,2,1,3,5,24,17,1,0,0,2,0,1,0,0,True,Cardiff City
Cardiff City,5,2018,24,1,17,2,2,3,0,0,1,0,2,0,0,1,False,Bournemouth
Fulham,9,2018,25,1,18,7,5,4,0,0,1,0,2,0,0,1,True,Crystal Palace
Crystal Palace,7,2018,5,1,4,9,25,18,1,0,0,2,0,1,0,0,False,Fulham
Huddersfield,10,2018,22,1,19,6,4,2,0,0,1,0,3,0,0,1,True,Chelsea
Chelsea,6,2018,4,1,2,10,22,19,1,0,0,3,0,1,0,0,False,Huddersfield
Liverpool,12,2018,9,1,1,19,20,20,1,0,0,4,0,1,0,0,True,West Ham
West Ham,19,2018,20,1,20,12,9,1,0,0,1,0,4,0,0,1,False,Liverpool
Man Utd,14,2018,11,1,7,11,8,13,1,0,0,2,1,1,0,0,True,Leicester
Leicester,11,2018,8,1,13,14,11,7,0,0,1,1,2,0,0,1,False,Man Utd
Newcastle,15,2018,23,1,14,17,17,8,0,0,1,1,2,0,0,1,True,Spurs
Spurs,17,2018,17,1,8,15,23,14,1,0,0,2,1,1,0,0,False,Newcastle
Southampton,16,2018,13,1,12,4,3,11,0,1,0,0,0,0,1,0,True,Burnley
Burnley,4,2018,3,1,11,16,13,12,0,1,0,0,0,0,1,0,False,Southampton
Watford,18,2018,18,1,6,3,21,16,1,0,0,2,0,1,0,0,True,Brighton
Brighton,3,2018,21,1,16,18,18,6,0,0,1,0,2,0,0,1,False,Watford
Wolves,20,2018,26,1,10,8,6,9,0,1,0,2,2,0,1,0,True,Everton
Everton,8,2018,6,1,9,20,26,10,0,1,0,2,2,0,1,0,False,Wolves
