team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2018,1,23,5,6,4,4,1,0,0,2,0,13,5,5,True,Chelsea
Chelsea,6,2018,4,23,4,1,1,5,0,0,1,0,2,14,5,4,False,Arsenal
Bournemouth,2,2018,2,23,12,19,20,10,1,0,0,2,0,9,3,11,True,West Ham
West Ham,19,2018,20,23,10,2,2,12,0,0,1,0,2,9,4,10,False,Bournemouth
Fulham,9,2018,25,23,19,17,17,3,0,0,1,1,2,3,5,15,True,Spurs
Spurs,17,2018,17,23,3,9,25,19,1,0,0,2,1,17,0,6,False,Fulham
Huddersfield,10,2018,22,23,20,13,10,2,0,0,1,0,3,2,5,16,True,Man City
Man City,13,2018,10,23,2,10,22,20,1,0,0,3,0,18,2,3,False,Huddersfield
Liverpool,12,2018,9,23,1,7,5,14,1,0,0,4,3,19,3,1,True,Crystal Palace
Crystal Palace,7,2018,5,23,14,12,9,1,0,0,1,3,4,6,4,13,False,Liverpool
Man Utd,14,2018,11,23,6,3,21,13,1,0,0,2,1,13,5,5,True,Brighton
Brighton,3,2018,21,23,13,14,11,6,0,0,1,1,2,7,5,11,False,Man Utd
Newcastle,15,2018,23,23,17,5,24,18,1,0,0,3,0,5,6,12,True,Cardiff City
Cardiff City,5,2018,24,23,18,15,23,17,0,0,1,0,3,5,4,14,False,Newcastle
Southampton,16,2018,13,23,15,8,6,11,1,0,0,2,1,5,7,11,True,Everton
Everton,8,2018,6,23,11,16,13,15,0,0,1,1,2,8,6,9,False,Southampton
Watford,18,2018,18,23,7,4,3,16,0,1,0,0,0,9,6,8,True,Burnley
Burnley,4,2018,3,23,16,18,18,7,0,1,0,0,0,6,4,13,False,Watford
Wolves,20,2018,26,23,8,11,8,9,1,0,0,4,3,9,5,9,True,Leicester
Leicester,11,2018,8,23,9,20,26,8,0,0,1,3,4,9,4,10,False,Wolves
