team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Bournemouth,2,2018,2,31,12,15,23,13,0,1,0,2,2,11,5,15,True,Newcastle
Newcastle,15,2018,23,31,13,2,2,12,0,1,0,2,2,9,8,14,False,Bournemouth
Burnley,4,2018,3,31,17,11,8,10,0,0,1,1,2,8,6,17,True,Leicester
Leicester,11,2018,8,31,10,4,3,17,1,0,0,2,1,12,5,14,False,Burnley
Everton,8,2018,6,31,11,6,4,6,1,0,0,2,0,11,7,13,True,Chelsea
Chelsea,6,2018,4,31,6,8,6,11,0,0,1,0,2,17,6,7,False,Everton
Fulham,9,2018,25,31,19,12,9,1,0,0,1,1,2,4,5,22,True,Liverpool
Liverpool,12,2018,9,31,1,9,25,19,1,0,0,2,1,23,7,1,False,Fulham
West Ham,19,2018,20,31,9,10,22,20,1,0,0,4,3,12,6,13,True,Huddersfield
Huddersfield,10,2018,22,31,20,19,20,9,0,0,1,3,4,3,5,23,False,West Ham
