name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell_402,0,0,0,0,0,0,0,0,0,0.0,0,0,402,0,0,278,0,0,0,0.0,15407,0.0,0,2019-02-27T20:00:00Z,27 Feb 20:00,0,0,0,0,0,13,0,0,0,0,0,0,28,0,34906,0,0,0,0,1,0.0,0,-669,228,897,50,False,0,0,19.0,36,10,6,12,35,41,-6,28,47,1,10,2018,15,14,31,8,7,14,26,36,-10,29,44,2,Aaron,Cresswell,2
Aaron_Lennon_83,0,0,0,0,0,0,0,0,0,0.0,0,0,83,0,0,279,0,0,0,0.0,15088,0.0,0,2019-02-26T20:00:00Z,26 Feb 20:00,0,0,0,0,0,15,0,0,0,0,0,0,28,0,20001,0,0,0,0,2,0.0,0,-179,6,185,49,False,0,0,4.0,30,8,6,14,31,50,-19,28,58,1,15,2018,7,13,33,9,6,14,35,39,-4,29,49,2,Aaron,Lennon,3
Aaron_Mooy_199,0,8,0,0,0,4,0,0,7,14.9,0,0,199,0,0,274,0,0,0,1.7,15204,1.2,1,2019-02-26T19:45:00Z,26 Feb 19:45,0,0,12,0,1,20,0,0,0,0,2,0,28,0,62328,0,0,1,0,1,1.0,1,200,502,302,50,True,0,0,10.0,14,3,5,20,15,50,-35,28,39,4,20,2018,3,15,30,8,6,14,30,41,-11,28,45,3,Aaron,Mooy,3
Aaron_Ramsey_14,0,0,0,0,0,0,0,0,0,0.0,0,0,14,0,0,271,0,0,0,0.0,15019,0.0,0,2019-02-27T19:45:00Z,27 Feb 19:45,0,0,0,0,0,2,0,0,0,0,0,0,28,0,57451,0,0,0,1,5,0.0,0,-412,665,1077,71,True,0,0,1.0,56,17,5,6,60,38,22,28,48,0,4,2018,17,3,61,20,1,8,56,30,26,29,42,1,Aaron,Ramsey,3
Aaron_Wan-Bissaka_145,0,0,0,0,0,0,0,0,0,0.0,0,0,145,0,0,273,0,0,0,0.0,15150,0.0,0,2019-02-27T20:00:00Z,27 Feb 20:00,0,0,0,0,0,14,0,0,0,0,0,0,28,0,1718864,0,0,0,3,1,0.0,0,-276142,695,276837,45,True,0,0,7.0,30,8,6,14,32,38,-6,28,47,2,14,2018,4,16,30,8,6,15,32,53,-21,29,59,1,Aaron,Wan-Bissaka,2
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,0,0,0.0,0,0,564,0,0,279,0,0,0,0.0,15569,0.0,0,2019-02-26T20:00:00Z,26 Feb 20:00,0,0,0,0,0,15,0,0,0,0,0,0,28,0,191,0,0,0,0,2,0.0,0,1,5,4,40,False,0,0,4.0,30,8,6,14,31,50,-19,28,58,1,15,2018,7,13,33,9,6,14,35,39,-4,29,49,2,Abd-Al-Ali Morakinyo Olaposi,Koiki,2
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,274,0,0,0,0.0,15210,0.0,0,2019-02-26T19:45:00Z,26 Feb 19:45,0,0,0,0,0,20,0,0,0,0,0,0,28,0,2942,0,0,0,0,1,0.0,0,-11,19,30,43,True,0,0,10.0,14,3,5,20,15,50,-35,28,39,4,20,2018,3,15,30,8,6,14,30,41,-11,28,45,3,Abdelhamid,Sabiri,3
Abdoulaye_Doucouré_390,0,61,0,0,0,13,0,7,51,2.7,1,0,390,0,0,277,1,5,0,2.3,15395,19.8,0,2019-02-27T20:00:00Z,27 Feb 20:00,0,0,90,0,0,12,0,0,0,0,10,0,28,0,81703,3,0,0,0,5,0.0,2,-82,1996,2078,59,False,0,0,18.0,40,11,7,10,39,40,-1,28,52,2,8,2018,11,11,35,10,5,14,35,41,-6,29,49,4,Abdoulaye,Doucouré,3
Aboubakar_Kamara_189,0,0,0,0,0,0,0,0,0,0.0,0,0,189,0,0,280,0,0,0,0.0,15194,0.0,0,2019-02-27T19:45:00Z,27 Feb 19:45,0,0,0,0,0,16,0,0,0,0,0,0,28,0,421503,0,0,0,0,2,0.0,0,-20221,98,20319,45,False,0,0,9.0,17,4,5,19,26,63,-37,28,49,2,19,2018,6,6,56,17,5,6,49,30,19,28,35,0,Aboubakar,Kamara,4
Adalberto_Peñaranda_554,0,0,0,0,0,0,0,0,0,0.0,0,0,554,0,0,277,0,0,0,0.0,15559,0.0,0,2019-02-27T20:00:00Z,27 Feb 20:00,0,0,0,0,0,12,0,0,0,0,0,0,28,0,1015,0,0,0,0,5,0.0,0,-7,74,81,50,False,0,0,18.0,40,11,7,10,39,40,-1,28,52,2,8,2018,11,11,35,10,5,14,35,41,-6,29,49,4,Adalberto,Peñaranda,4
