name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell_402,0,21,0,0,0,4,0,3,16,14.8,0,0,402,0,0,129,0,1,0,2.4,6874,7.8,1,2018-11-24T15:00:00Z,24 Nov 15:00,0,0,45,0,0,13,0,0,0,0,2,0,13,0,37420,0,0,1,4,0,1.0,1,-733,293,1026,51,True,0,0,19.0,12,3,3,7,14,22,-8,13,28,1,14,2018,15,15,12,3,3,8,11,19,-8,14,18,1,Aaron,Cresswell,2
Aaron_Lennon_83,0,30,0,0,0,17,0,0,25,18.1,0,0,83,0,0,123,0,2,0,3.3,6555,12.4,1,2018-11-26T20:30:00Z,26 Nov 20:30,0,0,90,0,1,15,0,0,0,0,3,0,13,0,58563,2,3,0,2,1,2.0,2,-2120,2575,4695,50,True,0,0,4.0,9,2,3,8,13,27,-14,13,26,0,17,2018,7,14,12,3,3,8,10,17,-7,14,23,1,Aaron,Lennon,3
Aaron_Mooy_199,0,63,0,0,3,51,1,0,54,36.8,0,0,199,0,0,130,0,0,2,15.2,6671,84.8,2,2018-11-25T16:00:00Z,25 Nov 16:00,0,0,90,0,0,20,0,0,0,0,7,0,13,0,81656,4,1,0,2,0,30.0,16,-2108,370,2478,51,False,1,0,10.0,10,2,4,7,8,22,-14,13,19,1,15,2018,3,11,18,5,3,6,16,20,-4,14,30,1,Aaron,Mooy,3
Aaron_Ramsey_14,0,8,0,0,0,5,0,0,8,11.3,0,0,14,0,0,121,0,0,0,1.8,6486,4.6,1,2018-11-25T13:30:00Z,25 Nov 13:30,0,0,8,0,0,2,0,0,0,0,2,0,13,0,72169,1,1,0,2,1,2.0,1,-4620,1979,6599,74,False,0,0,1.0,27,8,3,2,28,16,12,13,21,0,5,2018,17,5,30,10,0,4,25,15,10,14,20,1,Aaron,Ramsey,3
Aaron_Wan-Bissaka_145,0,27,0,0,0,29,1,7,18,2.1,1,0,145,0,0,126,1,0,0,2.7,6617,24.8,0,2018-11-24T15:00:00Z,24 Nov 15:00,0,0,90,0,0,14,0,0,0,0,6,0,13,0,1546146,2,4,0,0,0,0.0,6,-62293,13863,76156,42,False,0,0,7.0,9,2,3,8,8,17,-9,13,22,1,16,2018,4,19,9,2,3,9,13,29,-16,14,27,0,Aaron,Wan-Bissaka,2
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,130,0,0,0,0.0,6677,0.0,0,2018-11-25T16:00:00Z,25 Nov 16:00,0,0,0,0,0,20,0,0,0,0,0,0,13,0,4109,0,0,0,2,0,0.0,0,-47,211,258,43,False,0,0,10.0,10,2,4,7,8,22,-14,13,19,1,15,2018,3,11,18,5,3,6,16,20,-4,14,30,1,Abdelhamid,Sabiri,3
Abdoulaye_Doucouré_390,0,47,0,0,0,10,0,3,38,2.4,3,0,390,0,0,128,4,3,0,1.2,6862,9.8,0,2018-11-24T15:00:00Z,24 Nov 15:00,0,0,90,0,0,12,0,0,0,0,11,0,13,0,90965,3,0,0,3,0,0.0,2,-7412,2725,10137,59,True,0,0,18.0,20,6,2,5,17,17,0,13,27,1,9,2018,11,8,21,6,3,5,20,17,3,14,23,4,Abdoulaye,Doucouré,3
Aboubakar_Kamara_189,0,8,0,0,0,2,0,0,4,0.8,0,0,189,0,0,125,1,0,0,0.2,6661,0.0,0,2018-11-24T15:00:00Z,24 Nov 15:00,0,0,16,0,0,16,0,0,0,0,1,0,13,0,454827,0,0,0,2,3,2.0,1,807,21896,21089,43,True,0,0,9.0,8,2,2,9,14,33,-19,13,23,1,20,2018,6,3,31,9,4,1,30,11,19,14,18,0,Aboubakar,Kamara,4
Adama_Diakhaby_471,0,0,0,0,0,0,0,0,0,0.0,0,0,471,0,0,130,0,0,0,0.0,6943,0.0,0,2018-11-25T16:00:00Z,25 Nov 16:00,0,0,0,0,0,20,0,0,0,0,0,0,13,0,1175,0,0,0,2,0,0.0,0,-34,30,64,46,False,0,0,10.0,10,2,4,7,8,22,-14,13,19,1,15,2018,3,11,18,5,3,6,16,20,-4,14,30,1,Adama,Diakhaby,3
Adama_Traoré_500,0,11,0,0,0,4,0,0,9,17.7,2,0,500,0,0,130,1,1,0,2.8,6972,8.0,1,2018-11-25T16:00:00Z,25 Nov 16:00,0,0,45,0,1,10,0,0,0,0,2,0,13,0,20929,4,1,0,2,0,2.0,1,-697,517,1214,53,True,0,0,20.0,16,4,4,5,12,15,-3,13,20,0,11,2018,5,16,11,3,2,9,13,27,-14,14,21,1,Adama,Traoré,3
