team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2018,21,2,11,14,11,9,1,0,0,3,2,1,0,1,True,Man Utd
Man Utd,14,2018,11,2,9,3,21,11,0,0,1,2,3,1,0,1,False,Brighton
Burnley,4,2018,3,2,15,18,18,4,0,0,1,1,3,0,1,1,True,Watford
Watford,18,2018,18,2,4,4,3,15,1,0,0,3,1,2,0,0,False,Burnley
Cardiff City,5,2018,24,2,16,15,23,12,0,1,0,0,0,0,1,1,True,Newcastle
Newcastle,15,2018,23,2,12,5,24,16,0,1,0,0,0,0,1,1,False,Cardiff City
Chelsea,6,2018,4,2,3,1,1,17,1,0,0,3,2,2,0,0,True,Arsenal
Arsenal,1,2018,1,2,17,6,4,3,0,0,1,2,3,0,0,2,False,Chelsea
Crystal Palace,7,2018,5,2,10,12,9,2,0,0,1,0,2,1,0,1,True,Liverpool
Liverpool,12,2018,9,2,2,7,5,10,1,0,0,2,0,2,0,0,False,Crystal Palace
Everton,8,2018,6,2,7,16,13,13,1,0,0,2,1,1,1,0,True,Southampton
Southampton,16,2018,13,2,13,8,6,7,0,0,1,1,2,0,1,1,False,Everton
Leicester,11,2018,8,2,8,20,26,14,1,0,0,2,0,1,0,1,True,Wolves
Wolves,20,2018,26,2,14,11,8,8,0,0,1,0,2,0,1,1,False,Leicester
Man City,13,2018,10,2,1,10,22,20,1,0,0,6,1,2,0,0,True,Huddersfield
Huddersfield,10,2018,22,2,20,13,10,1,0,0,1,1,6,0,0,2,False,Man City
Spurs,17,2018,17,2,5,9,25,18,1,0,0,3,1,2,0,0,True,Fulham
Fulham,9,2018,25,2,18,17,17,5,0,0,1,1,3,0,0,2,False,Spurs
West Ham,19,2018,20,2,19,2,2,6,0,0,1,1,2,0,0,2,True,Bournemouth
Bournemouth,2,2018,2,2,6,19,20,19,1,0,0,2,1,2,0,0,False,West Ham
