team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Man Utd,14,2018,11,35,6,13,10,1,0,0,1,0,2,19,7,9,True,Man City
Man City,13,2018,10,35,1,14,11,6,1,0,0,2,0,29,2,4,False,Man Utd
Watford,18,2018,18,35,8,16,13,16,0,1,0,1,1,14,8,13,True,Southampton
Southampton,16,2018,13,35,16,18,18,8,0,1,0,1,1,9,10,16,False,Watford
Wolves,20,2018,26,35,7,1,1,5,1,0,0,3,1,14,9,12,True,Arsenal
Arsenal,1,2018,1,35,5,20,26,7,0,0,1,1,3,20,6,9,False,Wolves
Spurs,17,2018,17,35,3,3,21,17,1,0,0,1,0,23,1,11,True,Brighton
Brighton,3,2018,21,35,17,17,17,3,0,0,1,0,1,9,7,19,False,Spurs
Arsenal,1,2018,1,35,5,7,5,12,0,0,1,2,3,20,6,9,True,Crystal Palace
Crystal Palace,7,2018,5,35,12,1,1,5,1,0,0,3,2,12,6,17,False,Arsenal
Bournemouth,2,2018,2,35,14,9,25,19,0,0,1,0,1,12,5,18,True,Fulham
Fulham,9,2018,25,35,19,2,2,14,1,0,0,1,0,6,5,24,False,Bournemouth
Cardiff City,5,2018,24,35,18,12,9,2,0,0,1,0,2,9,4,22,True,Liverpool
Liverpool,12,2018,9,35,2,5,24,18,1,0,0,2,0,27,7,1,False,Cardiff City
Chelsea,6,2018,4,35,4,4,3,15,0,1,0,2,2,20,7,8,True,Burnley
Burnley,4,2018,3,35,15,6,4,4,0,1,0,2,2,11,7,17,False,Chelsea
Everton,8,2018,6,35,9,14,11,6,1,0,0,4,0,14,7,14,True,Man Utd
Man Utd,14,2018,11,35,6,8,6,9,0,0,1,0,4,19,7,9,False,Everton
Huddersfield,10,2018,22,35,20,18,18,8,0,0,1,1,2,3,5,27,True,Watford
Watford,18,2018,18,35,8,10,22,20,1,0,0,2,1,14,8,13,False,Huddersfield
Man City,13,2018,10,35,1,17,17,3,1,0,0,1,0,29,2,4,True,Spurs
Spurs,17,2018,17,35,3,13,10,1,0,0,1,0,1,23,1,11,False,Man City
Newcastle,15,2018,23,35,13,16,13,16,1,0,0,3,1,11,8,16,True,Southampton
Southampton,16,2018,13,35,16,15,23,13,0,0,1,1,3,9,10,16,False,Newcastle
West Ham,19,2018,20,35,11,11,8,10,0,1,0,2,2,12,7,16,True,Leicester
Leicester,11,2018,8,35,10,19,20,11,0,1,0,2,2,14,6,15,False,West Ham
Wolves,20,2018,26,35,7,3,21,17,0,1,0,0,0,14,9,12,True,Brighton
Brighton,3,2018,21,35,17,20,26,7,0,1,0,0,0,9,7,19,False,Wolves
