name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell_402,0,0,0,0,0,0,0,0,0,0.0,0,0,402,0,0,43,0,0,0,0.0,2522,0.0,0,2018-09-16T15:00:00Z,16 Sep 16:00,0,0,0,0,0,8,0,0,0,0,0,0,5,0,51987,0,0,0,3,1,0.0,0,-6122,245,6367,53,False,0,0,19.0,3,1,0,4,5,11,-6,5,18,0,16,2018,6,3,16,5,1,0,14,4,10,6,5,0,Aaron,Cresswell,2
Aaron_Lennon_83,0,16,0,0,0,6,0,1,11,1.2,1,0,83,0,0,50,0,1,0,1.1,2203,8.2,0,2018-09-16T12:30:00Z,16 Sep 13:30,0,0,90,0,0,20,0,0,0,0,3,0,5,0,20377,2,0,0,0,1,2.0,2,-30,3120,3150,50,False,0,0,4.0,1,0,1,4,3,10,-7,5,9,0,20,2018,2,8,10,3,1,2,10,11,-1,6,8,1,Aaron,Lennon,3
Aaron_Mooy_199,0,64,0,0,0,12,0,1,52,26.5,1,0,199,0,0,44,3,1,0,5.8,2319,9.4,1,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,90,0,3,7,0,0,0,0,10,0,5,0,126178,0,0,3,1,0,22.0,2,-11626,1373,12999,54,True,0,0,10.0,2,0,2,3,2,11,-9,5,8,1,18,2018,11,9,9,3,0,3,11,10,1,6,11,2,Aaron,Mooy,3
Aaron_Ramsey_14,0,55,0,0,0,12,1,0,47,31.8,1,0,14,0,0,46,1,0,0,4.6,2134,12.0,2,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,79,0,1,15,0,0,0,0,11,0,5,0,67200,4,0,0,2,1,2.0,3,3939,13533,9594,74,False,0,0,1.0,9,3,0,2,10,9,1,5,9,0,7,2018,8,12,6,1,3,2,8,11,-3,6,10,2,Aaron,Ramsey,3
Aaron_Wan-Bissaka_145,0,34,0,0,3,33,1,8,25,2.1,1,0,145,0,0,44,0,0,0,3.0,2265,28.0,0,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,90,0,0,10,0,0,0,0,5,0,5,0,1302865,3,5,0,1,0,0.0,9,41697,97655,55958,41,False,0,0,7.0,6,2,0,3,4,6,-2,5,8,1,12,2018,15,18,2,0,2,4,4,8,-4,6,8,1,Aaron,Wan-Bissaka,2
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,44,0,0,0,0.0,2325,0.0,0,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,0,0,0,7,0,0,0,0,0,0,5,0,3822,0,0,0,1,0,0.0,0,218,861,643,44,True,0,0,10.0,2,0,2,3,2,11,-9,5,8,1,18,2018,11,9,9,3,0,3,11,10,1,6,11,2,Abdelhamid,Sabiri,3
Abdoulaye_Doucouré_390,1,56,0,0,3,28,0,4,51,13.7,1,0,390,0,0,49,1,2,0,6.4,2510,31.0,1,2018-09-15T16:30:00Z,15 Sep 17:30,0,0,90,0,0,14,0,0,0,0,5,0,5,0,86060,1,3,2,2,1,19.0,8,-8815,3322,12137,59,True,0,0,18.0,12,4,0,1,10,5,5,5,12,0,4,2018,9,15,5,1,2,3,8,13,-5,6,8,0,Abdoulaye,Doucouré,3
Aboubakar_Kamara_189,0,0,0,0,0,0,0,0,0,0.0,0,0,189,0,0,45,0,0,0,0.0,2309,0.0,0,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,0,0,0,13,0,0,0,0,0,0,5,0,561487,0,0,0,0,3,0.0,0,-46815,39049,85864,45,False,0,0,9.0,4,1,1,3,7,12,-5,5,6,0,15,2018,18,4,13,4,1,1,11,6,5,6,13,0,Aboubakar,Kamara,4
Adama_Diakhaby_471,0,8,0,0,0,2,0,0,5,1.3,1,0,471,0,0,44,0,0,0,0.5,2591,1.4,0,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,22,1,0,7,0,0,0,0,1,0,5,0,1778,1,0,0,1,0,2.0,1,-245,57,302,49,True,0,0,10.0,2,0,2,3,2,11,-9,5,8,1,18,2018,11,9,9,3,0,3,11,10,1,6,11,2,Adama,Diakhaby,3
Adama_Traoré_500,0,11,1,0,0,7,0,0,11,27.0,3,0,500,0,0,50,0,0,0,6.4,2620,11.6,2,2018-09-16T12:30:00Z,16 Sep 13:30,0,0,24,0,1,4,0,0,0,0,3,0,5,0,45560,6,0,0,0,1,25.0,1,19455,24901,5446,55,True,0,0,20.0,8,2,2,1,5,5,0,5,5,0,9,2018,14,7,10,3,1,2,9,9,0,6,10,2,Adama,Traoré,3
Adam_Lallana_250,0,0,0,0,0,0,0,0,0,0.0,0,0,250,0,0,48,0,0,0,0.0,2370,0.0,0,2018-09-15T11:30:00Z,15 Sep 12:30,0,0,0,0,0,17,0,0,0,0,0,0,5,0,49078,0,0,0,2,1,0.0,0,-6237,137,6374,69,False,0,0,12.0,15,5,0,0,11,2,9,5,5,0,2,2018,16,14,5,1,2,3,6,9,-3,6,11,1,Adam,Lallana,3
