team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2018,1,3,9,19,20,20,1,0,0,3,1,1,0,2,True,West Ham
West Ham,19,2018,20,3,20,1,1,9,0,0,1,1,3,0,0,3,False,Arsenal
Bournemouth,2,2018,2,3,6,8,6,8,0,1,0,2,2,2,1,0,True,Everton
Everton,8,2018,6,3,8,2,2,6,0,1,0,2,2,1,2,0,False,Bournemouth
Fulham,9,2018,25,3,11,4,3,18,1,0,0,4,2,1,0,2,True,Burnley
Burnley,4,2018,3,3,18,9,25,11,0,0,1,2,4,0,1,2,False,Fulham
Huddersfield,10,2018,22,3,19,5,24,15,0,1,0,0,0,0,1,2,True,Cardiff City
Cardiff City,5,2018,24,3,15,10,22,19,0,1,0,0,0,0,2,1,False,Huddersfield
Liverpool,12,2018,9,3,1,3,21,12,1,0,0,1,0,3,0,0,True,Brighton
Brighton,3,2018,21,3,12,12,9,1,0,0,1,0,1,1,0,2,False,Liverpool
Man Utd,14,2018,11,3,13,17,17,2,0,0,1,0,3,1,0,2,True,Spurs
Spurs,17,2018,17,3,2,14,11,13,1,0,0,3,0,3,0,0,False,Man Utd
Newcastle,15,2018,23,3,16,6,4,3,0,0,1,1,2,0,1,2,True,Chelsea
Chelsea,6,2018,4,3,3,15,23,16,1,0,0,2,1,3,0,0,False,Newcastle
Southampton,16,2018,13,3,17,11,8,7,0,0,1,1,2,0,1,2,True,Leicester
Leicester,11,2018,8,3,7,16,13,17,1,0,0,2,1,2,0,1,False,Southampton
Watford,18,2018,18,3,4,7,5,10,1,0,0,2,1,3,0,0,True,Crystal Palace
Crystal Palace,7,2018,5,3,10,18,18,4,0,0,1,1,2,1,0,2,False,Watford
Wolves,20,2018,26,3,14,13,10,5,0,1,0,1,1,0,2,1,True,Man City
Man City,13,2018,10,3,5,20,26,14,0,1,0,1,1,2,1,0,False,Wolves
