id,name,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position
1,Arsenal,66,20,6,9,69,46,23,35,65,1,5
2,Bournemouth,41,12,5,18,49,62,-13,35,58,1,14
3,Brighton,34,9,7,19,32,54,-22,35,56,4,17
4,Burnley,40,11,7,17,44,62,-18,35,67,1,15
5,Cardiff City,31,9,4,22,30,65,-35,35,63,1,18
6,Chelsea,67,20,7,8,59,38,21,35,46,0,4
7,Crystal Palace,42,12,6,17,43,48,-5,35,53,2,12
8,Everton,49,14,7,14,50,44,6,35,53,4,9
9,Fulham,23,6,5,24,33,76,-43,35,64,2,19
10,Huddersfield,14,3,5,27,20,69,-49,35,53,4,20
11,Leicester,48,14,6,15,48,47,1,35,52,5,10
12,Liverpool,88,27,7,1,79,20,59,35,36,2,2
13,Man City,89,29,2,4,89,22,67,35,40,1,1
14,Man Utd,64,19,7,9,63,50,13,35,66,4,6
15,Newcastle,41,11,8,16,35,44,-9,35,53,2,13
16,Southampton,37,9,10,16,41,58,-17,35,68,3,16
17,Spurs,70,23,1,11,65,35,30,35,51,1,3
18,Watford,50,14,8,13,50,50,0,35,72,3,8
19,West Ham,43,12,7,16,44,54,-10,35,56,1,11
20,Wolves,51,14,9,12,44,43,1,35,67,1,7
