team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Bournemouth,2,2018,2,15,7,10,22,17,1,0,0,2,1,7,2,6,True,Huddersfield
Huddersfield,10,2018,22,15,17,2,2,7,0,0,1,1,2,2,4,9,False,Bournemouth
Brighton,3,2018,21,15,10,7,5,15,1,0,0,3,1,6,3,6,True,Crystal Palace
Crystal Palace,7,2018,5,15,15,3,21,10,0,0,1,1,3,3,3,9,False,Brighton
Burnley,4,2018,3,15,19,12,9,2,0,0,1,1,3,2,3,10,True,Liverpool
Liverpool,12,2018,9,15,2,4,3,19,1,0,0,3,1,12,3,0,False,Burnley
Fulham,9,2018,25,15,20,11,8,9,0,1,0,1,1,2,3,10,True,Leicester
Leicester,11,2018,8,15,9,9,25,20,0,1,0,1,1,6,4,5,False,Fulham
Man Utd,14,2018,11,15,8,1,1,5,0,1,0,2,2,6,5,4,True,Arsenal
Arsenal,1,2018,1,15,5,14,11,8,0,1,0,2,2,9,4,2,False,Man Utd
Watford,18,2018,18,15,11,13,10,1,0,0,1,1,2,6,2,7,True,Man City
Man City,13,2018,10,15,1,18,18,11,1,0,0,2,1,13,2,0,False,Watford
West Ham,19,2018,20,15,13,5,24,16,1,0,0,3,1,5,3,7,True,Cardiff City
Cardiff City,5,2018,24,15,16,19,20,13,0,0,1,1,3,3,2,10,False,West Ham
Wolves,20,2018,26,15,12,6,4,4,1,0,0,2,1,5,4,6,True,Chelsea
Chelsea,6,2018,4,15,4,20,26,12,0,0,1,1,2,9,4,2,False,Wolves
Everton,8,2018,6,15,6,15,23,14,0,1,0,1,1,6,5,4,True,Newcastle
Newcastle,15,2018,23,15,14,8,6,6,0,1,0,1,1,3,4,8,False,Everton
Spurs,17,2018,17,15,3,16,13,18,1,0,0,3,1,11,0,4,True,Southampton
Southampton,16,2018,13,15,18,17,17,3,0,0,1,1,3,1,6,8,False,Spurs
