name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell_402,0,66,0,0,0,13,0,1,56,9.8,0,0,402,0,0,270,0,1,0,3.4,14831,16.0,0,2019-02-22T19:45:00Z,22 Feb 19:45,0,0,90,0,1,9,0,0,0,0,8,0,27,0,37735,0,0,0,1,3,8.0,2,2175,2649,474,50,True,0,0,19.0,36,10,6,11,35,40,-5,27,45,1,9,2018,13,2,68,22,2,4,75,20,55,28,34,1,Aaron,Cresswell,2
Aaron_Lennon_83,0,0,0,0,0,0,0,0,0,0.0,0,0,83,0,0,263,0,0,0,0.0,14584,0.0,0,2019-02-23T12:30:00Z,23 Feb 12:30,0,0,0,0,0,17,0,0,0,0,0,0,27,0,20122,0,0,0,1,2,0.0,0,-571,19,590,49,True,0,0,4.0,30,8,6,13,31,48,-17,27,55,1,14,2018,15,13,31,8,7,13,26,34,-8,28,40,2,Aaron,Lennon,3
Aaron_Mooy_199,0,56,0,0,0,10,0,2,44,20.8,0,0,199,0,0,269,1,2,0,3.1,14652,10.0,1,2019-02-23T15:00:00Z,23 Feb 15:00,0,0,90,0,1,15,0,0,0,0,3,0,27,0,62144,3,1,0,0,2,0.0,2,135,630,495,50,False,0,0,10.0,11,2,5,20,14,50,-36,27,37,4,20,2018,20,7,40,11,7,10,35,35,0,28,55,1,Aaron,Mooy,3
Aaron_Ramsey_14,0,28,0,0,0,7,1,0,22,3.8,0,0,14,0,0,261,1,0,0,1.5,14535,1.4,0,2019-02-24T14:05:00Z,24 Feb 14:05,0,0,62,0,0,16,0,0,0,0,3,0,27,0,58146,1,1,0,0,2,10.0,3,-2497,1370,3867,71,True,0,0,1.0,53,16,5,6,55,37,18,27,46,0,4,2018,2,12,34,10,4,14,39,53,-14,28,44,1,Aaron,Ramsey,3
Aaron_Wan-Bissaka_145,0,0,0,0,0,0,0,0,0,0.0,0,0,145,0,0,267,0,0,0,0.0,14622,0.0,0,2019-02-23T17:30:00Z,23 Feb 17:30,0,0,0,0,0,11,0,0,0,0,0,0,27,0,1951933,0,0,0,4,1,0.0,0,-119925,19352,139277,46,False,0,0,7.0,30,8,6,13,31,35,-4,27,45,2,13,2018,14,5,55,16,7,5,55,36,19,28,55,3,Aaron,Wan-Bissaka,2
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,0,0,0.0,0,0,564,0,0,263,0,0,0,0.0,14972,0.0,0,2019-02-23T12:30:00Z,23 Feb 12:30,0,0,0,0,0,17,0,0,0,0,0,0,27,0,187,0,0,0,1,2,0.0,0,-4,11,15,40,True,0,0,4.0,30,8,6,13,31,48,-17,27,55,1,14,2018,15,13,31,8,7,13,26,34,-8,28,40,2,Abd-Al-Ali Morakinyo Olaposi,Koiki,2
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,269,0,0,0,0.0,14658,0.0,0,2019-02-23T15:00:00Z,23 Feb 15:00,0,0,0,0,0,15,0,0,0,0,0,0,27,0,2970,0,0,0,0,2,0.0,0,7,69,62,43,False,0,0,10.0,11,2,5,20,14,50,-36,27,37,4,20,2018,20,7,40,11,7,10,35,35,0,28,55,1,Abdelhamid,Sabiri,3
Abdoulaye_Doucouré_390,1,84,1,0,1,28,0,7,79,23.8,1,0,390,0,0,264,3,1,0,6.1,14820,36.8,1,2019-02-22T19:45:00Z,22 Feb 19:45,0,0,90,0,1,5,0,0,0,0,13,0,27,0,83810,5,1,0,5,1,0.0,6,3668,6141,2473,59,False,0,0,18.0,40,11,7,9,39,35,4,27,50,2,7,2018,12,1,69,21,6,1,64,15,49,28,26,2,Abdoulaye,Doucouré,3
Aboubakar_Kamara_189,0,0,0,0,0,0,0,0,0,0.0,0,0,189,0,0,270,0,0,0,0.0,14642,0.0,0,2019-02-22T19:45:00Z,22 Feb 19:45,0,0,0,0,0,19,0,0,0,0,0,0,27,0,432059,0,0,0,1,3,0.0,0,-50569,328,50897,45,False,0,0,9.0,17,4,5,18,26,61,-35,27,48,2,19,2018,16,17,27,6,9,13,30,46,-16,28,54,3,Aboubakar,Kamara,4
Adalberto_Peñaranda_554,0,0,0,0,0,0,0,0,0,0.0,0,0,554,0,0,264,0,0,0,0.0,14963,0.0,0,2019-02-22T19:45:00Z,22 Feb 19:45,0,0,0,0,0,5,0,0,0,0,0,0,27,0,1013,0,0,0,5,1,0.0,0,43,201,158,50,False,0,0,18.0,40,11,7,9,39,35,4,27,50,2,7,2018,12,1,69,21,6,1,64,15,49,28,26,2,Adalberto,Peñaranda,4
Adama_Diakhaby_471,0,0,0,0,0,0,0,0,0,0.0,0,0,471,0,0,269,0,0,0,0.0,14894,0.0,0,2019-02-23T15:00:00Z,23 Feb 15:00,0,0,0,0,0,15,0,0,0,0,0,0,27,0,1672,0,0,0,0,2,0.0,0,417,533,116,45,False,0,0,10.0,11,2,5,20,14,50,-36,27,37,4,20,2018,20,7,40,11,7,10,35,35,0,28,55,1,Adama,Diakhaby,3
Adama_Traoré_500,0,4,0,0,0,6,0,0,3,28.2,0,0,500,0,0,262,2,0,0,3.6,14918,8.2,2,2019-02-23T15:00:00Z,23 Feb 15:00,0,0,13,0,2,2,0,0,0,0,1,0,27,0,16413,1,1,0,1,1,0.0,1,145,475,330,51,False,0,0,20.0,40,11,7,9,35,34,1,27,53,1,8,2018,10,20,14,3,5,20,15,50,-35,28,39,4,Adama,Traoré,3
