team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2018,21,20,13,8,6,10,1,0,0,1,0,7,4,9,True,Everton
Everton,8,2018,6,20,10,3,21,13,0,0,1,0,1,7,6,7,False,Brighton
Burnley,4,2018,3,20,18,19,20,11,1,0,0,2,0,4,3,13,True,West Ham
West Ham,19,2018,20,20,11,4,3,18,0,0,1,0,2,8,3,9,False,Burnley
Crystal Palace,7,2018,5,20,14,6,4,4,0,0,1,0,1,5,4,11,True,Chelsea
Chelsea,6,2018,4,20,4,7,5,14,1,0,0,1,0,13,4,3,False,Crystal Palace
Fulham,9,2018,25,20,19,10,22,20,1,0,0,1,0,3,5,12,True,Huddersfield
Huddersfield,10,2018,22,20,20,9,25,19,0,0,1,0,1,2,4,14,False,Fulham
Leicester,11,2018,8,20,8,5,24,16,0,0,1,0,1,8,4,8,True,Cardiff City
Cardiff City,5,2018,24,20,16,11,8,8,1,0,0,1,0,5,3,12,False,Leicester
Liverpool,12,2018,9,20,1,1,1,5,1,0,0,5,1,17,3,0,True,Arsenal
Arsenal,1,2018,1,20,5,12,9,1,0,0,1,1,5,11,5,4,False,Liverpool
Man Utd,14,2018,11,20,6,2,2,12,1,0,0,4,1,10,5,5,True,Bournemouth
Bournemouth,2,2018,2,20,12,14,11,6,0,0,1,1,4,8,2,10,False,Man Utd
Southampton,16,2018,13,20,17,13,10,2,0,0,1,1,3,3,6,11,True,Man City
Man City,13,2018,10,20,2,16,13,17,1,0,0,3,1,15,2,3,False,Southampton
Spurs,17,2018,17,20,3,20,26,7,0,0,1,1,3,15,0,5,True,Wolves
Wolves,20,2018,26,20,7,17,17,3,1,0,0,3,1,8,5,7,False,Spurs
Watford,18,2018,18,20,9,15,23,15,0,1,0,1,1,8,4,8,True,Newcastle
Newcastle,15,2018,23,20,15,18,18,9,0,1,0,1,1,4,6,10,False,Watford
