team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2018,21,26,14,4,3,15,0,0,1,1,3,7,6,13,True,Burnley
Burnley,4,2018,3,26,15,3,21,14,1,0,0,3,1,7,6,13,False,Brighton
Crystal Palace,7,2018,5,26,13,19,20,10,0,1,0,1,1,7,6,13,True,West Ham
West Ham,19,2018,20,26,10,7,5,13,0,1,0,1,1,9,6,11,False,Crystal Palace
Fulham,9,2018,25,26,19,14,11,4,0,0,1,0,3,4,5,17,True,Man Utd
Man Utd,14,2018,11,26,4,9,25,19,1,0,0,3,0,15,6,5,False,Fulham
Huddersfield,10,2018,22,26,20,1,1,5,0,0,1,1,2,2,5,19,True,Arsenal
Arsenal,1,2018,1,26,5,10,22,20,1,0,0,2,1,15,5,6,False,Huddersfield
Liverpool,12,2018,9,26,2,2,2,11,1,0,0,3,0,20,5,1,True,Bournemouth
Bournemouth,2,2018,2,26,11,12,9,2,0,0,1,0,3,10,3,13,False,Liverpool
Man City,13,2018,10,26,1,6,4,6,1,0,0,6,0,21,2,4,True,Chelsea
Chelsea,6,2018,4,26,6,13,10,1,0,0,1,0,6,15,5,6,False,Man City
Southampton,16,2018,13,26,18,5,24,17,0,0,1,1,2,5,9,12,True,Cardiff City
Cardiff City,5,2018,24,26,17,16,13,18,1,0,0,2,1,7,4,15,False,Southampton
Spurs,17,2018,17,26,3,11,8,12,1,0,0,3,1,20,0,6,True,Leicester
Leicester,11,2018,8,26,12,17,17,3,0,0,1,1,3,9,5,12,False,Spurs
Watford,18,2018,18,26,8,8,6,9,1,0,0,1,0,10,7,9,True,Everton
Everton,8,2018,6,26,9,18,18,8,0,0,1,0,1,9,6,12,False,Watford
Wolves,20,2018,26,26,7,15,23,16,0,1,0,1,1,11,6,9,True,Newcastle
Newcastle,15,2018,23,26,16,20,26,7,0,1,0,1,1,6,7,13,False,Wolves
