fixture,round,team_home,uniqueid_home,team_away,uniqueid_away,team_home_gs,team_home_gc,team_away_gs,team_away_gc,team_home_win,team_home_draw,team_home_loss,team_away_win,team_away_draw,team_away_loss
66,7,15,29,12,10,0,1,1,0,0,0,1,1,0,0
69,8,1,1,2,27,0,3,3,0,0,0,1,1,0,0
70,8,3,21,4,3,0,0,0,0,0,1,0,0,1,0
77,8,18,19,17,17,0,1,1,0,0,0,1,1,0,0
71,8,5,4,15,29,4,1,1,4,1,0,0,0,0,1
72,8,6,5,10,30,4,1,1,4,1,0,0,0,0,1
78,8,19,20,8,25,1,0,0,1,1,0,0,0,0,1
76,8,16,13,14,23,2,0,0,2,1,0,0,0,0,1
73,8,7,6,13,11,1,3,3,1,0,0,1,1,0,0
74,8,9,8,20,26,1,0,0,1,1,0,0,0,0,1
75,8,12,10,11,9,1,1,1,1,0,1,0,0,1,0
82,9,10,30,1,1,0,0,0,0,0,1,0,0,1,0
79,9,2,27,3,21,1,2,2,1,0,0,1,1,0,0
80,9,4,3,6,5,1,0,0,1,1,0,0,0,0,1
84,9,13,11,18,19,1,0,0,1,1,0,0,0,0,1
85,9,14,23,5,4,0,2,2,0,0,0,1,1,0,0
81,9,8,25,7,6,2,3,3,2,0,0,1,1,0,0
88,9,20,26,16,13,1,1,1,1,0,1,0,0,1,0
83,9,11,9,9,8,3,0,0,3,1,0,0,0,0,1
86,9,15,29,19,20,0,1,1,0,0,0,1,1,0,0
87,9,17,17,12,10,2,0,0,2,1,0,0,0,0,1
89,10,1,1,20,26,1,2,2,1,0,0,1,1,0,0
98,10,19,20,2,27,2,1,1,2,1,0,0,0,0,1
90,10,3,21,11,9,1,1,1,1,0,1,0,0,1,0
95,10,12,10,4,3,5,0,0,5,1,0,0,0,0,1
97,10,18,19,15,29,1,0,0,1,1,0,0,0,0,1
91,10,5,4,17,17,0,0,0,0,0,1,0,0,1,0
92,10,6,5,14,23,0,2,2,0,0,0,1,1,0,0
94,10,9,8,8,25,1,2,2,1,0,0,1,1,0,0
96,10,16,13,13,11,2,3,3,2,0,0,1,1,0,0
93,10,7,6,10,30,0,1,1,0,0,0,1,1,0,0
106,11,17,17,1,1,2,0,0,2,1,0,0,0,0,1
100,11,3,21,16,13,1,2,2,1,0,0,1,1,0,0
101,11,4,3,7,6,1,1,1,1,0,1,0,0,1,0
107,11,18,19,6,5,1,5,5,1,0,0,1,1,0,0
102,11,5,4,10,30,3,1,1,3,1,0,0,0,0,1
104,11,12,10,8,25,2,0,0,2,1,0,0,0,0,1
105,11,15,29,9,8,1,2,2,1,0,0,1,1,0,0
103,11,11,9,20,26,4,0,0,4,1,0,0,0,0,1
108,11,19,20,13,11,1,3,3,1,0,0,1,1,0,0
109,12,1,1,4,3,0,1,1,0,0,0,1,1,0,0
118,12,20,26,2,27,0,1,1,0,0,0,1,1,0,0
114,12,9,8,3,21,3,0,0,3,1,0,0,0,0,1
116,12,14,23,18,19,2,1,1,2,1,0,0,0,0,1
111,12,7,6,5,4,1,0,0,1,1,0,0,0,0,1
110,12,6,5,17,17,1,1,1,1,0,1,0,0,1,0
112,12,8,25,11,9,1,1,1,1,0,1,0,0,1,0
117,12,16,13,15,29,3,0,0,3,1,0,0,0,0,1
113,12,10,30,19,20,1,2,2,1,0,0,1,1,0,0
115,12,13,11,12,10,0,0,0,0,0,1,0,0,1,0
119,13,1,1,16,13,1,1,1,1,0,1,0,0,1,0
120,13,2,27,4,3,0,0,0,0,0,1,0,0,1,0
121,13,8,25,3,21,0,0,0,0,0,1,0,0,1,0
128,13,12,10,18,19,1,1,1,1,0,1,0,0,1,0
126,13,20,26,5,4,2,1,1,2,1,0,0,0,0,1
125,13,19,20,6,5,1,1,1,1,0,1,0,0,1,0
123,13,9,8,7,6,0,2,2,0,0,0,1,1,0,0
122,13,10,30,14,23,5,2,2,5,1,0,0,0,0,1
127,13,11,9,17,17,2,1,1,2,1,0,0,0,0,1
124,13,15,29,13,11,2,3,3,2,0,0,1,1,0,0
133,14,7,6,1,1,2,1,1,2,1,0,0,0,0,1
138,14,18,19,2,27,0,3,3,0,0,0,1,1,0,0
129,14,3,21,15,29,1,1,1,1,0,1,0,0,1,0
130,14,4,3,20,26,2,1,1,2,1,0,0,0,0,1
131,14,5,4,19,20,3,0,0,3,1,0,0,0,0,1
132,14,6,5,11,9,0,7,7,0,0,0,1,1,0,0
135,14,14,23,8,25,1,1,1,1,0,1,0,0,1,0
136,14,16,13,12,10,0,1,1,0,0,0,1,1,0,0
134,14,13,11,10,30,6,2,2,6,1,0,0,0,0,1
137,14,17,17,9,8,0,2,2,0,0,0,1,1,0,0
139,15,1,1,5,4,3,1,1,3,1,0,0,0,0,1
140,15,2,27,6,5,3,0,0,3,1,0,0,0,0,1
147,15,19,20,3,21,2,2,2,2,0,1,0,0,1,0
142,15,10,30,4,3,1,0,0,1,1,0,0,0,0,1
144,15,11,9,18,19,1,1,1,1,0,1,0,0,1,0
141,15,8,25,16,13,0,0,0,0,0,1,0,0,1,0
146,15,15,29,7,6,0,1,1,0,0,0,1,1,0,0
143,15,9,8,13,11,2,2,2,2,0,1,0,0,1,0
145,15,12,10,14,23,2,0,0,2,1,0,0,0,0,1
148,15,20,26,17,17,1,1,1,1,0,1,0,0,1,0
149,16,3,21,1,1,0,1,1,0,0,0,1,1,0,0
151,16,5,4,2,27,1,1,1,1,0,1,0,0,1,0
150,16,4,3,15,29,1,0,0,1,1,0,0,0,0,1
158,16,18,19,10,30,0,5,5,0,0,0,1,1,0,0
152,16,6,5,9,8,1,1,1,1,0,1,0,0,1,0
156,16,16,13,19,20,0,0,0,0,0,1,0,0,1,0
155,16,14,23,11,9,0,0,0,0,0,1,0,0,1,0
154,16,13,11,20,26,1,0,0,1,1,0,0,0,0,1
168,17,18,19,1,1,0,4,4,0,0,0,1,1,0,0
164,17,13,11,2,27,2,1,1,2,1,0,0,0,0,1
159,17,3,21,20,26,3,3,3,3,0,1,0,0,1,0
161,17,5,4,12,10,1,3,3,1,0,0,1,1,0,0
162,17,6,5,15,29,2,0,0,2,1,0,0,0,0,1
166,17,16,13,11,9,1,0,0,1,1,0,0,0,0,1
163,17,7,6,19,20,0,1,1,0,0,0,1,1,0,0
167,17,17,17,10,30,3,0,0,3,1,0,0,0,0,1
165,17,14,23,9,8,1,2,2,1,0,0,1,1,0,0
169,18,1,1,6,5,0,0,0,0,0,1,0,0,1,0
178,18,12,10,3,21,1,0,0,1,1,0,0,0,0,1
379,18,4,3,13,11,0,1,1,0,0,0,1,1,0,0
157,18,17,17,8,25,1,1,1,1,0,1,0,0,1,0
176,18,20,26,7,6,1,2,2,1,0,0,1,1,0,0
174,18,15,29,14,23,1,0,0,1,1,0,0,0,0,1
179,19,1,1,14,23,3,0,0,3,1,0,0,0,0,1
380,19,12,10,2,27,2,0,0,2,1,0,0,0,0,1
99,19,2,27,14,23,2,0,0,2,1,0,0,0,0,1
182,19,10,30,3,21,0,1,1,0,0,0,1,1,0,0
187,19,19,20,4,3,1,0,0,1,1,0,0,0,0,1
177,19,11,9,4,3,0,1,1,0,0,0,1,1,0,0
188,19,20,26,18,19,2,3,3,2,0,0,1,1,0,0
175,19,19,20,18,19,2,1,1,2,1,0,0,0,0,1
181,19,8,25,5,4,0,1,1,0,0,0,1,1,0,0
173,19,9,8,5,4,2,0,0,2,1,0,0,0,0,1
185,19,12,10,6,5,4,0,0,4,1,0,0,0,0,1
171,19,8,25,13,11,1,2,2,1,0,0,1,1,0,0
183,19,9,8,16,13,2,0,0,2,1,0,0,0,0,1
184,19,11,9,13,11,0,0,0,0,0,1,0,0,1,0
186,19,15,29,17,17,1,3,3,1,0,0,1,1,0,0
197,20,16,13,1,1,1,3,3,1,0,0,1,1,0,0
190,20,4,3,2,27,3,2,2,3,1,0,0,0,0,1
189,20,3,21,8,25,0,0,0,0,0,1,0,0,1,0
193,20,18,19,12,10,0,5,5,0,0,0,1,1,0,0
194,20,5,4,20,26,0,0,0,0,0,1,0,0,1,0
195,20,6,5,19,20,2,3,3,2,0,0,1,1,0,0
191,20,7,6,9,8,1,1,1,1,0,1,0,0,1,0
196,20,14,23,10,30,1,2,2,1,0,0,1,1,0,0
198,20,17,17,11,9,1,3,3,1,0,0,1,1,0,0
192,20,13,11,15,29,1,2,2,1,0,0,1,1,0,0
199,21,1,1,13,11,0,0,0,0,0,1,0,0,1,0
206,21,16,13,2,27,0,1,1,0,0,0,1,1,0,0
200,21,3,21,17,17,1,0,0,1,1,0,0,0,0,1
201,21,5,4,4,3,2,0,0,2,1,0,0,0,0,1
207,21,18,19,8,25,2,2,2,2,0,1,0,0,1,0
202,21,6,5,20,26,1,0,0,1,1,0,0,0,0,1
203,21,7,6,14,23,0,2,2,0,0,0,1,1,0,0
204,21,9,8,10,30,1,3,3,1,0,0,1,1,0,0
208,21,19,20,11,9,1,3,3,1,0,0,1,1,0,0
205,21,12,10,15,29,1,0,0,1,1,0,0,0,0,1
