team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Bournemouth,2,2017,2,7,19,9,8,17,0,1,0,0,0,1,1,5,True,Leicester
Leicester,9,2017,8,7,17,2,2,19,0,1,0,0,0,1,2,4,False,Bournemouth
Chelsea,5,2017,4,7,4,11,10,1,0,0,1,0,1,4,1,2,True,Man City
Man City,11,2017,10,7,1,5,4,4,1,0,0,1,0,6,1,0,False,Chelsea
Huddersfield,8,2017,22,7,11,17,17,3,0,0,1,0,4,2,3,2,True,Spurs
Spurs,17,2017,17,7,3,8,22,11,1,0,0,4,0,4,2,1,False,Huddersfield
Man Utd,12,2017,11,7,2,6,5,20,1,0,0,4,0,6,1,0,True,Crystal Palace
Crystal Palace,6,2017,5,7,20,12,11,2,0,0,1,0,4,0,0,7,False,Man Utd
Stoke City,15,2017,14,7,13,14,13,12,1,0,0,2,1,2,2,3,True,Southampton
Southampton,14,2017,13,7,12,15,14,13,0,0,1,1,2,2,2,3,False,Stoke City
West Brom,19,2017,19,7,10,18,18,8,0,1,0,2,2,2,3,2,True,Watford
Watford,18,2017,18,7,8,19,19,10,0,1,0,2,2,3,3,1,False,West Brom
West Ham,20,2017,20,7,15,16,16,18,1,0,0,1,0,2,1,4,True,Swansea
Swansea,16,2017,16,7,18,20,20,15,0,0,1,0,1,1,2,4,False,West Ham
Arsenal,1,2017,1,7,5,3,21,14,1,0,0,2,0,4,1,2,True,Brighton
Brighton,3,2017,21,7,14,1,1,5,0,0,1,0,2,2,1,4,False,Arsenal
Burnley,4,2017,3,7,6,7,6,16,0,0,1,0,1,3,3,1,True,Everton
Everton,7,2017,6,7,16,4,3,6,1,0,0,1,0,2,1,4,False,Burnley
Newcastle,13,2017,23,7,9,10,9,7,0,1,0,1,1,3,1,3,True,Liverpool
Liverpool,10,2017,9,7,7,13,23,9,0,1,0,1,1,3,3,1,False,Newcastle
