team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2017,1,24,6,6,5,13,1,0,0,4,1,12,6,6,True,Crystal Palace
Crystal Palace,6,2017,5,24,13,1,1,6,0,0,1,1,4,6,7,11,False,Arsenal
Brighton,3,2017,21,24,16,5,4,3,0,0,1,0,4,5,8,11,True,Chelsea
Chelsea,5,2017,4,24,3,3,21,16,1,0,0,4,0,15,5,4,False,Brighton
Burnley,4,2017,3,24,8,12,11,2,0,0,1,0,1,9,7,8,True,Man Utd
Man Utd,12,2017,11,24,2,4,3,8,1,0,0,1,0,16,5,3,False,Burnley
Everton,7,2017,6,24,9,19,19,19,0,1,0,1,1,7,7,10,True,West Brom
West Brom,19,2017,19,24,19,7,6,9,0,1,0,1,1,3,11,10,False,Everton
Leicester,9,2017,8,24,7,18,18,10,1,0,0,2,0,9,7,8,True,Watford
Watford,18,2017,18,24,10,9,8,7,0,0,1,0,2,7,5,12,False,Leicester
Man City,11,2017,10,24,1,13,23,15,1,0,0,3,1,21,2,1,True,Newcastle
Newcastle,13,2017,23,24,15,11,10,1,0,0,1,1,3,6,5,13,False,Man City
Southampton,14,2017,13,24,18,17,17,5,0,1,0,1,1,4,10,10,True,Spurs
Spurs,17,2017,17,24,5,14,13,18,0,1,0,1,1,13,6,5,False,Southampton
Stoke City,15,2017,14,24,17,8,22,14,1,0,0,2,0,6,5,13,True,Huddersfield
Huddersfield,8,2017,22,24,14,15,14,17,0,0,1,0,2,6,6,12,False,Stoke City
Swansea,16,2017,16,24,20,10,9,4,1,0,0,1,0,5,5,14,True,Liverpool
Liverpool,10,2017,9,24,4,16,16,20,0,0,1,0,1,13,8,3,False,Swansea
West Ham,20,2017,20,24,11,2,2,12,0,1,0,1,1,6,8,10,True,Bournemouth
Bournemouth,2,2017,2,24,12,20,20,11,0,1,0,1,1,6,7,11,False,West Ham
