id,name,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position
1,Arsenal,57,17,6,12,67,48,19,35,53,1,6
2,Bournemouth,38,9,11,16,42,60,-18,36,54,1,12
3,Brighton,37,8,13,14,32,47,-15,35,51,2,14
4,Burnley,54,14,12,10,35,32,3,36,64,0,7
5,Chelsea,66,20,6,9,60,34,26,35,39,4,5
6,Crystal Palace,38,9,11,16,41,54,-13,36,68,0,11
7,Everton,48,13,9,14,42,54,-12,36,48,3,8
8,Huddersfield,35,9,8,18,27,56,-29,35,54,3,16
9,Leicester,44,11,11,13,49,52,-3,35,46,5,9
10,Liverpool,72,20,12,4,80,37,43,36,42,1,3
11,Man City,93,30,3,2,102,26,76,35,57,2,1
12,Man Utd,77,24,5,6,67,27,40,35,61,1,2
13,Newcastle,41,11,8,16,35,44,-9,35,48,2,10
14,Southampton,32,6,14,15,35,54,-19,35,55,1,18
15,Stoke City,30,6,12,18,32,65,-33,36,55,1,19
16,Swansea,33,8,9,18,27,52,-25,35,47,1,17
17,Spurs,71,21,8,6,68,31,37,35,46,2,4
18,Watford,38,10,8,18,42,62,-20,36,61,4,13
19,West Brom,28,5,13,18,30,54,-24,36,66,1,20
20,West Ham,35,8,11,16,43,67,-24,35,68,2,15
