name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell,0,47,0,0,0,14,0,1,38,68.8,0,0,443,0,0,190,1,3,0,9.2,10459,15.4,5,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,90,0,0,13,0,0,0,0,2,0,19,0,141239,0,0,0,3,2,8.0,1,88455,93213,4758,50,True,0,0,20.0,17,4,5,10,19,35,-16,19,40,2,17,2017,2,18,17,4,5,11,18,31,-13,20,34,1,Aaron,Cresswell,2
Aaron_Lennon,0,9,0,0,0,3,0,4,6,11.0,0,0,153,0,0,184,1,0,0,1.6,10169,5.4,1,2017-12-23T12:30:00Z,23 Dec 12:30,0,0,45,0,0,5,0,0,0,0,1,0,19,0,6145,2,0,0,0,0,0.0,1,-153,413,566,54,True,0,0,4.0,32,9,5,5,16,15,1,19,30,0,7,2017,19,19,15,2,9,9,14,27,-13,20,41,1,Aaron,Lennon,3
Aaron_Mooy,0,41,0,0,0,10,0,3,29,4.3,0,0,172,0,0,187,1,1,0,5.2,10188,8.2,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,90,0,0,14,0,0,0,0,9,0,19,0,407144,0,0,1,1,1,39.0,2,97729,108075,10346,54,False,0,0,8.0,22,6,4,9,17,31,-14,19,29,3,11,2017,15,13,20,5,5,10,23,41,-18,20,23,0,Aaron,Mooy,3
Aaron_Ramsdale,0,0,0,0,0,0,0,0,0,0.0,0,0,549,0,0,186,0,0,0,0.0,10565,0.0,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,0,0,0,11,0,0,0,0,0,0,19,0,13577,0,0,0,0,4,0.0,0,92,339,247,40,False,0,0,2.0,16,4,4,11,15,28,-13,19,31,1,18,2017,20,17,18,4,6,10,22,38,-16,20,44,2,Aaron,Ramsdale,1
Aaron_Ramsey,0,0,0,0,0,0,0,0,0,0.0,0,0,18,0,0,181,0,0,0,0.0,10034,0.0,0,2017-12-22T19:45:00Z,22 Dec 19:45,0,0,0,0,0,10,0,0,0,0,0,0,19,0,185163,0,0,0,3,3,0.0,0,-76224,569,76793,70,True,0,0,1.0,34,10,4,5,34,23,11,19,24,0,6,2017,6,16,18,4,6,10,18,32,-14,20,39,0,Aaron,Ramsey,3
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,189,0,0,0,0.0,10595,0.0,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,0,0,0,16,0,0,0,0,0,0,19,0,42,0,0,0,1,1,0.0,0,17,28,11,45,False,0,0,6.0,18,4,6,9,16,29,-13,19,38,0,16,2017,1,6,37,11,4,5,37,25,12,20,26,0,Aaron,Wan-Bissaka,3
Abdelhamid_Sabiri,0,0,0,0,0,0,0,0,0,0.0,0,0,522,0,0,187,0,0,0,0.0,10538,0.0,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,0,0,0,14,0,0,0,0,0,0,19,0,420,0,0,0,1,1,0.0,0,-18,12,30,49,False,0,0,8.0,22,6,4,9,17,31,-14,19,29,3,11,2017,15,13,20,5,5,10,23,41,-18,20,23,0,Abdelhamid,Sabiri,3
Abdoulaye_Doucouré,0,0,0,0,0,0,0,0,0,0.0,0,0,414,0,0,182,0,0,0,0.0,10430,0.0,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,0,0,0,3,0,0,0,0,0,0,19,0,670385,0,0,0,0,1,0.0,0,-204277,4973,209250,54,False,0,0,18.0,22,6,4,9,27,34,-7,19,30,4,10,2017,9,8,27,7,6,7,30,30,0,20,22,2,Abdoulaye,Doucouré,3
Adam_Federici,0,0,0,0,0,0,0,0,0,0.0,0,0,31,0,0,186,0,0,0,0.0,10047,0.0,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,0,0,0,11,0,0,0,0,0,0,19,0,138924,0,0,0,0,4,0.0,0,-2345,180,2525,40,False,0,0,2.0,16,4,4,11,15,28,-13,19,31,1,18,2017,20,17,18,4,6,10,22,38,-16,20,44,2,Adam,Federici,1
Adam_Lallana,0,0,0,0,0,0,0,0,0,0.0,0,0,228,0,0,181,0,0,0,0.0,10244,0.0,0,2017-12-22T19:45:00Z,22 Dec 19:45,0,0,0,0,0,1,0,0,0,0,0,0,19,0,17708,0,0,0,3,3,0.0,0,55,322,267,73,False,0,0,10.0,35,9,8,2,41,23,18,19,23,1,4,2017,16,20,13,3,4,13,11,31,-20,20,30,0,Adam,Lallana,3
Adam_Legzdins,0,0,0,0,0,0,0,0,0,0.0,0,0,545,0,0,183,0,0,0,0.0,10561,0.0,0,2017-12-23T17:30:00Z,23 Dec 17:30,0,0,0,0,0,17,0,0,0,0,0,0,19,0,7059,0,0,0,3,0,0.0,0,43,183,140,40,True,0,0,4.0,32,9,5,5,16,15,1,19,30,0,7,2017,12,2,43,13,4,3,43,16,27,20,36,1,Adam,Legzdins,1
Adam_Smith,0,20,0,0,0,11,0,9,14,0.9,2,0,35,0,0,186,3,4,0,2.1,10051,19.8,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,90,0,0,11,0,0,0,0,5,0,19,0,22027,2,3,0,0,4,0.0,-1,-473,139,612,48,False,0,1,2.0,16,4,4,11,15,28,-13,19,31,1,18,2017,20,17,18,4,6,10,22,38,-16,20,44,2,Adam,Smith,2
Ademola_Lookman,0,0,0,0,0,0,0,0,0,0.0,0,0,157,0,0,184,0,0,0,0.0,10173,0.0,0,2017-12-23T12:30:00Z,23 Dec 12:30,0,0,0,0,0,5,0,0,0,0,0,0,19,0,4255,0,0,0,0,0,0.0,0,-118,63,181,51,True,0,0,7.0,26,7,5,7,24,30,-6,19,35,2,9,2017,19,19,15,2,9,9,14,27,-13,20,41,1,Ademola,Lookman,3
Adrian_Mariappa,0,0,0,0,0,0,0,0,0,0.0,0,0,405,0,0,182,0,0,0,0.0,10421,0.0,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,0,0,0,3,0,0,0,0,0,0,19,0,350610,0,0,0,0,1,0.0,0,-2138,14996,17134,41,False,0,0,18.0,22,6,4,9,27,34,-7,19,30,4,10,2017,9,8,27,7,6,7,30,30,0,20,22,2,Adrian,Mariappa,2
Adrián_San Miguel del Castillo,0,25,0,0,0,11,0,0,19,0.0,0,0,438,0,0,190,0,3,0,0.7,10454,7.2,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,90,0,0,13,0,0,0,0,10,0,19,1,73287,0,0,0,3,2,0.0,1,27105,28918,1813,43,True,0,0,20.0,17,4,5,10,19,35,-16,19,40,2,17,2017,2,18,17,4,5,11,18,31,-13,20,34,1,Adrián,San Miguel del Castillo,1
