team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Burnley,4,2017,3,6,9,8,22,8,0,1,0,0,0,2,3,1,True,Huddersfield
Huddersfield,8,2017,22,6,8,4,3,9,0,1,0,0,0,2,3,1,False,Burnley
Everton,7,2017,6,6,14,2,2,19,1,0,0,2,1,2,1,3,True,Bournemouth
Bournemouth,2,2017,2,6,19,7,6,14,0,0,1,1,2,1,0,5,False,Everton
Leicester,9,2017,8,6,17,10,9,5,0,0,1,2,3,1,1,4,True,Liverpool
Liverpool,10,2017,9,6,5,9,8,17,1,0,0,3,2,3,2,1,False,Leicester
Man City,11,2017,10,6,1,6,5,20,1,0,0,5,0,5,1,0,True,Crystal Palace
Crystal Palace,6,2017,5,6,20,11,10,1,0,0,1,0,5,0,0,6,False,Man City
Southampton,14,2017,13,6,11,12,11,2,0,0,1,0,1,2,2,2,True,Man Utd
Man Utd,12,2017,11,6,2,14,13,11,1,0,0,1,0,5,1,0,False,Southampton
Stoke City,15,2017,14,6,16,5,4,3,0,0,1,0,4,1,2,3,True,Chelsea
Chelsea,5,2017,4,6,3,15,14,16,1,0,0,4,0,4,1,1,False,Stoke City
Swansea,16,2017,16,6,15,18,18,6,0,0,1,1,2,1,2,3,True,Watford
Watford,18,2017,18,6,6,16,16,15,1,0,0,2,1,3,2,1,False,Swansea
West Ham,20,2017,20,6,18,17,17,4,0,0,1,2,3,1,1,4,True,Spurs
Spurs,17,2017,17,6,4,20,20,18,1,0,0,3,2,3,2,1,False,West Ham
Brighton,3,2017,21,6,13,13,23,10,1,0,0,1,0,2,1,3,True,Newcastle
Newcastle,13,2017,23,6,10,3,21,13,0,0,1,0,1,3,0,3,False,Brighton
Arsenal,1,2017,1,6,7,19,19,12,1,0,0,2,0,3,1,2,True,West Brom
West Brom,19,2017,19,6,12,1,1,7,0,0,1,0,2,2,2,2,False,Arsenal
