team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Chelsea,5,2017,4,9,4,18,18,6,1,0,0,4,2,5,1,3,True,Watford
Watford,18,2017,18,9,6,5,4,4,0,0,1,2,4,4,3,2,False,Chelsea
Everton,7,2017,6,9,18,1,1,5,0,0,1,2,5,2,2,5,True,Arsenal
Arsenal,1,2017,1,9,5,7,6,18,1,0,0,5,2,5,1,3,False,Everton
Huddersfield,8,2017,22,9,11,12,11,2,1,0,0,2,1,3,3,3,True,Man Utd
Man Utd,12,2017,11,9,2,8,22,11,0,0,1,1,2,6,2,1,False,Huddersfield
Man City,11,2017,10,9,1,4,3,8,1,0,0,3,0,8,1,0,True,Burnley
Burnley,4,2017,3,9,8,11,10,1,0,0,1,0,3,3,4,2,False,Man City
Newcastle,13,2017,23,9,7,6,5,20,1,0,0,1,0,4,2,3,True,Crystal Palace
Crystal Palace,6,2017,5,9,20,13,23,7,0,0,1,0,1,1,0,8,False,Newcastle
Southampton,14,2017,13,9,10,19,19,13,1,0,0,1,0,3,3,3,True,West Brom
West Brom,19,2017,19,9,13,14,13,10,0,0,1,0,1,2,4,3,False,Southampton
Stoke City,15,2017,14,9,17,2,2,19,0,0,1,1,2,2,2,5,True,Bournemouth
Bournemouth,2,2017,2,9,19,15,14,17,1,0,0,2,1,2,1,6,False,Stoke City
Swansea,16,2017,16,9,15,9,8,14,0,0,1,1,2,2,2,5,True,Leicester
Leicester,9,2017,8,9,14,16,16,15,1,0,0,2,1,2,3,4,False,Swansea
Spurs,17,2017,17,9,3,10,9,9,1,0,0,4,1,6,2,1,True,Liverpool
Liverpool,10,2017,9,9,9,17,17,3,0,0,1,1,4,3,4,2,False,Spurs
West Ham,20,2017,20,9,16,3,21,12,0,0,1,0,3,2,2,5,True,Brighton
Brighton,3,2017,21,9,12,20,20,16,1,0,0,3,0,3,2,4,False,West Ham
