team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Bournemouth,2,2017,2,3,18,11,10,4,0,0,1,1,2,0,0,3,True,Man City
Man City,11,2017,10,3,4,2,2,18,1,0,0,2,1,2,1,0,False,Bournemouth
Chelsea,5,2017,4,3,6,7,6,12,1,0,0,2,0,2,0,1,True,Everton
Everton,7,2017,6,3,12,5,4,6,0,0,1,0,2,1,1,1,False,Chelsea
Crystal Palace,6,2017,5,3,19,16,16,13,0,0,1,0,2,0,0,3,True,Swansea
Swansea,16,2017,16,3,13,6,5,19,1,0,0,2,0,1,1,1,False,Crystal Palace
Huddersfield,8,2017,22,3,3,14,13,8,0,1,0,0,0,2,1,0,True,Southampton
Southampton,14,2017,13,3,8,8,22,3,0,1,0,0,0,1,2,0,False,Huddersfield
Man Utd,12,2017,11,3,1,9,8,15,1,0,0,2,0,3,0,0,True,Leicester
Leicester,9,2017,8,3,15,12,11,1,0,0,1,0,2,1,0,2,False,Man Utd
Newcastle,13,2017,23,3,14,20,20,20,1,0,0,3,0,1,0,2,True,West Ham
West Ham,20,2017,20,3,20,13,23,14,0,0,1,0,3,0,0,3,False,Newcastle
Watford,18,2017,18,3,7,3,21,17,0,1,0,0,0,1,2,0,True,Brighton
Brighton,3,2017,21,3,17,18,18,7,0,1,0,0,0,0,1,2,False,Watford
Liverpool,10,2017,9,3,2,1,1,16,1,0,0,4,0,2,1,0,True,Arsenal
Arsenal,1,2017,1,3,16,10,9,2,0,0,1,0,4,1,0,2,False,Liverpool
Spurs,17,2017,17,3,9,4,3,10,0,1,0,1,1,1,1,1,True,Burnley
Burnley,4,2017,3,3,10,17,17,9,0,1,0,1,1,1,1,1,False,Spurs
West Brom,19,2017,19,3,5,15,14,11,0,1,0,1,1,2,1,0,True,Stoke City
Stoke City,15,2017,14,3,11,19,19,5,0,1,0,1,1,1,1,1,False,West Brom
