team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Bournemouth,2,2017,2,23,13,1,1,6,1,0,0,2,1,6,6,11,True,Arsenal
Arsenal,1,2017,1,23,6,2,2,13,0,0,1,1,2,11,6,6,False,Bournemouth
Chelsea,5,2017,4,23,4,9,8,8,0,1,0,0,0,14,5,4,True,Leicester
Leicester,9,2017,8,23,8,5,4,4,0,1,0,0,0,8,7,8,False,Chelsea
Crystal Palace,6,2017,5,23,12,4,3,7,1,0,0,1,0,6,7,10,True,Burnley
Burnley,4,2017,3,23,7,6,5,12,0,0,1,0,1,9,7,7,False,Crystal Palace
Huddersfield,8,2017,22,23,14,20,20,11,0,0,1,1,4,6,6,11,True,West Ham
West Ham,20,2017,20,23,11,8,22,14,1,0,0,4,1,6,7,10,False,Huddersfield
Liverpool,10,2017,9,23,3,11,10,1,1,0,0,4,3,13,8,2,True,Man City
Man City,11,2017,10,23,1,10,9,3,0,0,1,3,4,20,2,1,False,Liverpool
Man Utd,12,2017,11,23,2,15,14,18,1,0,0,3,0,15,5,3,True,Stoke City
Stoke City,15,2017,14,23,18,12,11,2,0,0,1,0,3,5,5,13,False,Man Utd
Newcastle,13,2017,23,23,15,16,16,20,0,1,0,1,1,6,5,12,True,Swansea
Swansea,16,2017,16,23,20,13,23,15,0,1,0,1,1,4,5,14,False,Newcastle
Spurs,17,2017,17,23,5,7,6,9,1,0,0,4,0,13,5,5,True,Everton
Everton,7,2017,6,23,9,17,17,5,0,0,1,0,4,7,6,10,False,Spurs
Watford,18,2017,18,23,10,14,13,17,0,1,0,2,2,7,5,11,True,Southampton
Southampton,14,2017,13,23,17,18,18,10,0,1,0,2,2,4,9,10,False,Watford
West Brom,19,2017,19,23,19,3,21,16,1,0,0,2,0,3,10,10,True,Brighton
Brighton,3,2017,21,23,16,19,19,19,0,0,1,0,2,5,8,10,False,West Brom
