team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Spurs,17,2017,17,22,5,20,20,15,0,1,0,1,1,12,5,5,True,West Ham
West Ham,20,2017,20,22,15,17,17,5,0,1,0,1,1,5,7,10,False,Spurs
Arsenal,1,2017,1,22,6,5,4,3,0,1,0,2,2,11,6,5,True,Chelsea
Chelsea,5,2017,4,22,3,1,1,6,0,1,0,2,2,14,4,4,False,Arsenal
Brighton,3,2017,21,22,12,2,2,16,0,1,0,2,2,5,8,9,True,Bournemouth
Bournemouth,2,2017,2,22,16,3,21,12,0,1,0,2,2,5,6,11,False,Brighton
Burnley,4,2017,3,22,7,10,9,4,0,0,1,1,2,9,7,6,True,Liverpool
Liverpool,10,2017,9,22,4,4,3,7,1,0,0,2,1,12,8,2,False,Burnley
Everton,7,2017,6,22,9,12,11,2,0,0,1,0,2,7,6,9,True,Man Utd
Man Utd,12,2017,11,22,2,7,6,9,1,0,0,2,0,14,5,3,False,Everton
Leicester,9,2017,8,22,8,8,22,11,1,0,0,3,0,8,6,8,True,Huddersfield
Huddersfield,8,2017,22,22,11,9,8,8,0,0,1,0,3,6,6,10,False,Leicester
Man City,11,2017,10,22,1,18,18,10,1,0,0,3,1,20,2,0,True,Watford
Watford,18,2017,18,22,10,11,10,1,0,0,1,1,3,7,4,11,False,Man City
Southampton,14,2017,13,22,17,6,5,14,0,0,1,1,2,4,8,10,True,Crystal Palace
Crystal Palace,6,2017,5,22,14,14,13,17,1,0,0,2,1,5,7,10,False,Southampton
Stoke City,15,2017,14,22,18,13,23,13,0,0,1,0,1,5,5,12,True,Newcastle
Newcastle,13,2017,23,22,13,15,14,18,1,0,0,1,0,6,4,12,False,Stoke City
Swansea,16,2017,16,22,20,17,17,5,0,0,1,0,2,4,4,14,True,Spurs
Spurs,17,2017,17,22,5,16,16,20,1,0,0,2,0,12,5,5,False,Swansea
West Ham,20,2017,20,22,15,19,19,19,1,0,0,2,1,5,7,10,True,West Brom
West Brom,19,2017,19,22,19,20,20,15,0,0,1,1,2,2,10,10,False,West Ham
