team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2017,1,15,5,12,11,2,0,0,1,1,3,9,1,5,True,Man Utd
Man Utd,12,2017,11,15,2,1,1,5,1,0,0,3,1,11,2,2,False,Arsenal
Bournemouth,2,2017,2,15,14,14,13,11,0,1,0,1,1,4,3,8,True,Southampton
Southampton,14,2017,13,15,11,2,2,14,0,1,0,1,1,4,5,6,False,Bournemouth
Brighton,3,2017,21,15,12,10,9,4,0,0,1,1,5,4,5,6,True,Liverpool
Liverpool,10,2017,9,15,4,3,21,12,1,0,0,5,1,8,5,2,False,Brighton
Chelsea,5,2017,4,15,3,13,23,15,1,0,0,3,1,10,2,3,True,Newcastle
Newcastle,13,2017,23,15,15,5,4,3,0,0,1,1,3,4,3,8,False,Chelsea
Everton,7,2017,6,15,10,8,22,16,1,0,0,2,0,5,3,7,True,Huddersfield
Huddersfield,8,2017,22,15,16,7,6,10,0,0,1,0,2,4,3,8,False,Everton
Leicester,9,2017,8,15,9,4,3,7,1,0,0,1,0,5,5,5,True,Burnley
Burnley,4,2017,3,15,7,9,8,9,0,0,1,0,1,7,4,4,False,Leicester
Man City,11,2017,10,15,1,20,20,19,1,0,0,2,1,14,1,0,True,West Ham
West Ham,20,2017,20,15,19,11,10,1,0,0,1,1,2,2,4,9,False,Man City
Stoke City,15,2017,14,15,13,16,16,20,1,0,0,2,1,4,4,7,True,Swansea
Swansea,16,2017,16,15,20,15,14,13,0,0,1,1,2,2,3,10,False,Stoke City
Watford,18,2017,18,15,8,17,17,6,0,1,0,1,1,6,4,5,True,Spurs
Spurs,17,2017,17,15,6,18,18,8,0,1,0,1,1,7,4,4,False,Watford
West Brom,19,2017,19,15,17,6,5,18,0,1,0,0,0,2,7,6,True,Crystal Palace
Crystal Palace,6,2017,5,15,18,19,19,17,0,1,0,0,0,2,4,9,False,West Brom
