id,name,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position
1,Arsenal,28,9,1,4,28,16,12,14,17,0,4
2,Bournemouth,14,4,2,8,12,16,-4,14,23,1,15
3,Brighton,17,4,5,5,13,14,-1,14,20,0,10
4,Burnley,25,7,4,3,14,11,3,14,24,0,6
5,Chelsea,29,9,2,3,25,11,14,14,21,3,3
6,Crystal Palace,9,2,3,9,8,25,-17,14,25,0,20
7,Everton,15,4,3,7,17,28,-11,14,23,2,13
8,Huddersfield,15,4,3,7,9,24,-15,14,26,2,14
9,Leicester,17,4,5,5,19,20,-1,14,15,0,9
10,Liverpool,26,7,5,2,28,18,10,14,20,1,5
11,Man City,40,13,1,0,44,9,35,14,25,2,1
12,Man Utd,32,10,2,2,32,8,24,14,21,0,2
13,Newcastle,15,4,3,7,13,19,-6,14,24,1,12
14,Southampton,16,4,4,6,14,17,-3,14,12,0,11
15,Stoke City,13,3,4,7,16,29,-13,14,14,0,16
16,Swansea,9,2,3,9,7,16,-9,14,21,0,19
17,Spurs,24,7,3,4,22,12,10,14,16,1,7
18,Watford,21,6,3,5,24,25,-1,14,23,1,8
19,West Brom,12,2,6,6,12,21,-9,14,29,1,17
20,West Ham,10,2,4,8,12,30,-18,14,28,2,18
