team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Burnley,4,2017,3,38,7,2,2,12,0,0,1,1,2,14,12,12,True,Bournemouth
Bournemouth,2,2017,2,38,12,4,3,7,1,0,0,2,1,11,11,16,False,Burnley
Crystal Palace,6,2017,5,38,11,19,19,20,1,0,0,2,0,11,11,16,True,West Brom
West Brom,19,2017,19,38,20,6,5,11,0,0,1,0,2,6,13,19,False,Crystal Palace
Huddersfield,8,2017,22,38,16,1,1,6,0,0,1,0,1,9,10,19,True,Arsenal
Arsenal,1,2017,1,38,6,8,22,16,1,0,0,1,0,19,6,13,False,Huddersfield
Liverpool,10,2017,9,38,4,3,21,15,1,0,0,4,0,21,12,5,True,Brighton
Brighton,3,2017,21,38,15,10,9,4,0,0,1,0,4,9,13,16,False,Liverpool
Man Utd,12,2017,11,38,2,18,18,14,1,0,0,1,0,25,6,7,True,Watford
Watford,18,2017,18,38,14,12,11,2,0,0,1,0,1,11,8,19,False,Man Utd
Newcastle,13,2017,23,38,10,5,4,5,1,0,0,3,0,12,8,18,True,Chelsea
Chelsea,5,2017,4,38,5,13,23,10,0,0,1,0,3,21,7,10,False,Newcastle
Southampton,14,2017,13,38,17,11,10,1,0,0,1,0,1,7,15,16,True,Man City
Man City,11,2017,10,38,1,14,13,17,1,0,0,1,0,32,4,2,False,Southampton
Swansea,16,2017,16,38,18,15,14,19,0,0,1,1,2,8,9,21,True,Stoke City
Stoke City,15,2017,14,38,19,16,16,18,1,0,0,2,1,7,12,19,False,Swansea
Spurs,17,2017,17,38,3,9,8,9,1,0,0,5,4,23,8,7,True,Leicester
Leicester,9,2017,8,38,9,17,17,3,0,0,1,4,5,12,11,15,False,Spurs
West Ham,20,2017,20,38,13,7,6,8,1,0,0,3,1,10,12,16,True,Everton
Everton,7,2017,6,38,8,20,20,13,0,0,1,1,3,13,10,15,False,West Ham
