team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Burnley,4,2017,3,16,7,18,18,9,1,0,0,1,0,8,4,4,True,Watford
Watford,18,2017,18,16,9,4,3,7,0,0,1,0,1,6,4,6,False,Burnley
Crystal Palace,6,2017,5,16,20,2,2,14,0,1,0,2,2,2,5,9,True,Bournemouth
Bournemouth,2,2017,2,16,14,6,5,20,0,1,0,2,2,4,4,8,False,Crystal Palace
Huddersfield,8,2017,22,16,12,3,21,13,1,0,0,2,0,5,3,8,True,Brighton
Brighton,3,2017,21,16,13,8,22,12,0,0,1,0,2,4,5,7,False,Huddersfield
Liverpool,10,2017,9,16,4,7,6,10,0,1,0,1,1,8,6,2,True,Everton
Everton,7,2017,6,16,10,10,9,4,0,1,0,1,1,5,4,7,False,Liverpool
Man Utd,12,2017,11,16,2,11,10,1,0,0,1,1,2,11,2,3,True,Man City
Man City,11,2017,10,16,1,12,11,2,1,0,0,2,1,15,1,0,False,Man Utd
Newcastle,13,2017,23,16,16,9,8,8,0,0,1,2,3,4,3,9,True,Leicester
Leicester,9,2017,8,16,8,13,23,16,1,0,0,3,2,6,5,5,False,Newcastle
Swansea,16,2017,16,16,19,19,19,17,1,0,0,1,0,3,3,10,True,West Brom
West Brom,19,2017,19,16,17,16,16,19,0,0,1,0,1,2,7,7,False,Swansea
Spurs,17,2017,17,16,6,15,14,15,1,0,0,5,1,8,4,4,True,Stoke City
Stoke City,15,2017,14,16,15,17,17,6,0,0,1,1,5,4,4,8,False,Spurs
West Ham,20,2017,20,16,18,5,4,3,1,0,0,1,0,3,4,9,True,Chelsea
Chelsea,5,2017,4,16,3,20,20,18,0,0,1,0,1,10,2,4,False,West Ham
Southampton,14,2017,13,16,11,1,1,5,0,1,0,1,1,4,6,6,True,Arsenal
Arsenal,1,2017,1,16,5,14,13,11,0,1,0,1,1,9,2,5,False,Southampton
