name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell,0,38,1,0,0,21,0,5,30,46.3,1,0,443,0,0,253,0,3,0,7.1,14622,25.0,3,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,90,0,3,3,0,0,0,0,6,0,26,0,204505,0,1,0,1,3,0.0,0,-7308,5302,12610,51,False,0,1,20.0,27,6,9,11,32,46,-14,26,55,2,12,2017,18,11,30,8,6,13,37,47,-10,27,44,4,Aaron,Cresswell,2
Aaron_Lennon,0,19,0,0,0,11,0,4,12,1.8,1,0,153,0,0,254,0,1,0,4.3,14332,13.2,0,2018-02-03T12:30:00Z,03 Feb 12:30,0,0,90,0,0,11,0,0,0,0,3,0,26,0,6643,0,1,1,1,1,28.0,2,251,683,432,54,True,0,0,4.0,36,9,9,8,21,23,-2,26,50,0,7,2017,16,16,27,7,6,14,20,37,-17,27,39,0,Aaron,Lennon,3
Aaron_Mooy,0,25,0,0,0,3,0,3,18,19.3,0,0,172,0,0,258,2,2,0,6.3,14351,10.8,1,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,57,0,0,12,0,0,0,0,3,0,26,0,341863,1,0,0,0,2,33.0,1,-14277,4057,18334,54,False,0,0,8.0,24,6,6,14,19,46,-27,26,40,3,19,2017,2,10,31,8,7,12,31,41,-10,27,43,1,Aaron,Mooy,3
Aaron_Ramsdale,0,0,0,0,0,0,0,0,0,0.0,0,0,549,0,0,252,0,0,0,0.0,14728,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,15,0,0,0,0,0,0,26,0,12278,0,0,0,1,2,0.0,0,-246,17,263,40,True,0,0,2.0,31,8,7,11,30,37,-7,26,40,1,9,2017,8,17,27,7,6,14,23,47,-24,27,40,3,Aaron,Ramsdale,1
Aaron_Ramsey,0,57,0,0,3,70,0,3,52,15.5,1,0,18,0,0,251,1,1,3,17.3,14197,110.8,1,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,74,0,0,7,0,0,0,0,4,0,26,0,156884,1,1,0,1,5,47.0,20,4000,10252,6252,69,True,0,0,1.0,45,13,6,7,51,35,16,26,39,0,6,2017,17,5,52,15,7,5,52,24,28,27,35,2,Aaron,Ramsey,3
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,255,0,0,0,0.0,14758,0.0,0,2018-02-04T14:15:00Z,04 Feb 14:15,0,0,0,0,0,13,0,0,0,0,0,0,26,0,114,0,0,0,1,1,0.0,0,1,11,10,45,True,0,0,6.0,27,6,9,11,24,39,-15,26,49,0,14,2017,7,9,34,9,7,11,32,46,-14,27,42,2,Aaron,Wan-Bissaka,3
Abdelhamid_Sabiri,0,0,0,0,0,0,0,0,0,0.0,0,0,522,0,0,258,0,0,0,0.0,14701,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,12,0,0,0,0,0,0,26,0,442,0,0,0,0,2,0.0,0,-3,4,7,48,False,0,0,8.0,24,6,6,14,19,46,-27,26,40,3,19,2017,2,10,31,8,7,12,31,41,-10,27,43,1,Abdelhamid,Sabiri,3
Abdoulaye_Doucouré,2,54,0,0,2,35,0,4,47,49.6,0,0,414,0,0,259,1,1,0,12.3,14593,61.0,4,2018-02-05T20:00:00Z,05 Feb 20:00,0,0,90,0,1,5,0,0,0,0,8,0,26,0,756664,0,0,1,1,4,12.0,10,-10632,29496,40128,53,True,0,0,18.0,30,8,6,12,37,45,-8,26,43,4,11,2017,20,12,30,7,9,11,34,46,-12,27,56,2,Abdoulaye,Doucouré,3
Adam_Federici,0,0,0,0,0,0,0,0,0,0.0,0,0,31,0,0,252,0,0,0,0.0,14210,0.0,0,2018-02-03T15:00:00Z,03 Feb 15:00,0,0,0,0,0,15,0,0,0,0,0,0,26,0,126788,0,0,0,1,2,0.0,0,-557,578,1135,40,True,0,0,2.0,31,8,7,11,30,37,-7,26,40,1,9,2017,8,17,27,7,6,14,23,47,-24,27,40,3,Adam,Federici,1
Adam_Lallana,0,0,0,0,0,0,0,0,0,0.0,0,0,228,0,0,257,0,0,0,0.0,14407,0.0,0,2018-02-04T16:30:00Z,04 Feb 16:30,0,0,0,0,0,17,0,0,0,0,0,0,26,0,18280,0,0,0,2,2,0.0,0,-511,45,556,73,True,0,0,10.0,51,14,9,3,59,31,28,26,33,1,3,2017,14,18,26,5,11,11,28,40,-12,27,39,0,Adam,Lallana,3
