team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2017,21,29,10,1,1,6,1,0,0,2,1,8,10,11,True,Arsenal
Arsenal,1,2017,1,29,6,3,21,10,0,0,1,1,2,13,6,10,False,Brighton
Burnley,4,2017,3,29,7,7,6,11,1,0,0,2,1,10,10,9,True,Everton
Everton,7,2017,6,29,11,4,3,7,0,0,1,1,2,9,7,13,False,Burnley
Crystal Palace,6,2017,5,29,18,12,11,2,0,0,1,2,3,6,9,14,True,Man Utd
Man Utd,12,2017,11,29,2,6,5,18,1,0,0,3,2,19,5,5,False,Crystal Palace
Leicester,9,2017,8,29,8,2,2,12,0,1,0,1,1,9,10,10,True,Bournemouth
Bournemouth,2,2017,2,29,12,9,8,8,0,1,0,1,1,8,9,12,False,Leicester
Liverpool,10,2017,9,29,3,13,23,16,1,0,0,2,0,17,9,3,True,Newcastle
Newcastle,13,2017,23,29,16,10,9,3,0,0,1,0,2,7,8,14,False,Liverpool
Man City,11,2017,10,29,1,5,4,5,1,0,0,1,0,25,3,1,True,Chelsea
Chelsea,5,2017,4,29,5,11,10,1,0,0,1,0,1,16,5,8,False,Man City
Southampton,14,2017,13,29,17,15,14,19,0,1,0,0,0,5,13,11,True,Stoke City
Stoke City,15,2017,14,29,19,14,13,17,0,1,0,0,0,6,9,14,False,Southampton
Swansea,16,2017,16,29,13,20,20,14,1,0,0,4,1,8,6,15,True,West Ham
West Ham,20,2017,20,29,14,16,16,13,0,0,1,1,4,7,9,13,False,Swansea
Spurs,17,2017,17,29,4,8,22,15,1,0,0,2,0,17,7,5,True,Huddersfield
Huddersfield,8,2017,22,29,15,17,17,4,0,0,1,0,2,8,6,15,False,Spurs
Watford,18,2017,18,29,9,19,19,20,1,0,0,1,0,10,6,13,True,West Brom
West Brom,19,2017,19,29,20,18,18,9,0,0,1,0,1,3,11,15,False,Watford
