team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2017,1,30,6,18,18,10,1,0,0,3,0,14,6,10,True,Watford
Watford,18,2017,18,30,10,1,1,6,0,0,1,0,3,10,6,14,False,Arsenal
Bournemouth,2,2017,2,30,12,17,17,3,0,0,1,1,4,8,9,13,True,Spurs
Spurs,17,2017,17,30,3,2,2,12,1,0,0,4,1,18,7,5,False,Bournemouth
Chelsea,5,2017,4,30,5,6,5,18,1,0,0,2,1,17,5,8,True,Crystal Palace
Crystal Palace,6,2017,5,30,18,5,4,5,0,0,1,1,2,6,9,15,False,Chelsea
Everton,7,2017,6,30,9,3,21,11,1,0,0,2,0,10,7,13,True,Brighton
Brighton,3,2017,21,30,11,7,6,9,0,0,1,0,2,8,10,12,False,Everton
Huddersfield,8,2017,22,30,15,16,16,14,0,1,0,0,0,8,7,15,True,Swansea
Swansea,16,2017,16,30,14,8,22,15,0,1,0,0,0,8,7,15,False,Huddersfield
Man Utd,12,2017,11,30,2,10,9,4,1,0,0,2,1,20,5,5,True,Liverpool
Liverpool,10,2017,9,30,4,12,11,2,0,0,1,1,2,17,9,4,False,Man Utd
Newcastle,13,2017,23,30,13,14,13,17,1,0,0,3,0,8,8,14,True,Southampton
Southampton,14,2017,13,30,17,13,23,13,0,0,1,0,3,5,13,12,False,Newcastle
Stoke City,15,2017,14,30,19,11,10,1,0,0,1,0,2,6,9,15,True,Man City
Man City,11,2017,10,30,1,15,14,19,1,0,0,2,0,26,3,1,False,Stoke City
West Brom,19,2017,19,30,20,9,8,8,0,0,1,1,4,3,11,16,True,Leicester
Leicester,9,2017,8,30,8,19,19,20,1,0,0,4,1,10,10,10,False,West Brom
West Ham,20,2017,20,30,16,4,3,7,0,0,1,0,3,7,9,14,True,Burnley
Burnley,4,2017,3,30,7,20,20,16,1,0,0,3,0,11,10,9,False,West Ham
