fixture,round,team_home,uniqueid_home,team_away,uniqueid_away,team_home_gs,team_home_gc,team_away_gs,team_away_gc,team_home_win,team_home_draw,team_home_loss,team_away_win,team_away_draw,team_away_loss
93,10,3,21,14,13,1,1,1,1,0,1,0,0,1,0
98,10,12,11,17,17,1,0,0,1,1,0,0,0,0,1
109,11,20,20,10,9,1,4,4,1,0,0,1,1,0,0
103,11,8,22,19,19,1,0,0,1,1,0,0,0,0,1
104,11,13,23,2,2,0,1,1,0,0,0,1,1,0,0
110,11,11,10,1,1,3,1,1,3,1,0,0,0,0,1
102,11,7,6,18,18,3,2,2,3,1,0,0,0,0,1
105,11,14,13,4,3,0,1,1,0,0,0,1,1,0,0
106,11,15,14,9,8,2,2,2,2,0,1,0,0,1,0
107,11,16,16,3,21,0,1,1,0,0,0,1,1,0,0
108,11,17,17,6,5,1,0,0,1,1,0,0,0,0,1
101,11,5,4,12,11,1,0,0,1,1,0,0,0,0,1
119,12,18,18,20,20,2,0,0,2,1,0,0,0,0,1
112,12,2,2,8,22,4,0,0,4,1,0,0,0,0,1
111,12,1,1,17,17,2,0,0,2,1,0,0,0,0,1
117,12,10,9,14,13,3,0,0,3,1,0,0,0,0,1
114,12,4,3,16,16,2,0,0,2,1,0,0,0,0,1
115,12,6,5,7,6,2,2,2,2,0,1,0,0,1,0
120,12,19,19,5,4,0,4,4,0,0,0,1,1,0,0
116,12,9,8,11,10,0,2,2,0,0,0,1,1,0,0
118,12,12,11,13,23,4,1,1,4,1,0,0,0,0,1
113,12,3,21,15,14,2,2,2,2,0,1,0,0,1,0
129,13,20,20,9,8,1,1,1,1,0,1,0,0,1,0
122,13,8,22,11,10,1,2,2,1,0,0,1,1,0,0
127,13,16,16,2,2,0,0,0,0,0,1,0,0,1,0
130,13,4,3,1,1,0,1,1,0,0,0,1,1,0,0
125,13,13,23,18,18,0,3,3,0,0,0,1,1,0,0
123,13,10,9,5,4,1,1,1,1,0,1,0,0,1,0
126,13,14,13,7,6,4,1,1,4,1,0,0,0,0,1
128,13,17,17,19,19,1,1,1,1,0,1,0,0,1,0
124,13,12,11,3,21,1,0,0,1,1,0,0,0,0,1
121,13,6,5,15,14,2,1,1,2,1,0,0,0,0,1
138,14,7,6,20,20,4,0,0,4,1,0,0,0,0,1
135,14,1,1,8,22,5,0,0,5,1,0,0,0,0,1
136,14,2,2,4,3,1,2,2,1,0,0,1,1,0,0
133,14,18,18,12,11,2,4,4,2,0,0,1,1,0,0
140,14,15,14,10,9,0,3,3,0,0,0,1,1,0,0
134,14,19,19,13,23,2,2,2,2,0,1,0,0,1,0
132,14,9,8,17,17,2,1,1,2,1,0,0,0,0,1
139,14,11,10,14,13,2,1,1,2,1,0,0,0,0,1
137,14,5,4,16,16,1,0,0,1,1,0,0,0,0,1
131,14,3,21,6,5,0,0,0,0,0,1,0,0,1,0
147,15,11,10,20,20,2,1,1,2,1,0,0,0,0,1
145,15,7,6,8,22,2,0,0,2,1,0,0,0,0,1
142,15,2,2,14,13,1,1,1,1,0,1,0,0,1,0
141,15,1,1,12,11,1,3,3,1,0,0,1,1,0,0
149,15,18,18,17,17,1,1,1,1,0,1,0,0,1,0
143,15,3,21,10,9,1,5,5,1,0,0,1,1,0,0
146,15,9,8,4,3,1,0,0,1,1,0,0,0,0,1
150,15,19,19,6,5,0,0,0,0,0,1,0,0,1,0
144,15,5,4,13,23,3,1,1,3,1,0,0,0,0,1
148,15,15,14,16,16,2,1,1,2,1,0,0,0,0,1
159,16,20,20,5,4,1,0,0,1,1,0,0,0,0,1
153,16,8,22,3,21,2,0,0,2,1,0,0,0,0,1
152,16,6,5,2,2,2,2,2,2,0,1,0,0,1,0
160,16,14,13,1,1,1,1,1,1,0,1,0,0,1,0
151,16,4,3,18,18,1,0,0,1,1,0,0,0,0,1
154,16,10,9,7,6,1,1,1,1,0,1,0,0,1,0
157,16,16,16,19,19,1,0,0,1,1,0,0,0,0,1
156,16,13,23,9,8,2,3,3,2,0,0,1,1,0,0
155,16,12,11,11,10,1,2,2,1,0,0,1,1,0,0
158,16,17,17,15,14,5,1,1,5,1,0,0,0,0,1
170,17,20,20,1,1,0,0,0,0,0,1,0,0,1,0
163,17,8,22,5,4,1,3,3,1,0,0,1,1,0,0
164,17,12,11,2,2,1,0,0,1,1,0,0,0,0,1
162,17,6,5,18,18,2,1,1,2,1,0,0,0,0,1
166,17,10,9,19,19,0,0,0,0,0,1,0,0,1,0
161,17,4,3,15,14,1,0,0,1,1,0,0,0,0,1
167,17,13,23,7,6,0,1,1,0,0,0,1,1,0,0
168,17,14,13,9,8,1,4,4,1,0,0,1,1,0,0
165,17,16,16,11,10,0,4,4,0,0,0,1,1,0,0
169,17,17,17,3,21,2,0,0,2,1,0,0,0,0,1
178,18,15,14,20,20,0,3,3,0,0,0,1,1,0,0
179,18,18,18,8,22,1,4,4,1,0,0,1,1,0,0
172,18,2,2,10,9,0,4,4,0,0,0,1,1,0,0
171,18,1,1,13,23,1,0,0,1,1,0,0,0,0,1
176,18,9,8,6,5,0,3,3,0,0,0,1,1,0,0
173,18,3,21,4,3,0,0,0,0,0,1,0,0,1,0
175,18,7,6,16,16,3,1,1,3,1,0,0,0,0,1
180,18,19,19,12,11,1,2,2,1,0,0,1,1,0,0
177,18,11,10,17,17,4,1,1,4,1,0,0,0,0,1
174,18,5,4,14,13,1,0,0,1,1,0,0,0,0,1
190,19,20,20,13,23,2,3,3,2,0,0,1,1,0,0
187,19,14,13,8,22,1,1,1,1,0,1,0,0,1,0
186,19,11,10,2,2,4,0,0,4,1,0,0,0,0,1
181,19,1,1,10,9,3,3,3,3,0,1,0,0,1,0
189,19,16,16,6,5,1,1,1,1,0,1,0,0,1,0
182,19,3,21,18,18,1,0,0,1,1,0,0,0,0,1
183,19,4,3,17,17,0,3,3,0,0,0,1,1,0,0
184,19,7,6,5,4,0,0,0,0,0,1,0,0,1,0
188,19,15,14,19,19,3,1,1,3,1,0,0,0,0,1
185,19,9,8,12,11,2,2,2,2,0,1,0,0,1,0
191,20,2,2,20,20,3,3,3,3,0,1,0,0,1,0
194,20,8,22,15,14,1,1,1,1,0,1,0,0,1,0
193,20,6,5,1,1,2,3,3,2,0,0,1,1,0,0
199,20,18,18,9,8,2,1,1,2,1,0,0,0,0,1
195,20,10,9,16,16,5,0,0,5,1,0,0,0,0,1
196,20,12,11,4,3,2,2,2,2,0,1,0,0,1,0
200,20,19,19,7,6,0,0,0,0,0,1,0,0,1,0
197,20,13,23,11,10,0,1,1,0,0,0,1,1,0,0
198,20,17,17,14,13,5,2,2,5,1,0,0,0,0,1
192,20,5,4,3,21,2,0,0,2,1,0,0,0,0,1
204,21,8,22,4,3,0,0,0,0,0,1,0,0,1,0
201,21,2,2,7,6,2,1,1,2,1,0,0,0,0,1
210,21,19,19,1,1,1,1,1,1,0,1,0,0,1,0
203,21,6,5,11,10,0,0,0,0,0,1,0,0,1,0
209,21,18,18,16,16,1,2,2,1,0,0,1,1,0,0
205,21,10,9,9,8,2,1,1,2,1,0,0,0,0,1
207,21,13,23,3,21,0,0,0,0,0,1,0,0,1,0
206,21,12,11,14,13,0,0,0,0,0,1,0,0,1,0
202,21,5,4,15,14,5,0,0,5,1,0,0,0,0,1
220,22,20,20,19,19,2,1,1,2,1,0,0,0,0,1
208,22,17,17,20,20,1,1,1,1,0,1,0,0,1,0
215,22,9,8,8,22,3,0,0,3,1,0,0,0,0,1
212,22,3,21,2,2,2,2,2,2,0,1,0,0,1,0
211,22,1,1,5,4,2,2,2,2,0,1,0,0,1,0
217,22,14,13,6,5,1,2,2,1,0,0,1,1,0,0
216,22,11,10,18,18,3,1,1,3,1,0,0,0,0,1
213,22,4,3,10,9,1,2,2,1,0,0,1,1,0,0
214,22,7,6,12,11,0,2,2,0,0,0,1,1,0,0
218,22,15,14,13,23,0,1,1,0,0,0,1,1,0,0
219,22,16,16,17,17,0,2,2,0,0,0,1,1,0,0
224,23,8,22,20,20,1,4,4,1,0,0,1,1,0,0
221,23,2,2,1,1,2,1,1,2,1,0,0,0,0,1
223,23,6,5,4,3,1,0,0,1,1,0,0,0,0,1
229,23,18,18,14,13,2,2,2,2,0,1,0,0,1,0
225,23,10,9,11,10,4,3,3,4,1,0,0,0,0,1
228,23,17,17,7,6,4,0,0,4,1,0,0,0,0,1
222,23,5,4,9,8,0,0,0,0,0,1,0,0,1,0
230,23,19,19,3,21,2,0,0,2,1,0,0,0,0,1
227,23,13,23,16,16,1,1,1,1,0,1,0,0,1,0
226,23,12,11,15,14,3,0,0,3,1,0,0,0,0,1
240,24,20,20,2,2,1,1,1,1,0,1,0,0,1,0
238,24,15,14,8,22,2,0,0,2,1,0,0,0,0,1
231,24,1,1,6,5,4,1,1,4,1,0,0,0,0,1
235,24,9,8,18,18,2,0,0,2,1,0,0,0,0,1
239,24,16,16,10,9,1,0,0,1,1,0,0,0,0,1
233,24,4,3,12,11,0,1,1,0,0,0,1,1,0,0
234,24,7,6,19,19,1,1,1,1,0,1,0,0,1,0
236,24,11,10,13,23,3,1,1,3,1,0,0,0,0,1
237,24,14,13,17,17,1,1,1,1,0,1,0,0,1,0
232,24,3,21,5,4,0,4,4,0,0,0,1,1,0,0
243,25,20,20,6,5,1,1,1,1,0,1,0,0,1,0
247,25,13,23,4,3,1,1,1,1,0,1,0,0,1,0
241,25,8,22,10,9,0,3,3,0,0,0,1,1,0,0
244,25,5,4,2,2,0,3,3,0,0,0,1,1,0,0
242,25,16,16,1,1,3,1,1,3,1,0,0,0,0,1
249,25,15,14,18,18,0,0,0,0,0,1,0,0,1,0
245,25,7,6,9,8,2,1,1,2,1,0,0,0,0,1
246,25,11,10,19,19,3,0,0,3,1,0,0,0,0,1
250,25,17,17,12,11,2,0,0,2,1,0,0,0,0,1
248,25,14,13,3,21,1,1,1,1,0,1,0,0,1,0
253,26,3,21,20,20,3,1,1,3,1,0,0,0,0,1
254,26,4,3,11,10,1,1,1,1,0,1,0,0,1,0
258,26,12,11,8,22,2,0,0,2,1,0,0,0,0,1
252,26,2,2,15,14,2,1,1,2,1,0,0,0,0,1
251,26,1,1,7,6,5,1,1,5,1,0,0,0,0,1
255,26,6,5,13,23,1,1,1,1,0,1,0,0,1,0
259,26,18,18,5,4,4,1,1,4,1,0,0,0,0,1
257,26,10,9,17,17,2,2,2,2,0,1,0,0,1,0
256,26,9,8,16,16,1,1,1,1,0,1,0,0,1,0
260,26,19,19,14,13,2,3,3,2,0,0,1,1,0,0
270,27,20,20,18,18,2,0,0,2,1,0,0,0,0,1
268,27,16,16,4,3,1,0,0,1,1,0,0,0,0,1
263,27,8,22,2,2,4,1,1,4,1,0,0,0,0,1
269,27,17,17,1,1,1,0,0,1,1,0,0,0,0,1
262,27,7,6,6,5,3,1,1,3,1,0,0,0,0,1
266,27,14,13,10,9,0,2,2,0,0,0,1,1,0,0
264,27,11,10,9,8,5,1,1,5,1,0,0,0,0,1
261,27,5,4,19,19,3,0,0,3,1,0,0,0,0,1
265,27,13,23,12,11,1,0,0,1,1,0,0,0,0,1
267,27,15,14,3,21,1,1,1,1,0,1,0,0,1,0
277,28,10,9,20,20,4,1,1,4,1,0,0,0,0,1
274,28,4,3,14,13,1,1,1,1,0,1,0,0,1,0
280,28,19,19,8,22,1,2,2,1,0,0,1,1,0,0
272,28,2,2,13,23,2,2,2,2,0,1,0,0,1,0
271,28,1,1,11,10,0,3,3,0,0,0,1,1,0,0
275,28,6,5,17,17,0,1,1,0,0,0,1,1,0,0
279,28,18,18,7,6,1,0,0,1,1,0,0,0,0,1
276,28,9,8,15,14,1,1,1,1,0,1,0,0,1,0
278,28,12,11,5,4,2,1,1,2,1,0,0,0,0,1
273,28,3,21,16,16,4,1,1,4,1,0,0,0,0,1
288,29,16,16,20,20,4,1,1,4,1,0,0,0,0,1
282,29,4,3,7,6,2,1,1,2,1,0,0,0,0,1
289,29,17,17,8,22,2,0,0,2,1,0,0,0,0,1
284,29,9,8,2,2,1,1,1,1,0,1,0,0,1,0
281,29,3,21,1,1,2,1,1,2,1,0,0,0,0,1
283,29,6,5,12,11,2,3,3,2,0,0,1,1,0,0
290,29,18,18,19,19,1,0,0,1,1,0,0,0,0,1
285,29,10,9,13,23,2,0,0,2,1,0,0,0,0,1
286,29,11,10,5,4,1,0,0,1,1,0,0,0,0,1
287,29,14,13,15,14,0,0,0,0,0,1,0,0,1,0
300,30,20,20,4,3,0,3,3,0,0,0,1,1,0,0
295,30,8,22,16,16,0,0,0,0,0,1,0,0,1,0
292,30,2,2,17,17,1,4,4,1,0,0,1,1,0,0
291,30,1,1,18,18,3,0,0,3,1,0,0,0,0,1
293,30,5,4,6,5,2,1,1,2,1,0,0,0,0,1
296,30,12,11,10,9,2,1,1,2,1,0,0,0,0,1
294,30,7,6,3,21,2,0,0,2,1,0,0,0,0,1
299,30,19,19,9,8,1,4,4,1,0,0,1,1,0,0
298,30,15,14,11,10,0,2,2,0,0,0,1,1,0,0
297,30,13,23,14,13,3,0,0,3,1,0,0,0,0,1
303,31,8,22,6,5,0,2,2,0,0,0,1,1,0,0
301,31,2,2,19,19,2,1,1,2,1,0,0,0,0,1
305,31,10,9,18,18,5,0,0,5,1,0,0,0,0,1
307,31,15,14,7,6,1,2,2,1,0,0,1,1,0,0
320,32,20,20,14,13,3,0,0,3,1,0,0,0,0,1
319,32,19,19,4,3,1,2,2,1,0,0,1,1,0,0
317,32,13,23,8,22,1,0,0,1,1,0,0,0,0,1
318,32,18,18,2,2,2,2,2,2,0,1,0,0,1,0
311,32,1,1,15,14,3,0,0,3,1,0,0,0,0,1
314,32,6,5,10,9,1,2,2,1,0,0,1,1,0,0
315,32,7,6,11,10,1,3,3,1,0,0,1,1,0,0
312,32,3,21,9,8,0,2,2,0,0,0,1,1,0,0
316,32,12,11,16,16,2,0,0,2,1,0,0,0,0,1
313,32,5,4,17,17,1,3,3,1,0,0,1,1,0,0
324,33,5,4,20,20,1,1,1,1,0,1,0,0,1,0
329,33,18,18,4,3,1,2,2,1,0,0,1,1,0,0
323,33,3,21,8,22,1,1,1,1,0,1,0,0,1,0
322,33,2,2,6,5,2,2,2,2,0,1,0,0,1,0
321,33,1,1,14,13,3,2,2,3,1,0,0,0,0,1
325,33,7,6,10,9,0,0,0,0,0,1,0,0,1,0
326,33,9,8,13,23,1,2,2,1,0,0,1,1,0,0
330,33,19,19,16,16,1,1,1,1,0,1,0,0,1,0
327,33,11,10,12,11,2,3,3,2,0,0,1,1,0,0
328,33,15,14,17,17,1,2,2,1,0,0,1,1,0,0
340,34,20,20,15,14,1,1,1,1,0,1,0,0,1,0
331,34,4,3,9,8,2,1,1,2,1,0,0,0,0,1
302,34,4,3,5,4,1,2,2,1,0,0,1,1,0,0
333,34,8,22,18,18,1,0,0,1,1,0,0,0,0,1
334,34,10,9,2,2,3,0,0,3,1,0,0,0,0,1
342,34,2,2,12,11,0,2,2,0,0,0,1,1,0,0
336,34,13,23,1,1,2,1,1,2,1,0,0,0,0,1
332,34,6,5,3,21,3,2,2,3,1,0,0,0,0,1
338,34,16,16,7,6,1,1,1,1,0,1,0,0,1,0
346,34,9,8,14,13,0,0,0,0,0,1,0,0,1,0
335,34,12,11,19,19,0,1,1,0,0,0,1,1,0,0
339,34,17,17,11,10,1,3,3,1,0,0,1,1,0,0
337,34,14,13,5,4,2,3,3,2,0,0,1,1,0,0
343,34,3,21,17,17,1,1,1,1,0,1,0,0,1,0
341,35,1,1,20,20,4,1,1,4,1,0,0,0,0,1
348,35,15,14,4,3,1,1,1,1,0,1,0,0,1,0
349,35,18,18,6,5,0,0,0,0,0,1,0,0,1,0
350,35,19,19,10,9,2,2,2,2,0,1,0,0,1,0
345,35,7,6,13,23,1,0,0,1,1,0,0,0,0,1
347,35,11,10,16,16,5,0,0,5,1,0,0,0,0,1
360,36,20,20,11,10,1,4,4,1,0,0,1,1,0,0
351,36,4,3,3,21,0,0,0,0,0,1,0,0,1,0
353,36,8,22,7,6,0,2,2,0,0,0,1,1,0,0
357,36,14,13,2,2,2,1,1,2,1,0,0,0,0,1
355,36,12,11,1,1,2,1,1,2,1,0,0,0,0,1
352,36,6,5,9,8,5,0,0,5,1,0,0,0,0,1
359,36,17,17,18,18,2,0,0,2,1,0,0,0,0,1
354,36,10,9,15,14,0,0,0,0,0,1,0,0,1,0
356,36,13,23,19,19,0,1,1,0,0,0,1,1,0,0
358,36,16,16,5,4,0,1,1,0,0,0,1,1,0,0
366,37,9,8,20,20,0,2,2,0,0,0,1,1,0,0
310,37,20,20,12,11,0,0,0,0,0,1,0,0,1,0
361,37,1,1,4,3,5,0,0,5,1,0,0,0,0,1
367,37,11,10,8,22,0,0,0,0,0,1,0,0,1,0
344,37,5,4,8,22,1,1,1,1,0,1,0,0,1,0
362,37,2,2,16,16,1,0,0,1,1,0,0,0,0,1
304,37,9,8,1,1,3,1,1,3,1,0,0,0,0,1
368,37,15,14,6,5,1,2,2,1,0,0,1,1,0,0
369,37,18,18,13,23,2,1,1,2,1,0,0,0,0,1
364,37,5,4,10,9,1,0,0,1,1,0,0,0,0,1
365,37,7,6,14,13,1,1,1,1,0,1,0,0,1,0
370,37,19,19,17,17,1,0,0,1,1,0,0,0,0,1
306,37,11,10,3,21,3,1,1,3,1,0,0,0,0,1
309,37,17,17,13,23,1,0,0,1,1,0,0,0,0,1
363,37,3,21,12,11,1,0,0,1,1,0,0,0,0,1
308,37,16,16,14,13,0,1,1,0,0,0,1,1,0,0
380,38,20,20,7,6,3,1,1,3,1,0,0,0,0,1
371,38,4,3,2,2,1,2,2,1,0,0,1,1,0,0
373,38,8,22,1,1,0,1,1,0,0,0,1,1,0,0
372,38,6,5,19,19,2,0,0,2,1,0,0,0,0,1
375,38,12,11,18,18,1,0,0,1,1,0,0,0,0,1
374,38,10,9,3,21,4,0,0,4,1,0,0,0,0,1
379,38,17,17,9,8,5,4,4,5,1,0,0,0,0,1
377,38,14,13,11,10,0,1,1,0,0,0,1,1,0,0
376,38,13,23,5,4,3,0,0,3,1,0,0,0,0,1
378,38,16,16,15,14,1,2,2,1,0,0,1,1,0,0
