team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Bournemouth,2,2016,2,16,10,8,8,14,1,0,0,1,0,6,3,7,True,Leicester
Leicester,8,2016,8,16,14,2,2,10,0,0,1,0,1,4,4,8,False,Bournemouth
Sunderland,15,2016,15,16,20,4,4,1,0,0,1,0,1,3,2,11,True,Chelsea
Chelsea,4,2016,4,16,1,15,15,20,1,0,0,1,0,13,1,2,False,Sunderland
West Brom,19,2016,19,16,7,16,16,18,1,0,0,3,1,6,5,5,True,Swansea
Swansea,16,2016,16,16,18,19,19,7,0,0,1,1,3,3,3,10,False,West Brom
West Ham,20,2016,20,16,15,3,3,13,1,0,0,1,0,4,4,8,True,Burnley
Burnley,3,2016,3,16,13,20,20,15,0,0,1,0,1,5,2,9,False,West Ham
Crystal Palace,5,2016,5,16,16,11,11,6,0,0,1,1,2,4,3,9,True,Man Utd
Man Utd,11,2016,11,16,6,5,5,16,1,0,0,2,1,7,6,3,False,Crystal Palace
Everton,6,2016,6,16,8,1,1,3,1,0,0,2,1,6,5,5,True,Arsenal
Arsenal,1,2016,1,16,3,6,6,8,0,0,1,1,2,10,4,2,False,Everton
Man City,10,2016,10,16,4,18,18,11,1,0,0,2,0,10,3,3,True,Watford
Watford,18,2016,18,16,11,10,10,4,0,0,1,0,2,6,3,7,False,Man City
Middlesbrough,12,2016,12,16,17,9,9,2,0,0,1,0,3,3,6,7,True,Liverpool
Liverpool,9,2016,9,16,2,12,12,17,1,0,0,3,0,10,4,2,False,Middlesbrough
Stoke City,14,2016,14,16,12,13,13,9,0,1,0,0,0,5,5,6,True,Southampton
Southampton,13,2016,13,16,9,14,14,12,0,1,0,0,0,5,6,5,False,Stoke City
Spurs,17,2016,17,16,5,7,7,19,1,0,0,3,0,8,6,2,True,Hull City
Hull City,7,2016,7,16,19,17,17,5,0,0,1,0,3,3,3,10,False,Spurs
