team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2016,1,4,7,13,13,18,1,0,0,2,1,2,1,1,True,Southampton
Southampton,13,2016,13,4,18,1,1,7,0,0,1,1,2,0,2,2,False,Arsenal
Bournemouth,2,2016,2,4,14,19,19,12,1,0,0,1,0,1,1,2,True,West Brom
West Brom,19,2016,19,4,12,2,2,14,0,0,1,0,1,1,1,2,False,Bournemouth
Burnley,3,2016,3,4,15,7,7,8,0,1,0,1,1,1,1,2,True,Hull City
Hull City,7,2016,7,4,8,3,3,15,0,1,0,1,1,2,1,1,False,Burnley
Liverpool,9,2016,9,4,6,8,8,16,1,0,0,4,1,2,1,1,True,Leicester
Leicester,8,2016,8,4,16,9,9,6,0,0,1,1,4,1,1,2,False,Liverpool
Man Utd,11,2016,11,4,4,10,10,1,0,0,1,1,2,3,0,1,True,Man City
Man City,10,2016,10,4,1,11,11,4,1,0,0,2,1,4,0,0,False,Man Utd
Middlesbrough,12,2016,12,4,9,5,5,11,0,0,1,1,2,1,2,1,True,Crystal Palace
Crystal Palace,5,2016,5,4,11,12,12,9,1,0,0,2,1,1,1,2,False,Middlesbrough
Stoke City,14,2016,14,4,20,17,17,5,0,0,1,0,4,0,1,3,True,Spurs
Spurs,17,2016,17,4,5,14,14,20,1,0,0,4,0,2,2,0,False,Stoke City
West Ham,20,2016,20,4,17,18,18,10,0,0,1,2,4,1,0,3,True,Watford
Watford,18,2016,18,4,10,20,20,17,1,0,0,4,2,1,1,2,False,West Ham
Swansea,16,2016,16,4,13,4,4,2,0,1,0,2,2,1,1,2,True,Chelsea
Chelsea,4,2016,4,4,2,16,16,13,0,1,0,2,2,3,1,0,False,Swansea
Sunderland,15,2016,15,4,19,6,6,3,0,0,1,0,3,0,1,3,True,Everton
Everton,6,2016,6,4,3,15,15,19,1,0,0,3,0,3,1,0,False,Sunderland
