name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell,0,15,0,0,0,3,0,0,12,0.9,0,0,454,0,0,250,0,1,0,0.1,14863,0.4,0,2017-02-11T15:00:00Z,11 Feb 15:00,0,0,45,0,0,19,0,0,0,0,1,0,25,0,17105,0,0,0,2,2,0.0,1,-553,817,1370,52,True,0,0,20.0,32,9,5,11,34,43,-9,25,60,3,10,2016,18,12,31,8,7,11,30,43,-13,26,63,3,Aaron,Cresswell,2
Aaron_Lennon,0,6,0,0,0,5,0,2,4,1.8,0,0,142,0,0,246,0,0,0,0.7,14551,3.4,0,2017-02-11T15:00:00Z,11 Feb 15:00,0,0,18,0,0,12,0,0,0,0,2,0,25,0,8465,1,1,0,0,0,2.0,1,-110,73,183,55,False,0,0,6.0,41,11,8,6,40,27,13,25,43,1,7,2016,15,20,19,5,4,17,24,48,-24,26,55,3,Aaron,Lennon,3
Aaron_Ramsey,0,0,0,0,0,0,0,0,0,0.0,0,0,16,0,0,241,0,0,0,0.0,14425,0.0,0,2017-02-11T12:30:00Z,11 Feb 12:30,0,0,0,0,0,7,0,0,0,0,0,0,25,0,39311,0,0,0,0,2,0.0,0,-826,49,875,76,True,0,0,1.0,50,15,5,5,54,28,26,25,41,2,4,2016,0,0,0,0,0,0,0,0,0,0,0,0,Aaron,Ramsey,3
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,0,0,0.0,0,0,612,0,0,247,0,0,0,0.0,15021,0.0,0,2017-02-11T15:00:00Z,11 Feb 15:00,0,0,0,0,0,14,0,0,0,0,0,0,25,0,117,0,0,0,0,1,0.0,0,6,8,2,45,False,0,0,5.0,19,5,4,16,32,46,-14,25,58,0,19,2016,12,17,22,4,10,12,19,28,-9,26,55,0,Aaron,Wan-Bissaka,3
Abdoulaye_Doucouré,0,0,0,0,0,0,0,0,0,0.0,0,0,482,0,0,245,0,0,0,0.0,14891,0.0,0,2017-02-11T15:00:00Z,11 Feb 15:00,0,0,0,0,0,11,0,0,0,0,0,0,25,0,749,0,0,0,0,2,0.0,0,-9,16,25,46,False,0,0,18.0,30,8,6,11,29,42,-13,25,59,3,13,2016,20,9,33,9,6,11,35,44,-9,26,61,4,Abdoulaye,Doucouré,3
Abdul Rahman_Baba,0,0,0,0,0,0,0,0,0,0.0,0,0,80,0,0,243,0,0,0,0.0,14489,0.0,0,2017-02-12T13:30:00Z,12 Feb 13:30,0,0,0,0,0,3,0,0,0,0,0,0,25,0,1379,0,0,0,1,1,0.0,0,-14,22,36,55,False,0,0,4.0,60,19,3,3,52,18,34,25,49,0,1,2016,16,16,24,7,3,16,32,57,-25,26,42,0,Abdul Rahman,Baba,2
Abel_Hernández,0,0,0,0,0,0,0,0,0,0.0,0,0,163,0,0,241,0,0,0,0.0,14572,0.0,0,2017-02-11T12:30:00Z,11 Feb 12:30,0,0,0,0,0,1,0,0,0,0,0,0,25,0,39105,0,0,0,0,2,0.0,0,-2541,1125,3666,59,False,0,0,7.0,20,5,5,15,22,49,-27,25,35,2,18,2016,3,11,31,9,4,13,28,37,-9,26,46,2,Abel,Hernández,4
Adama_Diomande,0,3,0,0,0,1,0,0,3,0.5,0,0,164,0,0,241,0,1,0,0.5,14573,0.0,0,2017-02-11T12:30:00Z,11 Feb 12:30,0,0,13,0,0,1,0,0,0,0,1,0,25,0,203173,1,0,1,0,2,6.0,1,-15143,2294,17437,45,False,0,0,7.0,20,5,5,15,22,49,-27,25,35,2,18,2016,3,11,31,9,4,13,28,37,-9,26,46,2,Adama,Diomande,4
Adama_Traoré,0,34,0,0,0,13,1,0,26,16.4,8,0,563,0,0,246,1,0,0,3.4,14972,13.0,1,2017-02-11T15:00:00Z,11 Feb 15:00,0,0,90,0,0,6,0,0,0,0,8,0,25,0,8445,8,2,1,0,0,5.0,3,-81,642,723,48,True,0,0,12.0,22,4,10,11,19,27,-8,25,54,0,16,2016,5,18,22,6,4,16,33,46,-13,26,61,0,Adama,Traoré,3
Adam_Clayton,0,38,0,0,0,10,1,2,33,3.4,0,0,283,0,0,246,2,0,0,0.8,14692,4.8,1,2017-02-11T15:00:00Z,11 Feb 15:00,0,0,90,0,0,6,0,0,0,0,8,0,25,0,46221,1,1,0,0,0,0.0,2,3928,6395,2467,43,True,0,1,12.0,22,4,10,11,19,27,-8,25,54,0,16,2016,5,18,22,6,4,16,33,46,-13,26,61,0,Adam,Clayton,3
