team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2016,1,30,6,10,10,4,0,1,0,2,2,15,6,7,True,Man City
Man City,10,2016,10,30,4,1,1,6,0,1,0,2,2,17,7,5,False,Arsenal
Burnley,3,2016,3,30,15,17,17,2,0,0,1,0,2,9,5,16,True,Spurs
Spurs,17,2016,17,30,2,3,3,15,1,0,0,2,0,18,8,3,False,Burnley
Chelsea,4,2016,4,30,1,5,5,16,0,0,1,1,2,22,3,4,True,Crystal Palace
Crystal Palace,5,2016,5,30,16,4,4,1,1,0,0,2,1,9,4,16,False,Chelsea
Hull City,7,2016,7,30,18,20,20,14,1,0,0,2,1,7,6,17,True,West Ham
West Ham,20,2016,20,30,14,7,7,18,0,0,1,1,2,9,6,15,False,Hull City
Leicester,8,2016,8,30,13,14,14,9,1,0,0,2,0,9,6,14,True,Stoke City
Stoke City,14,2016,14,30,9,8,8,13,0,0,1,0,2,9,9,12,False,Leicester
Liverpool,9,2016,9,30,3,6,6,7,1,0,0,3,1,17,8,5,True,Everton
Everton,6,2016,6,30,7,9,9,3,0,0,1,1,3,14,8,8,False,Liverpool
Man Utd,11,2016,11,30,5,19,19,8,0,1,0,0,0,14,11,3,True,West Brom
West Brom,19,2016,19,30,8,11,11,5,0,1,0,0,0,12,8,10,False,Man Utd
Southampton,13,2016,13,30,10,2,2,11,0,1,0,0,0,9,7,12,True,Bournemouth
Bournemouth,2,2016,2,30,11,13,13,10,0,1,0,0,0,9,7,14,False,Southampton
Swansea,16,2016,16,30,17,12,12,19,0,1,0,0,0,8,4,18,True,Middlesbrough
Middlesbrough,12,2016,12,30,19,16,16,17,0,1,0,0,0,4,11,14,False,Swansea
Watford,18,2016,18,30,12,15,15,20,1,0,0,1,0,9,7,13,True,Sunderland
Sunderland,15,2016,15,30,20,18,18,12,0,0,1,0,1,5,5,19,False,Watford
