team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2016,1,31,5,20,20,15,1,0,0,3,0,16,6,7,True,West Ham
West Ham,20,2016,20,31,15,1,1,5,0,0,1,0,3,9,6,16,False,Arsenal
Burnley,3,2016,3,31,14,14,14,12,1,0,0,1,0,10,5,16,True,Stoke City
Stoke City,14,2016,14,31,12,3,3,14,0,0,1,0,1,9,9,13,False,Burnley
Hull City,7,2016,7,31,17,12,12,19,1,0,0,4,2,8,6,17,True,Middlesbrough
Middlesbrough,12,2016,12,31,19,7,7,17,0,0,1,2,4,4,11,15,False,Hull City
Leicester,8,2016,8,31,11,15,15,20,1,0,0,2,0,10,6,14,True,Sunderland
Sunderland,15,2016,15,31,20,8,8,11,0,0,1,0,2,5,5,20,False,Leicester
Man Utd,11,2016,11,31,6,6,6,7,0,1,0,1,1,14,12,3,True,Everton
Everton,6,2016,6,31,7,11,11,6,0,1,0,1,1,14,9,8,False,Man Utd
Swansea,16,2016,16,31,18,17,17,2,0,0,1,1,3,8,4,19,True,Spurs
Spurs,17,2016,17,31,2,16,16,18,1,0,0,3,1,19,8,3,False,Swansea
Watford,18,2016,18,31,10,19,19,8,1,0,0,2,0,10,7,13,True,West Brom
West Brom,19,2016,19,31,8,18,18,10,0,0,1,0,2,12,8,11,False,Watford
Chelsea,4,2016,4,31,1,10,10,4,1,0,0,2,1,23,3,4,True,Man City
Man City,10,2016,10,31,4,4,4,1,0,0,1,1,2,17,7,6,False,Chelsea
Liverpool,9,2016,9,31,3,2,2,13,0,1,0,2,2,17,9,5,True,Bournemouth
Bournemouth,2,2016,2,31,13,9,9,3,0,1,0,2,2,9,8,14,False,Liverpool
Southampton,13,2016,13,31,9,5,5,16,1,0,0,3,1,10,7,12,True,Crystal Palace
Crystal Palace,5,2016,5,31,16,13,13,9,0,0,1,1,3,9,4,17,False,Southampton
