team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2016,1,13,4,2,2,12,1,0,0,3,1,8,4,1,True,Bournemouth
Bournemouth,2,2016,2,13,12,1,1,4,0,0,1,1,3,4,3,6,False,Arsenal
Burnley,3,2016,3,13,13,10,10,3,0,0,1,1,2,4,2,7,True,Man City
Man City,10,2016,10,13,3,3,3,13,1,0,0,2,1,9,3,1,False,Burnley
Chelsea,4,2016,4,13,1,17,17,5,1,0,0,2,1,10,1,2,True,Spurs
Spurs,17,2016,17,13,5,4,4,1,0,0,1,1,2,6,6,1,False,Chelsea
Hull City,7,2016,7,13,18,19,19,9,0,1,0,1,1,3,2,8,True,West Brom
West Brom,19,2016,19,13,9,7,7,18,0,1,0,1,1,4,5,4,False,Hull City
Leicester,8,2016,8,13,14,12,12,15,0,1,0,2,2,3,4,6,True,Middlesbrough
Middlesbrough,12,2016,12,13,15,8,8,14,0,1,0,2,2,2,6,5,False,Leicester
Liverpool,9,2016,9,13,2,15,15,20,1,0,0,2,0,9,3,1,True,Sunderland
Sunderland,15,2016,15,13,20,9,9,2,0,0,1,0,2,2,2,9,False,Liverpool
Man Utd,11,2016,11,13,6,20,20,16,0,1,0,1,1,5,5,3,True,West Ham
West Ham,20,2016,20,13,16,11,11,6,0,1,0,1,1,3,3,7,False,Man Utd
Southampton,13,2016,13,13,10,6,6,7,1,0,0,1,0,4,5,4,True,Everton
Everton,6,2016,6,13,7,13,13,10,0,0,1,0,1,5,4,4,False,Southampton
Swansea,16,2016,16,13,19,5,5,17,1,0,0,5,4,2,3,8,True,Crystal Palace
Crystal Palace,5,2016,5,13,17,16,16,19,0,0,1,4,5,3,2,8,False,Swansea
Watford,18,2016,18,13,8,14,14,11,0,0,1,0,1,5,3,5,True,Stoke City
Stoke City,14,2016,14,13,11,18,18,8,1,0,0,1,0,4,4,5,False,Watford
