team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2016,1,18,4,19,19,9,1,0,0,1,0,11,4,3,True,West Brom
West Brom,19,2016,19,18,9,1,1,4,0,0,1,0,1,6,5,7,False,Arsenal
Burnley,3,2016,3,18,14,12,12,15,1,0,0,1,0,6,2,10,True,Middlesbrough
Middlesbrough,12,2016,12,18,15,3,3,14,0,0,1,0,1,4,6,8,False,Burnley
Chelsea,4,2016,4,18,1,2,2,12,1,0,0,3,0,15,1,2,True,Bournemouth
Bournemouth,2,2016,2,18,12,4,4,1,0,0,1,0,3,6,3,9,False,Chelsea
Hull City,7,2016,7,18,20,10,10,3,0,0,1,0,3,3,3,12,True,Man City
Man City,10,2016,10,18,3,7,7,20,1,0,0,3,0,12,3,3,False,Hull City
Leicester,8,2016,8,18,16,6,6,7,0,0,1,0,2,4,5,9,True,Everton
Everton,6,2016,6,18,7,8,8,16,1,0,0,2,0,7,5,6,False,Leicester
Liverpool,9,2016,9,18,2,14,14,13,1,0,0,4,1,12,4,2,True,Stoke City
Stoke City,14,2016,14,18,13,9,9,2,0,0,1,1,4,5,6,7,False,Liverpool
Man Utd,11,2016,11,18,6,15,15,18,1,0,0,3,1,9,6,3,True,Sunderland
Sunderland,15,2016,15,18,18,11,11,6,0,0,1,1,3,4,2,12,False,Man Utd
Southampton,13,2016,13,18,8,17,17,5,0,0,1,1,4,6,6,6,True,Spurs
Spurs,17,2016,17,18,5,13,13,8,1,0,0,4,1,10,6,2,False,Southampton
Swansea,16,2016,16,18,19,20,20,11,0,0,1,1,4,3,3,12,True,West Ham
West Ham,20,2016,20,18,11,16,16,19,1,0,0,4,1,6,4,8,False,Swansea
Watford,18,2016,18,18,10,5,5,17,0,1,0,1,1,6,4,8,True,Crystal Palace
Crystal Palace,5,2016,5,18,17,18,18,10,0,1,0,1,1,4,4,10,False,Watford
