team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Chelsea,4,2016,4,3,2,3,3,13,1,0,0,3,0,3,0,0,True,Burnley
Burnley,3,2016,3,3,13,4,4,2,0,0,1,0,3,1,0,2,False,Chelsea
Crystal Palace,5,2016,5,3,17,2,2,19,0,1,0,1,1,0,1,2,True,Bournemouth
Bournemouth,2,2016,2,3,19,5,5,17,0,1,0,1,1,0,1,2,False,Crystal Palace
Everton,6,2016,6,3,4,14,14,20,1,0,0,1,0,2,1,0,True,Stoke City
Stoke City,14,2016,14,3,20,6,6,4,0,0,1,0,1,0,1,2,False,Everton
Hull City,7,2016,7,3,5,11,11,3,0,0,1,0,1,2,0,1,True,Man Utd
Man Utd,11,2016,11,3,3,7,7,5,1,0,0,1,0,3,0,0,False,Hull City
Leicester,8,2016,8,3,9,16,16,14,1,0,0,2,1,1,1,1,True,Swansea
Swansea,16,2016,16,3,14,8,8,9,0,0,1,1,2,1,0,2,False,Leicester
Southampton,13,2016,13,3,15,15,15,16,0,1,0,1,1,0,2,1,True,Sunderland
Sunderland,15,2016,15,3,16,13,13,15,0,1,0,1,1,0,1,2,False,Southampton
Spurs,17,2016,17,3,7,9,9,11,0,1,0,1,1,1,2,0,True,Liverpool
Liverpool,9,2016,9,3,11,17,17,7,0,1,0,1,1,1,1,1,False,Spurs
Watford,18,2016,18,3,18,1,1,8,0,0,1,1,3,0,1,2,True,Arsenal
Arsenal,1,2016,1,3,8,18,18,18,1,0,0,3,1,1,1,1,False,Watford
Man City,10,2016,10,3,1,20,20,12,1,0,0,3,1,3,0,0,True,West Ham
West Ham,20,2016,20,3,12,10,10,1,0,0,1,1,3,1,0,2,False,Man City
West Brom,19,2016,19,3,10,12,12,6,0,1,0,0,0,1,1,1,True,Middlesbrough
Middlesbrough,12,2016,12,3,6,19,19,10,0,1,0,0,0,1,2,0,False,West Brom
