team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Burnley,3,2016,3,1,18,16,16,6,0,0,1,0,1,0,0,1,True,Swansea
Swansea,16,2016,16,1,6,3,3,18,1,0,0,1,0,1,0,0,False,Burnley
Crystal Palace,5,2016,5,1,19,19,19,7,0,0,1,0,1,0,0,1,True,West Brom
West Brom,19,2016,19,1,7,5,5,19,1,0,0,1,0,1,0,0,False,Crystal Palace
Everton,6,2016,6,1,8,17,17,12,0,1,0,1,1,0,1,0,True,Spurs
Spurs,17,2016,17,1,12,6,6,8,0,1,0,1,1,0,1,0,False,Everton
Hull City,7,2016,7,1,4,8,8,15,1,0,0,2,1,1,0,0,True,Leicester
Leicester,8,2016,8,1,15,7,7,4,0,0,1,1,2,0,0,1,False,Hull City
Man City,10,2016,10,1,5,15,15,16,1,0,0,2,1,1,0,0,True,Sunderland
Sunderland,15,2016,15,1,16,10,10,5,0,0,1,1,2,0,0,1,False,Man City
Middlesbrough,12,2016,12,1,9,14,14,11,0,1,0,1,1,0,1,0,True,Stoke City
Stoke City,14,2016,14,1,11,12,12,9,0,1,0,1,1,0,1,0,False,Middlesbrough
Southampton,13,2016,13,1,10,18,18,13,0,1,0,1,1,0,1,0,True,Watford
Watford,18,2016,18,1,13,13,13,10,0,1,0,1,1,0,1,0,False,Southampton
Arsenal,1,2016,1,1,14,9,9,2,0,0,1,3,4,0,0,1,True,Liverpool
Liverpool,9,2016,9,1,2,1,1,14,1,0,0,4,3,1,0,0,False,Arsenal
Bournemouth,2,2016,2,1,20,11,11,1,0,0,1,1,3,0,0,1,True,Man Utd
Man Utd,11,2016,11,1,1,2,2,20,1,0,0,3,1,1,0,0,False,Bournemouth
Chelsea,4,2016,4,1,3,20,20,17,1,0,0,2,1,1,0,0,True,West Ham
West Ham,20,2016,20,1,17,4,4,3,0,0,1,1,2,0,0,1,False,Chelsea
