team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Bournemouth,2,2016,2,20,9,1,1,5,0,1,0,3,3,7,4,9,True,Arsenal
Arsenal,1,2016,1,20,5,2,2,9,0,1,0,3,3,12,5,3,False,Bournemouth
Crystal Palace,5,2016,5,20,17,16,16,19,0,0,1,1,2,4,4,12,True,Swansea
Swansea,16,2016,16,20,19,5,5,17,1,0,0,2,1,4,3,13,False,Crystal Palace
Everton,6,2016,6,20,7,13,13,10,1,0,0,3,0,8,6,6,True,Southampton
Southampton,13,2016,13,20,10,6,6,7,0,0,1,0,3,6,6,8,False,Everton
Man City,10,2016,10,20,4,3,3,12,1,0,0,2,1,13,3,4,True,Burnley
Burnley,3,2016,3,20,12,10,10,4,0,0,1,1,2,7,2,11,False,Man City
Middlesbrough,12,2016,12,20,16,8,8,15,0,1,0,0,0,4,7,9,True,Leicester
Leicester,8,2016,8,20,15,12,12,16,0,1,0,0,0,5,6,9,False,Middlesbrough
Stoke City,14,2016,14,20,11,18,18,14,1,0,0,2,0,6,6,8,True,Watford
Watford,18,2016,18,20,14,14,14,11,0,0,1,0,2,6,4,10,False,Stoke City
Sunderland,15,2016,15,20,18,9,9,2,0,1,0,2,2,4,3,13,True,Liverpool
Liverpool,9,2016,9,20,2,15,15,18,0,1,0,2,2,13,5,2,False,Sunderland
Spurs,17,2016,17,20,3,4,4,1,1,0,0,2,0,12,6,2,True,Chelsea
Chelsea,4,2016,4,20,1,17,17,3,0,0,1,0,2,16,1,3,False,Spurs
West Brom,19,2016,19,20,8,7,7,20,1,0,0,3,1,8,5,7,True,Hull City
Hull City,7,2016,7,20,20,19,19,8,0,0,1,1,3,3,4,13,False,West Brom
West Ham,20,2016,20,20,13,11,11,6,0,0,1,0,2,6,4,10,True,Man Utd
Man Utd,11,2016,11,20,6,20,20,13,1,0,0,2,0,11,6,3,False,West Ham
