team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Chelsea,4,2016,4,5,5,9,9,6,0,0,1,1,2,3,1,1,True,Liverpool
Liverpool,9,2016,9,5,6,4,4,5,1,0,0,2,1,3,1,1,False,Chelsea
Everton,6,2016,6,5,2,12,12,13,1,0,0,3,1,4,1,0,True,Middlesbrough
Middlesbrough,12,2016,12,5,13,6,6,2,0,0,1,1,3,1,2,2,False,Everton
Hull City,7,2016,7,5,12,1,1,4,0,0,1,1,4,2,1,2,True,Arsenal
Arsenal,1,2016,1,5,4,7,7,12,1,0,0,4,1,3,1,1,False,Hull City
Leicester,8,2016,8,5,11,3,3,16,1,0,0,3,0,2,1,2,True,Burnley
Burnley,3,2016,3,5,16,8,8,11,0,0,1,0,3,1,1,3,False,Leicester
Man City,10,2016,10,5,1,2,2,17,1,0,0,4,0,5,0,0,True,Bournemouth
Bournemouth,2,2016,2,5,17,10,10,1,0,0,1,0,4,1,1,3,False,Man City
West Brom,19,2016,19,5,10,20,20,18,1,0,0,4,2,2,1,2,True,West Ham
West Ham,20,2016,20,5,18,19,19,10,0,0,1,2,4,1,0,4,False,West Brom
Crystal Palace,5,2016,5,5,8,14,14,20,1,0,0,4,1,2,1,2,True,Stoke City
Stoke City,14,2016,14,5,20,5,5,8,0,0,1,1,4,0,1,4,False,Crystal Palace
Southampton,13,2016,13,5,14,16,16,15,1,0,0,1,0,1,2,2,True,Swansea
Swansea,16,2016,16,5,15,13,13,14,0,0,1,0,1,1,1,3,False,Southampton
Spurs,17,2016,17,5,3,15,15,19,1,0,0,1,0,3,2,0,True,Sunderland
Sunderland,15,2016,15,5,19,17,17,3,0,0,1,0,1,0,1,4,False,Spurs
Watford,18,2016,18,5,9,11,11,7,1,0,0,3,1,2,1,2,True,Man Utd
Man Utd,11,2016,11,5,7,18,18,9,0,0,1,1,3,3,0,2,False,Watford
