name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Cresswell,0,39,0,0,0,24,0,1,36,57.8,1,0,454,0,0,185,0,1,0,10.1,11060,28.2,4,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,90,0,4,8,0,0,0,0,4,0,19,0,19250,0,1,0,0,1,15.0,2,-517,499,1016,53,False,0,0,20.0,22,6,4,9,23,33,-10,19,45,2,12,2016,11,6,39,11,6,3,31,19,12,20,46,1,Aaron,Cresswell,2
Aaron_Lennon,0,0,0,0,0,0,0,0,0,0.0,0,0,142,0,0,184,0,0,0,0.0,10748,0.0,0,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,0,0,0,7,0,0,0,0,0,0,19,0,8935,0,0,0,2,2,0.0,0,683,889,206,55,False,0,0,6.0,27,7,6,6,25,23,2,19,37,1,7,2016,13,10,24,6,6,8,19,25,-6,20,32,2,Aaron,Lennon,3
Aaron_Ramsey,0,21,0,0,0,4,0,0,19,2.7,0,0,16,0,0,181,0,0,0,0.8,10622,1.4,0,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,19,0,0,5,0,0,0,0,2,0,19,0,39611,0,1,1,0,2,4.0,1,280,478,198,76,True,0,0,1.0,40,12,4,3,41,19,22,19,30,1,3,2016,2,9,25,7,4,9,29,34,-5,20,33,2,Aaron,Ramsey,3
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,0,0,0.0,0,0,612,0,0,181,0,0,0,0.0,11218,0.0,0,2017-01-01T16:00:00Z,01 Jan 16:00,0,0,0,0,0,1,0,0,0,0,0,0,19,0,66,0,0,0,0,2,0.0,0,-1,7,8,45,False,0,0,5.0,16,4,4,11,29,35,-6,19,43,0,17,2016,16,19,15,4,3,13,23,45,-22,20,29,0,Aaron,Wan-Bissaka,3
Abdoulaye_Doucouré,0,34,0,0,0,10,0,2,28,5.3,0,0,482,0,0,190,0,4,0,2.7,11088,3.6,0,2017-01-01T13:30:00Z,01 Jan 13:30,0,0,90,0,0,17,0,0,0,0,7,0,19,0,674,3,0,0,4,1,18.0,2,-3,7,10,46,True,0,0,18.0,22,6,4,9,23,34,-11,19,44,3,13,2016,14,11,24,6,6,8,24,32,-8,20,37,1,Abdoulaye,Doucouré,3
Abdul Rahman_Baba,0,0,0,0,0,0,0,0,0,0.0,0,0,80,0,0,183,0,0,0,0.0,10686,0.0,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,0,0,0,14,0,0,0,0,0,0,19,0,1173,0,0,0,2,4,0.0,0,-7,12,19,55,True,0,0,4.0,49,16,1,2,42,13,29,19,42,0,1,2016,17,3,42,12,6,2,39,14,25,20,38,0,Abdul Rahman,Baba,2
Abel_Hernández,0,0,0,0,0,0,0,0,0,0.0,0,0,163,0,0,184,0,0,0,0.0,10769,0.0,0,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,0,0,0,6,0,0,0,0,0,0,19,0,34706,0,0,0,2,2,0.0,0,-633,22,655,59,True,0,0,7.0,13,3,4,12,16,41,-25,19,25,1,19,2016,19,8,29,8,5,7,28,24,4,20,46,1,Abel,Hernández,4
Adama_Diomande,0,20,0,0,0,6,0,0,16,3.1,3,0,164,0,0,184,1,2,0,1.0,10770,0.0,0,2016-12-30T20:00:00Z,30 Dec 20:00,0,0,84,0,0,6,0,0,0,0,3,0,19,0,221865,3,1,2,2,2,8.0,2,3194,11900,8706,45,True,0,0,7.0,13,3,4,12,16,41,-25,19,25,1,19,2016,19,8,29,8,5,7,28,24,4,20,46,1,Adama,Diomande,4
Adama_Traoré,0,21,0,0,0,16,1,0,12,17.2,8,0,563,0,0,187,0,0,0,3.7,11169,13.0,1,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,81,0,1,11,0,0,0,0,7,0,19,0,8304,3,1,1,1,2,7.0,3,-936,189,1125,48,False,0,0,12.0,18,4,6,9,17,22,-5,19,43,0,16,2016,8,15,21,5,6,9,24,31,-7,20,43,1,Adama,Traoré,3
Adam_Clayton,0,7,0,0,0,3,0,2,4,0.0,0,0,283,0,0,187,1,2,0,1.0,10889,10.4,0,2016-12-31T15:00:00Z,31 Dec 15:00,0,0,13,0,0,11,0,0,0,0,1,0,19,0,30197,0,0,0,1,2,0.0,1,4098,5186,1088,43,False,0,0,12.0,18,4,6,9,17,22,-5,19,43,0,16,2016,8,15,21,5,6,9,24,31,-7,20,43,1,Adam,Clayton,3
