team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2016,1,38,5,6,6,7,1,0,0,3,1,23,6,9,True,Everton
Everton,6,2016,6,38,7,1,1,5,0,0,1,1,3,17,10,11,False,Arsenal
Burnley,3,2016,3,38,16,20,20,11,0,0,1,1,2,11,7,20,True,West Ham
West Ham,20,2016,20,38,11,3,3,16,1,0,0,2,1,12,9,17,False,Burnley
Chelsea,4,2016,4,38,1,15,15,20,1,0,0,5,1,30,3,5,True,Sunderland
Sunderland,15,2016,15,38,20,4,4,1,0,0,1,1,5,6,6,26,False,Chelsea
Hull City,7,2016,7,38,18,17,17,2,0,0,1,1,7,9,7,22,True,Spurs
Spurs,17,2016,17,38,2,7,7,18,1,0,0,7,1,26,8,4,False,Hull City
Leicester,8,2016,8,38,12,2,2,9,0,1,0,1,1,12,8,18,True,Bournemouth
Bournemouth,2,2016,2,38,9,8,8,12,0,1,0,1,1,12,10,16,False,Leicester
Liverpool,9,2016,9,38,4,12,12,19,1,0,0,3,0,22,10,6,True,Middlesbrough
Middlesbrough,12,2016,12,38,19,9,9,4,0,0,1,0,3,5,13,20,False,Liverpool
Man Utd,11,2016,11,38,6,5,5,14,1,0,0,2,0,18,15,5,True,Crystal Palace
Crystal Palace,5,2016,5,38,14,11,11,6,0,0,1,0,2,12,5,21,False,Man Utd
Southampton,13,2016,13,38,8,14,14,13,0,0,1,0,1,12,10,16,True,Stoke City
Stoke City,14,2016,14,38,13,13,13,8,1,0,0,1,0,11,11,16,False,Southampton
Swansea,16,2016,16,38,15,19,19,10,1,0,0,2,1,12,5,21,True,West Brom
West Brom,19,2016,19,38,10,16,16,15,0,0,1,1,2,12,9,17,False,Swansea
Watford,18,2016,18,38,17,10,10,3,0,0,1,0,5,11,7,20,True,Man City
Man City,10,2016,10,38,3,18,18,17,1,0,0,5,0,23,9,6,False,Watford
