team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Crystal Palace,5,2016,5,10,13,9,9,3,0,0,1,2,4,3,2,5,True,Liverpool
Liverpool,9,2016,9,10,3,5,5,13,1,0,0,4,2,7,2,1,False,Crystal Palace
Everton,6,2016,6,10,6,20,20,17,1,0,0,2,0,5,3,2,True,West Ham
West Ham,20,2016,20,10,17,6,6,6,0,0,1,0,2,3,1,6,False,Everton
Man Utd,11,2016,11,10,8,3,3,14,0,1,0,0,0,4,3,3,True,Burnley
Burnley,3,2016,3,10,14,11,11,8,0,1,0,0,0,3,2,5,False,Man Utd
Middlesbrough,12,2016,12,10,15,2,2,10,1,0,0,2,0,2,4,4,True,Bournemouth
Bournemouth,2,2016,2,10,10,12,12,15,0,0,1,0,2,3,3,4,False,Middlesbrough
Southampton,13,2016,13,10,9,4,4,4,0,0,1,0,2,3,4,3,True,Chelsea
Chelsea,4,2016,4,10,4,13,13,9,1,0,0,2,0,7,1,2,False,Southampton
Stoke City,14,2016,14,10,12,16,16,19,1,0,0,3,1,3,3,4,True,Swansea
Swansea,16,2016,16,10,19,14,14,12,0,0,1,1,3,1,2,7,False,Stoke City
Sunderland,15,2016,15,10,20,1,1,2,0,0,1,1,4,0,2,8,True,Arsenal
Arsenal,1,2016,1,10,2,15,15,20,1,0,0,4,1,7,2,1,False,Sunderland
Spurs,17,2016,17,10,5,8,8,11,0,1,0,1,1,5,5,0,True,Leicester
Leicester,8,2016,8,10,11,17,17,5,0,1,0,1,1,3,3,4,False,Spurs
Watford,18,2016,18,10,7,7,7,18,1,0,0,1,0,4,3,3,True,Hull City
Hull City,7,2016,7,10,18,18,18,7,0,0,1,0,1,2,1,7,False,Watford
West Brom,19,2016,19,10,16,10,10,1,0,0,1,0,4,2,4,4,True,Man City
Man City,10,2016,10,10,1,19,19,16,1,0,0,4,0,7,2,1,False,West Brom
