team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Chelsea,4,2016,4,37,1,18,18,16,1,0,0,4,3,29,3,5,True,Watford
Watford,18,2016,18,37,16,4,4,1,0,0,1,3,4,11,7,19,False,Chelsea
Southampton,13,2016,13,37,8,11,11,6,0,1,0,0,0,12,10,15,True,Man Utd
Man Utd,11,2016,11,37,6,13,13,8,0,1,0,0,0,17,15,5,False,Southampton
Arsenal,1,2016,1,37,5,15,15,20,1,0,0,2,0,22,6,9,True,Sunderland
Sunderland,15,2016,15,37,20,1,1,5,0,0,1,0,2,6,6,25,False,Arsenal
Leicester,8,2016,8,37,11,17,17,2,0,0,1,1,6,12,7,18,True,Spurs
Spurs,17,2016,17,37,2,8,8,11,1,0,0,6,1,25,8,4,False,Leicester
Man City,10,2016,10,37,3,19,19,9,1,0,0,3,1,22,9,6,True,West Brom
West Brom,19,2016,19,37,9,10,10,3,0,0,1,1,3,12,9,16,False,Man City
Bournemouth,2,2016,2,37,10,3,3,15,1,0,0,2,1,12,9,16,True,Burnley
Burnley,3,2016,3,37,15,2,2,10,0,0,1,1,2,11,7,19,False,Bournemouth
Crystal Palace,5,2016,5,37,13,7,7,18,1,0,0,4,0,12,5,20,True,Hull City
Hull City,7,2016,7,37,18,5,5,13,0,0,1,0,4,9,7,21,False,Crystal Palace
Everton,6,2016,6,37,7,18,18,16,1,0,0,1,0,17,10,10,True,Watford
Watford,18,2016,18,37,16,6,6,7,0,0,1,0,1,11,7,19,False,Everton
Man City,10,2016,10,37,3,8,8,11,1,0,0,2,1,22,9,6,True,Leicester
Leicester,8,2016,8,37,11,10,10,3,0,0,1,1,2,12,7,18,False,Man City
Middlesbrough,12,2016,12,37,19,13,13,8,0,0,1,1,2,5,13,19,True,Southampton
Southampton,13,2016,13,37,8,12,12,19,1,0,0,2,1,12,10,15,False,Middlesbrough
Stoke City,14,2016,14,37,14,1,1,5,0,0,1,1,4,10,11,16,True,Arsenal
Arsenal,1,2016,1,37,5,14,14,14,1,0,0,4,1,22,6,9,False,Stoke City
Sunderland,15,2016,15,37,20,16,16,17,0,0,1,0,2,6,6,25,True,Swansea
Swansea,16,2016,16,37,17,15,15,20,1,0,0,2,0,11,5,21,False,Sunderland
Spurs,17,2016,17,37,2,11,11,6,1,0,0,2,1,25,8,4,True,Man Utd
Man Utd,11,2016,11,37,6,17,17,2,0,0,1,1,2,17,15,5,False,Spurs
West Brom,19,2016,19,37,9,4,4,1,0,0,1,0,1,12,9,16,True,Chelsea
Chelsea,4,2016,4,37,1,19,19,9,1,0,0,1,0,29,3,5,False,West Brom
West Ham,20,2016,20,37,12,9,9,4,0,0,1,0,4,11,9,17,True,Liverpool
Liverpool,9,2016,9,37,4,20,20,12,1,0,0,4,0,21,10,6,False,West Ham
