team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2016,1,22,2,3,3,13,1,0,0,2,1,14,5,3,True,Burnley
Burnley,3,2016,3,22,13,1,1,2,0,0,1,1,2,8,2,12,False,Arsenal
Bournemouth,2,2016,2,22,12,18,18,14,0,1,0,2,2,7,5,10,True,Watford
Watford,18,2016,18,22,14,2,2,12,0,1,0,2,2,6,6,10,False,Bournemouth
Chelsea,4,2016,4,22,1,7,7,19,1,0,0,2,0,18,1,3,True,Hull City
Hull City,7,2016,7,22,19,4,4,1,0,0,1,0,2,4,4,14,False,Chelsea
Crystal Palace,5,2016,5,22,18,6,6,7,0,0,1,0,1,4,4,14,True,Everton
Everton,6,2016,6,22,7,5,5,18,1,0,0,1,0,10,6,6,False,Crystal Palace
Liverpool,9,2016,9,22,4,16,16,17,0,0,1,2,3,13,6,3,True,Swansea
Swansea,16,2016,16,22,17,9,9,4,1,0,0,3,2,5,3,14,False,Liverpool
Man City,10,2016,10,22,5,17,17,3,0,1,0,2,2,13,4,5,True,Spurs
Spurs,17,2016,17,22,3,10,10,5,0,1,0,2,2,13,7,2,False,Man City
Middlesbrough,12,2016,12,22,16,20,20,10,0,0,1,1,3,4,8,10,True,West Ham
West Ham,20,2016,20,22,10,12,12,16,1,0,0,3,1,8,4,10,False,Middlesbrough
Southampton,13,2016,13,22,11,8,8,15,1,0,0,3,0,7,6,9,True,Leicester
Leicester,8,2016,8,22,15,13,13,11,0,0,1,0,3,5,6,11,False,Southampton
Stoke City,14,2016,14,22,9,11,11,6,0,1,0,1,1,7,7,8,True,Man Utd
Man Utd,11,2016,11,22,6,14,14,9,0,1,0,1,1,11,8,3,False,Stoke City
West Brom,19,2016,19,22,8,15,15,20,1,0,0,2,0,9,5,8,True,Sunderland
Sunderland,15,2016,15,22,20,19,19,8,0,0,1,0,2,4,3,15,False,West Brom
