code,draw,form,id,loss,name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,24,34,10,ARS,4,,False,0,1190,1210,1170,1210,1190,1200,1,10,4,10,31,25,6,35,5
7,0,,2,0,Aston Villa,22,36,8,AVL,3,,False,0,1150,1160,1150,1150,1180,1210,2,11,3,8,36,24,12,36,2
36,0,,3,0,Brighton,24,26,16,BHA,3,,False,0,1080,1100,1150,1180,1090,1100,131,5,11,8,25,30,-5,32,3
90,0,,4,0,Burnley,24,27,15,BUR,2,,False,0,1050,1080,1120,1190,1010,1030,43,7,6,11,18,30,-12,31,0
8,0,,5,0,Chelsea,24,42,4,CHE,4,,False,0,1260,1280,1240,1280,1270,1310,4,12,6,6,40,24,16,33,1
31,0,,6,0,Crystal Palace,24,29,14,CRY,3,,False,0,1110,1150,1100,1150,1020,1050,6,8,5,11,27,42,-15,31,2
11,0,,7,0,Everton,23,37,7,EVE,3,,False,0,1180,1210,1150,1170,1210,1250,7,11,4,8,35,33,2,41,2
54,0,,8,0,Fulham,24,19,18,FUL,2,,False,0,1000,1020,1020,1030,1020,1020,34,3,10,11,20,32,-12,44,3
13,0,,9,0,Leicester,24,46,3,LEI,4,,False,0,1220,1240,1190,1190,1200,1180,26,14,4,6,42,26,16,44,0
2,0,,10,0,Leeds,23,32,11,LEE,3,,False,0,1100,1130,1060,1110,1130,1160,9,10,2,11,40,42,-2,35,0
14,0,,11,0,Liverpool,24,40,6,LIV,5,,False,0,1320,1360,1240,1320,1330,1350,10,11,7,6,45,32,13,27,0
43,0,,12,0,Man City,24,56,1,MCI,5,,False,0,1310,1360,1260,1320,1330,1350,11,17,5,2,49,15,34,26,0
1,0,,13,0,Man Utd,24,46,2,MUN,4,,False,0,1230,1230,1220,1230,1250,1260,12,13,7,4,50,31,19,38,1
4,0,,14,0,Newcastle,24,25,17,NEW,3,,False,0,1100,1130,1100,1120,1010,1060,23,7,4,13,25,40,-15,43,2
49,0,,15,0,Sheffield Utd,24,11,20,SHU,3,,False,0,1070,1100,1110,1130,1010,1050,18,3,2,19,15,40,-25,46,2
20,0,,16,0,Southampton,23,29,13,SOU,3,,False,0,1150,1180,1140,1200,1110,1160,20,8,5,10,30,39,-9,35,2
6,0,,17,0,Spurs,23,36,9,TOT,4,,False,0,1270,1280,1190,1240,1280,1320,21,10,6,7,36,25,11,30,1
35,0,,18,0,West Brom,24,13,19,WBA,2,,False,0,1010,1030,1020,1020,1000,1010,36,2,7,15,19,55,-36,35,3
21,0,,19,0,West Ham,24,42,5,WHU,3,,False,0,1140,1170,1150,1160,1170,1180,25,12,6,6,37,28,9,27,1
39,0,,20,0,Wolves,24,30,12,WOL,3,,False,0,1160,1190,1180,1220,1100,1170,38,8,6,10,25,32,-7,38,1
