team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Aston Villa,2,2020,27,22,9,19,20,5,0,0,1,1,3,10,2,8,True,West Ham
West Ham,19,2020,20,22,5,2,27,9,1,0,0,3,1,11,5,6,False,Aston Villa
Burnley,4,2020,3,22,17,12,10,1,0,0,1,0,2,6,4,11,True,Man City
Man City,12,2020,10,22,1,4,3,17,1,0,0,2,0,14,5,2,False,Burnley
Fulham,8,2020,25,22,18,9,8,3,0,0,1,0,2,2,8,11,True,Leicester
Leicester,9,2020,8,22,3,8,25,18,1,0,0,2,0,13,3,6,False,Fulham
Leeds,10,2020,30,22,11,7,6,7,0,0,1,1,2,9,2,10,True,Everton
Everton,7,2020,6,22,7,10,30,11,1,0,0,2,1,11,3,6,False,Leeds
Man Utd,13,2020,11,22,2,16,13,12,1,0,0,9,0,13,5,4,True,Southampton
Southampton,16,2020,13,22,12,13,11,2,0,0,1,0,9,8,5,8,False,Man Utd
Sheffield Utd,15,2020,29,22,20,18,19,19,1,0,0,2,1,3,2,17,True,West Brom
West Brom,18,2020,19,22,19,15,29,20,0,0,1,1,2,2,6,14,False,Sheffield Utd
Wolves,20,2020,26,22,14,1,1,10,1,0,0,2,1,7,5,10,True,Arsenal
Arsenal,1,2020,1,22,10,20,26,14,0,0,1,1,2,9,4,9,False,Wolves
Liverpool,11,2020,9,22,4,3,21,15,0,0,1,0,1,11,7,4,True,Brighton
Brighton,3,2020,21,22,15,11,9,4,1,0,0,1,0,5,9,8,False,Liverpool
Newcastle,14,2020,23,22,16,6,5,13,0,0,1,1,2,6,4,12,True,Crystal Palace
Crystal Palace,6,2020,5,22,13,14,23,16,1,0,0,2,1,8,5,9,False,Newcastle
Spurs,17,2020,17,22,8,5,4,6,0,0,1,0,1,9,6,6,True,Chelsea
Chelsea,5,2020,4,22,6,17,17,8,1,0,0,1,0,10,6,6,False,Spurs
