code,draw,form,id,loss,name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,3,6,5,ARS,4,,False,0,1190,1210,1170,1210,1190,1200,1,2,0,1,6,4,2,4,0
7,0,,2,0,Aston Villa,2,6,4,AVL,3,,False,0,1150,1160,1150,1150,1180,1210,2,2,0,0,4,0,4,6,0
36,0,,3,0,Brighton,3,3,12,BHA,3,,False,0,1080,1100,1150,1180,1090,1100,131,1,0,2,6,6,0,5,1
90,0,,4,0,Burnley,2,0,18,BUR,2,,False,0,1050,1080,1120,1190,1010,1030,43,0,0,2,2,5,-3,3,0
8,0,,5,0,Chelsea,3,4,9,CHE,4,,False,0,1260,1280,1240,1280,1270,1310,4,1,1,1,6,6,0,3,1
31,0,,6,0,Crystal Palace,3,6,6,CRY,3,,False,0,1110,1150,1100,1150,1020,1050,6,2,0,1,5,3,2,6,0
11,0,,7,0,Everton,3,9,3,EVE,3,,False,0,1180,1210,1150,1170,1210,1250,7,3,0,0,8,3,5,2,0
54,0,,8,0,Fulham,3,0,20,FUL,2,,False,0,1000,1020,1020,1030,1020,1020,34,0,0,3,3,10,-7,10,0
13,0,,9,0,Leicester,3,9,1,LEI,4,,False,0,1220,1240,1190,1190,1200,1180,26,3,0,0,12,4,8,5,0
2,0,,10,0,Leeds,3,6,7,LEE,3,,False,0,1100,1130,1060,1110,1130,1160,9,2,0,1,8,7,1,2,0
14,0,,11,0,Liverpool,3,9,2,LIV,5,,False,0,1320,1360,1240,1320,1330,1350,10,3,0,0,9,4,5,3,0
43,0,,12,0,Man City,2,3,13,MCI,5,,False,0,1310,1360,1260,1320,1330,1350,11,1,0,1,5,6,-1,4,0
1,0,,13,0,Man Utd,2,3,14,MUN,4,,False,0,1230,1230,1220,1230,1250,1260,12,1,0,1,4,5,-1,4,0
4,0,,14,0,Newcastle,3,4,10,NEW,3,,False,0,1100,1130,1100,1120,1010,1060,23,1,1,1,3,4,-1,9,0
49,0,,15,0,Sheffield Utd,3,0,19,SHU,3,,False,0,1070,1100,1110,1130,1010,1050,18,0,0,3,0,4,-4,5,1
20,0,,16,0,Southampton,3,3,15,SOU,3,,False,0,1150,1180,1140,1200,1110,1160,20,1,0,2,3,6,-3,5,0
6,0,,17,0,Spurs,3,4,8,TOT,4,,False,0,1270,1280,1190,1240,1280,1320,21,1,1,1,6,4,2,5,0
35,0,,18,0,West Brom,3,1,17,WBA,2,,False,0,1010,1030,1020,1020,1000,1010,36,0,1,2,5,11,-6,2,1
21,0,,19,0,West Ham,3,3,11,WHU,3,,False,0,1140,1170,1150,1160,1170,1180,25,1,0,2,5,4,1,3,0
39,0,,20,0,Wolves,3,3,16,WOL,3,,False,0,1160,1190,1180,1220,1100,1170,38,1,0,2,3,7,-4,2,0
