code,draw,form,id,loss,name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,15,17,15,ARS,4,,False,0,1190,1210,1170,1210,1190,1200,1,5,2,8,15,19,-4,24,3
7,0,,2,0,Aston Villa,13,25,7,AVL,3,,False,0,1150,1160,1150,1150,1180,1210,2,8,1,4,27,13,14,26,2
36,0,,3,0,Brighton,15,13,16,BHA,3,,False,0,1080,1100,1150,1180,1090,1100,131,2,7,6,18,24,-6,20,3
90,0,,4,0,Burnley,14,13,17,BUR,2,,False,0,1050,1080,1120,1190,1010,1030,43,3,4,7,8,20,-12,20,0
8,0,,5,0,Chelsea,15,25,8,CHE,4,,False,0,1260,1280,1240,1280,1270,1310,4,7,4,4,30,17,13,17,1
31,0,,6,0,Crystal Palace,15,18,14,CRY,3,,False,0,1110,1150,1100,1150,1020,1050,6,5,3,7,19,28,-9,23,2
11,0,,7,0,Everton,15,29,2,EVE,3,,False,0,1180,1210,1150,1170,1210,1250,7,9,2,4,26,19,7,26,2
54,0,,8,0,Fulham,15,11,18,FUL,2,,False,0,1000,1020,1020,1030,1020,1020,34,2,5,8,13,23,-10,30,2
13,0,,9,0,Leicester,15,28,3,LEI,4,,False,0,1220,1240,1190,1190,1200,1180,26,9,1,5,28,19,9,32,0
2,0,,10,0,Leeds,15,20,12,LEE,3,,False,0,1100,1130,1060,1110,1130,1160,9,6,2,7,25,30,-5,22,0
14,0,,11,0,Liverpool,15,32,1,LIV,5,,False,0,1320,1360,1240,1320,1330,1350,10,9,5,1,37,20,17,10,0
43,0,,12,0,Man City,14,26,6,MCI,5,,False,0,1310,1360,1260,1320,1330,1350,11,7,5,2,21,12,9,21,0
1,0,,13,0,Man Utd,14,27,4,MUN,4,,False,0,1230,1230,1220,1230,1250,1260,12,8,3,3,30,23,7,21,1
4,0,,14,0,Newcastle,14,18,13,NEW,3,,False,0,1100,1130,1100,1120,1010,1060,23,5,3,6,17,24,-7,27,0
49,0,,15,0,Sheffield Utd,15,2,20,SHU,3,,False,0,1070,1100,1110,1130,1010,1050,18,0,2,13,8,26,-18,26,2
20,0,,16,0,Southampton,15,25,9,SOU,3,,False,0,1150,1180,1140,1200,1110,1160,20,7,4,4,25,19,6,21,0
6,0,,17,0,Spurs,15,26,5,TOT,4,,False,0,1270,1280,1190,1240,1280,1320,21,7,5,3,26,15,11,19,0
35,0,,18,0,West Brom,15,8,19,WBA,2,,False,0,1010,1030,1020,1020,1000,1010,36,1,5,9,11,30,-19,21,3
21,0,,19,0,West Ham,15,22,10,WHU,3,,False,0,1140,1170,1150,1160,1170,1180,25,6,4,5,23,21,2,18,0
39,0,,20,0,Wolves,15,21,11,WOL,3,,False,0,1160,1190,1180,1220,1100,1170,38,6,3,6,15,20,-5,23,1
