assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,name_first,name_last,name,season,element_type,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc
0,0,0,0,0.0,1,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,43696,1,2,0.0,0,-197,5,202,68,False,0,Mesut,Özil,Mesut_Özil,2020,3,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,0,0,0.0,2,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,4977,1,2,0.0,0,-42,3,45,48,False,0,Sokratis,Papastathopoulos,Sokratis_Papastathopoulos,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,14,0,2.7,3,133,2,0,4.3,22.2,2020-12-19T17:30:00Z,90,7,0,0,0,0,14,0,59159,1,2,18.0,1,-84,855,939,54,False,0,David,Luiz Moreira Marinho,David_Luiz Moreira Marinho,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,0,0,0.0,4,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,635555,1,2,0.0,0,-16083,5217,21300,114,False,0,Pierre-Emerick,Aubameyang,Pierre-Emerick_Aubameyang,2020,3,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,0,0,0.0,5,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,12764,1,2,0.0,0,-192,101,293,46,False,0,Cédric,Soares,Cédric_Soares,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,6,0,10.3,6,133,0,0,2.6,3.2,2020-12-19T17:30:00Z,14,7,0,0,0,0,14,0,191024,1,2,12.0,1,-8941,978,9919,82,False,0,Alexandre,Lacazette,Alexandre_Lacazette,2020,4,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,0,0,0.0,7,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,3369,1,2,0.0,0,-40,157,197,50,False,0,Shkodran,Mustafi,Shkodran_Mustafi,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,10,0,0.0,8,133,2,0,0.8,8.4,2020-12-19T17:30:00Z,90,7,0,0,0,0,14,1,577628,1,2,0.0,1,-35279,2232,37511,50,False,0,Bernd,Leno,Bernd_Leno,2020,1,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,0,0,0.0,9,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,30646,1,2,0.0,0,-1675,25,1700,52,False,0,Granit,Xhaka,Granit_Xhaka,2020,3,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,0,0,0.0,10,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,1010,1,2,0.0,0,-13,87,100,44,False,0,Pablo,Marí,Pablo_Marí,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,0,0,0.0,11,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,440896,1,2,0.0,0,-59084,4476,63560,51,False,0,Héctor,Bellerín,Héctor_Bellerín,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,20,1,0.0,12,138,0,0,0.4,4.2,2020-12-20T19:15:00Z,90,18,0,0,0,0,14,1,2114994,3,0,0.0,6,125309,134531,9222,49,False,0,Emiliano,Martínez,Emiliano_Martínez,2020,1,2.0,22,7,1,4,24,13,11,12,25,1,9,6,13,18,5,3,6,19,25,-6,14,19,2
0,0,0,0,0.0,13,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,1343,1,2,0.0,0,30,96,66,45,False,0,Calum,Chambers,Calum_Chambers,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,0,0,0.0,14,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,10374,1,2,0.0,0,-295,10,305,48,False,0,Sead,Kolasinac,Sead_Kolasinac,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
1,1,26,0,22.5,15,133,2,0,5.1,20.6,2020-12-19T17:30:00Z,90,7,0,0,0,0,14,0,64025,1,2,8.0,5,-1238,674,1912,46,False,0,Ainsley,Maitland-Niles,Ainsley_Maitland-Niles,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
0,0,5,0,1.3,16,133,2,0,0.8,7.0,2020-12-19T17:30:00Z,90,7,1,0,0,0,14,0,97938,1,2,0.0,-1,-497,4861,5358,44,False,0,Rob,Holding,Rob_Holding,2020,2,1.0,14,4,2,8,12,18,-6,14,22,3,15,5,5,25,7,4,3,29,14,15,14,16,1
