code,draw,form,id,loss,name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,18,24,11,ARS,4,,False,0,1190,1210,1170,1210,1190,1200,1,7,3,8,20,19,1,28,3
7,0,,2,0,Aston Villa,15,26,8,AVL,3,,False,0,1150,1160,1150,1150,1180,1210,2,8,2,5,29,16,13,27,2
36,0,,3,0,Brighton,18,14,17,BHA,3,,False,0,1080,1100,1150,1180,1090,1100,131,2,8,8,21,29,-8,25,3
90,0,,4,0,Burnley,16,16,16,BUR,2,,False,0,1050,1080,1120,1190,1010,1030,43,4,4,8,9,21,-12,22,0
8,0,,5,0,Chelsea,17,26,9,CHE,4,,False,0,1260,1280,1240,1280,1270,1310,4,7,5,5,32,21,11,23,1
31,0,,6,0,Crystal Palace,18,23,13,CRY,3,,False,0,1110,1150,1100,1150,1020,1050,6,6,5,7,22,29,-7,25,2
11,0,,7,0,Everton,17,32,5,EVE,3,,False,0,1180,1210,1150,1170,1210,1250,7,10,2,5,28,21,7,30,2
54,0,,8,0,Fulham,16,12,18,FUL,2,,False,0,1000,1020,1020,1030,1020,1020,34,2,6,8,14,24,-10,32,2
13,0,,9,0,Leicester,17,32,4,LEI,4,,False,0,1220,1240,1190,1190,1200,1180,26,10,2,5,31,21,10,35,0
2,0,,10,0,Leeds,17,23,12,LEE,3,,False,0,1100,1130,1060,1110,1130,1160,9,7,2,8,30,33,-3,24,0
14,0,,11,0,Liverpool,17,33,2,LIV,5,,False,0,1320,1360,1240,1320,1330,1350,10,9,6,2,37,21,16,16,0
43,0,,12,0,Man City,16,32,3,MCI,5,,False,0,1310,1360,1260,1320,1330,1350,11,9,5,2,25,13,12,22,0
1,0,,13,0,Man Utd,17,36,1,MUN,4,,False,0,1230,1230,1220,1230,1250,1260,12,11,3,3,34,24,10,28,1
4,0,,14,0,Newcastle,17,19,15,NEW,3,,False,0,1100,1130,1100,1120,1010,1060,23,5,4,8,18,27,-9,32,1
49,0,,15,0,Sheffield Utd,18,5,20,SHU,3,,False,0,1070,1100,1110,1130,1010,1050,18,1,2,15,9,29,-20,33,2
20,0,,16,0,Southampton,17,29,7,SOU,3,,False,0,1150,1180,1140,1200,1110,1160,20,8,5,4,26,19,7,25,0
6,0,,17,0,Spurs,17,30,6,TOT,4,,False,0,1270,1280,1190,1240,1280,1320,21,8,6,3,30,16,14,22,1
35,0,,18,0,West Brom,17,8,19,WBA,2,,False,0,1010,1030,1020,1020,1000,1010,36,1,5,11,11,39,-28,22,3
21,0,,19,0,West Ham,17,26,10,WHU,3,,False,0,1140,1170,1150,1160,1170,1180,25,7,5,5,24,21,3,19,0
39,0,,20,0,Wolves,18,22,14,WOL,3,,False,0,1160,1190,1180,1220,1100,1170,38,6,4,8,19,26,-7,27,1
